台語漢字	pos_h
爽錢	VH
損神	VH
耍蕩	VC
爽蕩	VC;VH
損蕩	VC;VH
損斷	VC;VJ
損胃	
sng3	VR
算	VG;VE
蒜仔花	
算be7得是	VH
算無到	VH
算無盤	VR;Nf
算出	VR
算總數	
算額	VJ
算行	VH
算法	Na
算甲子	
算起來	VR
算看覓	
算論	VK
算命	VB
算命先	Na
算盤	Na
算盤子	
算是	VG;VJ
算siau3	VA;VB
算數	VA;VB
嗖嗖叫	
算籌	VC
算有tioh8	VH
床	Na;Nf
旋	Dd;VC;b
算額	VJ
栓仔	
霜仔	Na;VH
桑仔樹	Na
霜仔水	Na
霜仔角	Na
霜仔枝	Na
酸米草	Na
酸味	Na
酸味草	Na
酸模	
酸微	
酸粅粅	
桑材	Na
酸醋	
桑子	Na
酸漿草	Na
霜水	Na
蹭	VA;VC
喪孝	Na
桑葉	Na
霜風	Na
酸雨	
嗅鼻	
嗖嗖叫	
栓藥	
酸甘甜	
霜降	VA
喪鬮煞	
酸氣	VH
酸鹼	Na
酸鹼度	Na
酸kiuh-kiuh	VH
酸匊匊	VH
霜糕	Na
霜櫃	Na
酸荔果	
酸lam	
桑莓	Na
痠軟	VH
酸軟	VH
痠軟痛	VH
霜雪	Na
酸性	Na
桑鳲	
喪煞	
酸素	Na
桑葚	Na
酸筍	
霜塊	Na
痠痛	VH
酸痛	VH
霜條	Na
酸甜苦辣	Na
霜櫥	Na
唆	b
梭	Na;b
挲	VC;b
嗦	b
騷	VH
嫂	b
鎖	Na;VC
索仔股	Na
索仔梯	Na
索仔條	Na
鎖喉瘋	Na
鎖蛇	
鎖ke5	Na
鎖牽	
鎖環	
瑣卷	
鎖管	Na
鎖骨	Na
鎖leh	VR
鎖鍊	
鎖匙	Na
鎖匙	Na
鎖匙伴	VF;Na
鎖定	VC
鎖頭	Na;VC
鎖tiau5	VR
掃	VC
噪	b
燥	Na
燥紙	
燥水	
燥藥	
躁粕	VH
燥嚗嚗	
躁嚗嚗	
燥暴	VH
躁暴	VH
燥布	
燥性	Na
躁性	Na;VH
躁性鬼	Na
躁性地	Na;VH
燥澀	VH
躁心	VH
埽池	
躁直人	Na
so5	VA;VH
so5犅	
so5龜	
so5-so5	VH
so5-so5仔	
so5-so5也	
沙	Na
刷	VC
施	Nb
砂	Na
痧	b
鯊	b
徙	VC;b
徙栽	VC
徙走	VC
徙錢	
徙用	VC
徙到	VR
徙腳	VA
漱口	VA
徙開	VR
徙舖	
徙步	VA
徙siu7	
徙岫	VC
徙動	VR;VA;VC
徙振動	VA;VR
徙位	VA;VC
soa2	VA
續	VC;b
續後	A
soa3尾	
soa3手	Dh;VH
紲手	VH
soa3嘴	VC
紲嘴	Na;VH
續	VH
soa3嘴尾	
紲嘴尾	
soa3接	
紲接	VR;Dd
soa3風	VA
soa3口	VA
紲氣	VH
紲落	VR;Dd
紲落去	VR;Dd
soa3落去	VR;Dd
續落去	VJ
續落來	VR;Dd
soa3話	
soa3擺	VC
soa3班	VA
soa3勢	VH
紲勢	VH
soa3隊	Nf
逝	b
大嫂	Na
鯊仔	
沙仔地	Nc
沙目	Na
砂目	Na
砂馬仔	
砂馬蟹	
沙母	Na;A
砂母	Na
沙母粒	Na
砂母粒	Na
沙漠	Na
沙田	Na
沙蠶	
沙腸	
沙石	Na
砂石	Na
沙鑽仔	
沙紙	
砂鵻	
鯊儑	
沙眼	Na
砂眼	Na
soah	
煞	Db;VC;Da;Cb;b;VH
撒	VC
煞蠓	b
煞尾囝	Na
煞無	b
煞尾	VA;Na;Dk;Nd;VH
煞尾仔	Dd
煞尾囝	Na
煞尾位	Nc
煞鼠	b
煞手	VA
煞癢	b;VH
沙蝦	
煞戲	VH
煞好	
撒胡椒	VC
沙魚	
鯊魚	Na
鯊魚翅	Na
鯊魚劍	
煞敢	VL
煞工	VA;VH
煞去	VR
煞氣	
煞去	VR
soah鹽	
煞局	Na;VH
煞鼓	Na;VH
煞了	VH
煞了代	
撒白糖	VC
煞是	Db
煞心	VI
煞煞去	VH
煞煞去	VH
煞膽	VH
撒豆油	VC
煞著	Db;Cb
煞著	
煞場	Na
煞有	
率性	VH
率同	VF
檨	Na
soaiN7仔	Na
檨仔	Na
檨仔瘋	Na
痧藥	
沙疥	Na
沙蛤	
沙坩	b
沙疥	Na
沙蜊	Na
沙蟟	Na
沙鹿	Nc
沙漏	Na;VH
砂漏	
砂粒	Na
沙鰍	
沙羅樹	
沙瀨	b
沙龍	Nc
沙鱸	
沙鷺	
沙崙	Na
沙毛	
沙門	Na
紗門	Na
soan	VA
山	Na
訕	VC;b
旋	VA
酸	VH
散	VC;VH
選	VC
選美	VA
選民	Na
選務	Na
散種	
散插	VH
選手	Na
選取	VC
選出	VR
拶指	
散占	VC
散占散角	Na
選集	Na
散掖掖	VH
選用	VC
散角	
散狗	Na
散khia7	VH
選課	VA
選區	Nc
選舉	VC
選舉區	Nc
選舉權	Na
選舉人	Na
選購	VC
散貓	Na
選罷法	Na
產房	
選派	VF
選票	Na
選拔	VC
選修	VC
散散	VH
選擇	VC
選擇題	Na
選定	VF
散趁	Na
選讀	VC
選著	VC
傘	Na
散	VC;VH
腺	Na
算	VG;VE
線	Na
蒜仔	Na
蒜仔栽	Na
蒜仔骨	b
散賣	VC
線民	Na
蒜末	Na
散尾葵	
散操	
散市	
線鬚	Na
散裝	A
線裝冊	Na
線綴	Na
線遨	Na
散形	VH
散雄	VH
線形	Na
蒜香藤	
散發	A
散會	VH
散血草	
散掖掖	
散掖鬼	Na
散鉛	
線絪	Na
線絪仔	
散子仔	
蒜絨	Na
蒜絨枝	Na
散工	VA;Na;VH
散交	VA
線腳	
散去	VR
散開	VH
散館	
散股	VA
散落落	
散了了	VB;VH
蒜絨	Na;b
蒜絨枝	Na
線路	Na
散學	VH
傘兵	Na
散票	
散滂滂	
散蓬蓬	VH
散翸翸	
線步	Na
線衫	
散仙	VH
線上	Nc
線心柴	
散散	VH
線索	Na
散斗	VA;VH
汕頭	Nc
蒜頭	Na
線頭	Na
散攤	Na
線條	Na
散陣	VA
散場	VH
線道	Na
霰彈	Na
旋	Dd;b
船帽	
旋鰍	Na
旋鰍古	Na
旋律	Na
訕	VC
喧	
羨	b
鏇	Na
鏇仔	Na
檨梔柴	Na
鏇石	Na
鏇石手指	Na
鏇石嘴	VA;Na;VH
漩水	
旋風	Na
soan7尿	VA
鏇筆	Na
銓敘部	Nc
漩桶	
訕倒轉	VA
sian7-tuh-tuh	VJ;VH
山仔	
山紅棗	
山紅柿	
山後鳥	
山肉豆	
山芒	
山馬薯	
山瑪魚	
山馬蹄	
山味	Na
山母	Na
宣帽	
山尾	Na
山尾尖	Na
山尾溜	Nc;Na
山霧	Na
山霧	Na
山蚊母	
山棕	Na
山棕貓	
山寨	Na
山菜豆	
山蠶	
山漆	
山賊	Na;b
山草	
萱草	Na
山臭樟	
宣稱	VE
山松	Na
山榕	
山松柏	
山鼠	
山菁	
訕笑	VC
山串藤	
山嘴口	
宣\-木	Na
山薯	
山鷓鴣	
山尖	Nc;Na
宣戰	VA
山蕉	Na
山脊	Na
山丘	Na
宣紙	Na
山慈姑	Na
山水	Na
山水柳	
山茱萸	Na
山下	Nc;Na
山櫻花	
山櫻桃	
so紅	
山岳	Na
山嶽	Na
山枇杷	
山岩	Na
宣言	Na
山牛	Na
山牛犅	Na
山牛奶	
山鱟	Na
山熊	Na
山香	
山園	Na
山河	Na
山豪鼠	
喧嘩	VA
山發	A
山火	Na
山峰	Na
山洪	Na
山鳳尾	
山胡椒	
山呼相	
山粉鳥	
山粉圓	
山煙草	
山野	Nc
山鹽	Na
山鹽青	
山鹽婆	
山鹽豉	
山鹽酸	Na
山圓	
山腰	Nc
山藥	Na
山藥薯	Na
宣揚	VC
山羊	Na
山羊仔	Na
山羊耳	
山楊麻	
山肉桂	
山鉸剪	
山柑	
山甘草	
山茭破	
山溝	Na
宣教	
山厚活	
山雞	Na
山蕨貓	
山腳	Nc;Na
山腳尖	Nc
山崁	Nc;Na
山崁腳	Na
山空	Na
山空內	
山坑	Na
山坑仔	Na
山虹	
山柿仔	
山隙	
山禽	Na
山芹菜	Na
山苦瓜	
山苦楝	
山苦桃	Na
山窟	Na
山崎	Na
山金針	
山梔	
山芎蕉	Na
山根龍	
山茄	
山茄報	
山轎	
山菊花	
山球	Na
山羌	
山獐	
山薑	
宣告	VE
山芥菜	Na
山懸	VC
山菅蘭	
山瓜	
山瓜菜	
山谷	Na
山古鱉	
山龜	
山鬼	
山桂花	
山內	
山內人	
山欖	
山藍	
山lang	Nc
山荖葉	
山龍	Na
山龍眼	
山裡花	
山鰱仔	
山鴗	
酸溜蛄	Na
山蘿蔔	Na
山埒	
珊瑚	Na
山路	Na
山崙	Na
山脈	Na
山毛	Na
山麻仔	
山麻草	
山麻雀	Na
山林	Nc
喧鬧	VA
山黃梔	
山黃麻	
訕囈	VH
旋繞	VH
旋囈	VH
山嶺	Na
山岭	Na
山貓	Na
山娘仔	
山窩	Nc
山垵	
山王萊	
珊瑚樹	
山芋	Na
山烏鶖	
山烏珠	
山烏虹	
山腹	Nc
山斑鳩	
山胞	Na
山白菜	
山縫	Na
山坪	Na
山坡	Na
宣判	VE
山坡地	Na
山坡	Na
山芙蓉	Na
山壁	Nc;Na
山邊	
山檳榔	
山葡萄	Na
山菠薐	
山埔	Na
宣佈	VE
山埔銀	
山埔鹽	
山埔根	
山埔姜	
山埔崙	
山杉	
山產	
山產物	
山產品	
山西	Nc
訕洗	VC
宣誓	VE
宣誓就職	VA
山勢	Na
宣示	VE
訕削	VC
山石榴	
山城	Na
山仙楂	Na
宣洩	VC
訕\-人召	VC
訕siau5	VC
山神	Na
山秀英	
山相思	
山檨仔	
山蒜頭	
山倯	Na
山素英	
山嶼	Na
山瑞香	
山東	Nc
山茼蒿	
山東菜	
山冬瓜	
山東梨	
山東省	Nc
山東綢	Na
山丹花	
山茶	Na
山地	Nc
山頂	Nc
山頂尾	Na
山頭	Nc;Na
山頭仔	Na
山頭落廓尾	VH
山鐵摔	
山桃仔	
山獺	Na
宣傳	VC
宣傳單	Na
宣讀	VC
山兔	Na
山土豆	
山豬	Na
山豬肉	
山豬肝	
宣藤	Na
山場	Nc;Na
山道	Na
宣導	VC
山大人	
山大丹	
山洞	Na
山洿	Na
宣慰	VC
沙烏地阿拉伯	Nc
沙包	Na
沙坡	Nc
沙朴	
沙盤	Na
沙埔	Nc;Na
沙屑	VH
沙梭	
沙沙	
沙汕	Nc
沙線	Nc
沙參	
刷	VC
說	VE
說明	VE
說明書	Na
雪文	Na
沙袋	Na
沙灘	Nc
紗窗	Na
鱈魚	Na
沙銚	
沙糖	Na
砂糖	Na
雪花	Na
說服	VF
沙土	Na
砂土	Na
沙條	
說教	VA
雪糕	Na
雪梨	Nc
雪幔	Na;b
沙腸	
沙腸仔	
沙刀魚	
雪片糕	
說辭	Na
雪上加霜	VA
雪地	Na
雪中送炭	VA
沙堆	Na
搓草	VA
搔草	VA
搓手	VH
搔手	
騷疹	Na
搔癢	VA;VB
衰	VH
蔬	b
黍	b
黍仔	Na
黍仔粉	
稅	VD;Na;VC
稅目	Na
稅務	Na
稅務局	Nc
稅務員	Na
稅制	Na
稅則	Na
稅車	Na
稅厝	VA;Na
稅厝徛	
稅出	VD
歲出	Na
稅錢	Na
稅額	Na
歲月	Na
稅法	Na
稅負	Na
歲入	Na
歲計	Na
稅課	Na
稅款	Na
稅金	Na
稅捐	Na
稅率	Na
稅收	Na
稅單	Na
垂	b
垂氣	VH
垂落去	
垂敗	VH
垂垂	VH
垂	b
垂肩	
垂落來	
細仔漢	Nd
衰bai2	VH
衰微	VH
衰尾	VH
衰手	
揳	b
說	VE
揳後手	VC
說明	VE
說情	VB
揳錢	VA;VB;b
說服力	Na
揳空	VA;VC;VB;b
楔空	VC;VB
說起來	Db;VR
揳khng3	VC
說lou2力	VB;VJ
說謝	VB;VJ
說詞	Na
說透機	
說透流	VR
說多謝	VB;VJ
衰弱	VH
衰氣	Na
衰荏	VH
疏lang	VH
疏lang3	VH
衰人	
疏lang-lang	
衰落	VH
衰旺	Na;VH
衰旺手	Na
衰旺氣	Na
衰旺氣	Na
衰旺兆	Na
衰敗	VH
疏鬆	VH
衰siau5	VH
疏失	Na
衰退	VH
衰運	Na;VH
soh	VC
索	VA;VB
索仔	Na
索引	Na
索價	VC
嗍氣	VA
soh汗	
嗍汗	
soh乳	
索捻	VC
索梯	Na
搓圓	
搓圓仔	
搓圓仔湯	
搓幼幼	VR
so油	VA
束	Na;Nf
縮	VA;VJ
槊	b
槊仔	Na
槊煤	b
槊土	b
束仔	
縮an5	VC
肅靜	VH
束手無策	VH
束手就擒	VH
束手束腳	
縮手縮腳	VA
索取	VD
速戰速決	VA
塑造	VC
梭齒	
縮火	VA;VJ
縮影	Na
索引	VR;Na
塑膠	Na
塑膠管	Na
塑膠袋	Na
束口	
縮減	VC
束結	VH
速率	Na
宿命	VH
束\-示	
束縛	VC
縮細	VH
速成	VH
宿舍	Nc
束身衫	
縮小	VH
塑像	Na
速食	Na
速食麵	Na
速食店	Nc
縮短	VR
縮茶心	VA;VJ
速度	Na
梭羅樹	
挲捋	VC
搔捋	VJ
唆弄	VF
蔘仔	Na
森林	Na
參寶寶	VJ
參	VC
喪	b
鬆	VH
爽	VH
爽快	VK;VH
爽歪歪	VH
爽心	VH
爽心睏	VA
爽心lim	VC
爽神	Na;b;VH
慫使	VF
爽直	VH
宋	Nc;Nb
喪命	VH
宋凶	VH
宋兇	VH
宋兇人	Na
宋判	
宋盼	Na
喪生	VH
喪失	VJ
宋代	Nd
宋朝	Nd
song5	VH
傖	VH
song5風	Na
倯氣	VH
傖壁壁	VH
傖傖	VH
傖筒	VH
傖筒氣	VH
倯teh-teh	b;VH
song7	
喪葬	Na
桑梓	Na
喪喜事	Na
喪服	Na
喪家	Nc;Na
鬆勁	
鬆口	
鬆快	VH
鬆緊	Na
鬆緊帶	Na
喪禮	Na
鬆散	VH
鬆弛	VJ
喪事	Na
鬆動	VH
so烏	
搓烏面	
搔烏面	VR;VA
挲平	VR
so-so	
挲挲	VC
唆使	VF
搔頭	
搔頭殼	VJ
sou	
酥	VH
蘇	VJ;VH
所	Na
搜查	VC
所在	Nc;Na
所在地	Nc
所益	Na
所學	
所幸	Db
所發	A
所費	VA;Na;VC
所以	Cb
所以然	Na
所有	VI;A
所有人	Na
所靠	VC
所及	VH
所講	
所講的	VK
所屬	VI
所得	Na
所致	VL;VJ
所長	Na
所得稅	Na
所有	VI;A
所為	
所謂	VK
素	VH
訴	b
數	Ne;Na;VK;VC
數碼字	
素描	VA
數目	Na
素材	Na
素菜	Na
訴請	VF
素質	Na
素妝	VH
訴諸	VC
數珠	
數珠仔	Na
素馨	
素願	Na
訴願	VB
數學	Na
數學科	Na
素行	Na
素行	Na
素香	
素衣	Na
素養	Na
素有	VJ
數字	Na
訴苦	VB
數據	Na
數據機	Na
訴求	Na
數理	Na
數量	Na
素麵	Na
素雅	VH
素娥	Nb
素色	Na
索色	Na
素心蘭	
素常	Dd;Na;VH
素常時	Dd;Nd
訴訟	VA
素食	Na
素素	VH
素素也	VH
數詞	
數值	Na
數位	A
數位化	VH
酥糜	Na
蘇木	
搜查	VC
蒐證	VA
蔬菜	Na
搜集	VC
蒐集	VC
蘇州話	
蘇俄	Nc
蘇花公路	Na
蘇枋	
疏忽	VJ
sou腰	VH
酥腰	VA;VH
蘇格蘭	Nc
疏開	VA;VC
蘇氣	VH
酥戛戛	
酥巧	VH
搜救	VC
蔬果	Na
蒐購	VD
疏漏	Na
疏離	VH
蘇聯	Nc
蘇澳	Nc
蘇澳港	Nc
疏遠	VH
蘇派	VH
酥餅	Na
疏散	VC
搜索	VC
蘇爽	VH
蘇鐵	
疏通	VC
疏導	VC
蘇維埃	Nc
司	VC;Nb;ur
私	Dh
思	b
輸	VD;VH
軀	b
使	VL
署	Na
使命感	Na
塵尾	Na;VB
史密斯	Nb
史蹟	Na
使者	Na
史學	Na
使用	VC
使用者	Na
使用權	Na
使用率	Na
使然	VH
史家	Nc;Na
暑假	Nd
史家	Nc;Na
曙光	Na
史館	Nc
使君子	
史料	Na
署名	VC
史實	Na
史達林	Nb
署長	Na
四	Ne
覗	
肆	b
使命	Na
四米草	
庶民	Na
四面八方	Nc
庶母	Na
庶務	Na
四物	
四川	Nc
四川	Nc
四川菜	Na
恕罪	VH
四海	Nc
四合院	
伺候	VC
賜福	VB
四方	Nc
四方尺	Na
四方體	Na
賜hou7	VD
賜教	VA
四腳魚	Na
四肢	Na
四健會	Na
四結果	
四果	
四季	
四季春	
四季花	
四季豆	Na
四平山	VH
賜票	
四配	VH
四色牌	Na
四時春	Na
su3-si7	VH
四是	VH
次序	VH
四仙屏	Na
四神	
四常	Dd;VH
覗覗	
四媵	VH
四通八達	VH
四維	Na
祠	b
祠廟	Na
殊榮	Na
詞意	Na
詞曲	Na
詞句	Na
辭令	Na
辭典	Na
祠堂	Na
序	Na
事	Na
敘	Na
嶼	b
事後	
事尾	Na
事務	Na
事務官	Na
事務性	Na
事務所	Nc
事物	Na
事在人為	S
事蹟	Na
事情	Na
侍從	Na
事主	Na
事宜	Na
緒言	Na
事業	Na
事業家	Na
事業部	Nc
事項	Na
侍候	VC
事因	Na
事由	Na
士氣	Na
事件	Na
伺機而動	VA
士官	Na
事權	Na
士官長	Na
事故	Na
事例	Na
仕女	Na
事理	Na
嗣而後	
敘利亞	Nc
事跡	Na
士林	Nc
士林區	Nc
事路	
士兵	Na
事破	
事變	Na
事半功倍	VH
事倍功半	VH
似是而非	VH
事先	Dd
事實	Na
事事	Na
敘述	VE
事態	Na
事端	Na
私暗	
書面	Na
輸面	Na
師母	Na
思慕	VJ
斯文	Na;VH
斯文氣	VH
斯文捌禮	
抒情詩	Na
思春	
輸出	VR
輸錢	VH
私章	Na
私酒	Na
師專	Nc
師資	Na
私自	Dh
輸水	VA
師尊	Na
私營	VC
司儀	Na
suh	VC
嗍	VC
私下	Dh
伺候	VC
欶蜜甕	
suh水	VA
私刑	Na
嗍血	VB
suh熏	VA
嗍燻	VA
私梟	Na
思鄉	VH
書香	Na
私休	
吸管	Na
suh乳	
嗍奶	
師範	A
師範大學	Nc
司法	Na
抒發	VC
師法	VC
書法	Na
司法院	Nc
書法家	Na
司法界	Nc
司法官	Na
司法權	Na
司法部	Nc
私貨	Na
輸血	VB
私服	Na
舒服	VH
書方紙	
速速叫	
欶欶甜	Dh
師父	Na
荽	
蓑	Na;b
sui2	VH
sui2查某	Na
水牛	Na
水牛犅	Na
sui2樣	VH
水雞	Na
水雞草	
水雞飯	Na
水雞泅	Na
sui2氣	VH
sui2步	
sui2體	VH
水tou2	Na
垂	b
隋	Nd
隨	Dd;P4;P5
隨母嫁	Na
隨在	VK;VL;VH
隨在我	
隨在人	VE
隨在你	
垂青	VA
隨星	Na
隨車	Dh
隨手	Dh;VH
隨一個	
隨一項	Dh
隨個	Dd
垂危	VH
隨行	VA
隨後	Dd
隨香	VA
隨和	VH
隨風	
隨意	Dh;VH
垂楊柳	Na
隨嫁kan2	Na
隨機	Dh
垂枝柳	Na
隨人	VA;Nh;Na
隨人食	VA
隨人意	VH
垂柳	Na
隨員	Na
隨便	VH
隨時	Dd
垂絲柳	Na
隨身聽	Na
隨煞	Dd
隨隨	Dd
垂詢	VE
隨大流	
隨地	Dg
垂直	VI
隨同	P6
隨隊	Dh
祟	b
穗	Na;b
瑞安	Nc
睡眠	Na
穗鬚	Na
瑞香	
瑞芳	Nc
瑞芳楠	
瑞蘭	
瑞西	Nc
穗鬚	Na
瑞士	Nc
瑞穗	Nc
瑞典	Nc
隧道	Na
師爺	
輸贏	VA;Na
需要	Na;VK
需要量	Na
雖罔	Cb
雖然	Cb
雖講	Cb
師院	Nc
書院	Nc
私慾	Na
需用	VC
簑衫	Na
私有	A
私有地	Na
輸油管	Na
私人	Nh
輸入	VR
私家	A
輸家	Na
私合	VJ;VH
輸kah真慘	VJ
私交	Na
私腳	
私腳下	Dh
私勘	
書刊	Na
私空仔	Na
私腳話	Na
輸去	VR
私腳錢	Na
私傢話	Na
思考	VE
書庫	Nc
司機	Na
書記	Na
書記官	Na
輸kiau2	VR
書局	Nc
需求	Na
需求量	Na
書館	Na
思古	VH
斯拉夫	Nb
私人	Nh
司令	Na
司令官	Na
司令部	Na
司令台	Na
斯里蘭卡	Nc
私利	Na
思念	VJ
思量	VE
輸了了	
私立	A
私囊	Na
私路	Na
思路	Na
書類	
司馬	Na;Nb;ur
師妹	Na
孫	Na;Nb
榫	Na;b
筍仔	Na
榫目	Na
損目睭	
榫卯	
筍菜	Na
損眼	
筍\|竹匣	
損害	VC
榫孔	Na
榫空	Na
筍干	
筍龜	
損身	
損傷	VJ
損失	VJ
榫頭	Na
損胃	
舜	Nb
遜昨日	Nd
遜昨日	Nd
瞬間	Dd
旬	Nf
巡	VC
純	VH
循	VC;P2;VH
馴	VC;b
醇	b
巡墓	VA
巡撫	Na
詢問	VE
巡查	Na;VC
純種	A
純正	VH
純淨	VH
巡察	VC
純粹	VH
純正	VH
純真	VH
巡緝	VC
殉職	VH
純益	Na
純益率	Na
純銀	
純化	VH
循環	VA
巡灰	
巡迴	VA
巡迴車	Na
巡防	VA
巡防艦	Na
循紅簿	
巡洋	
純然	VH
純然的	
殉教	VH
循環	VA
純潔	VH
純金	Na
巡官	Na
巡禮	VA
循字	VA
純良	VH
巡邏	VA
巡暝	VA
純樸	VH
淳樸	VH
純熟	VH
巡視	VC
巡山	
循序	Dh
純純	RD
醇醇	VH
純度	Na
順	P2;VJ;VH
順目	VH
順情	VH
順差	Na
順手	VH
順手牽羊	VA
順嘴	VH
順從	VJ
順水	VA;Na;Dh
順水推舟	VA
順存年	Nd
順應	VJ
順眼	VH
順月	P2;VJ;VH
順服	VJ
順風	VH
順風耳	Nb
順風勢	Dh
順意	VH
順延	VB
順機	Dh
順其自然	VI
順行	
順機會	Dd;Dh
殉難	VH
順流	VA;Na
順理成章	VH
順利	VH
順良	VH
順流	VH
順溜	VH
順流	VH
順路	Dg;VH
順耳	VH
順勢	Dh;VH
順序	Na
順序生	
順soa3	VC;Dh
順紲	VC;Dh
順紲手	VH
順序	Na;VH
順事	VH
順遂	VH
順順	VH
順帶	
順趁	VC
順帶	Dh
順位	Na
孫仔	Na;Nb
孫仔	Na;Nb
思量	VE
孫女	Na
孫悟空	Nb
孫悟空	Nb
孫婿	Na;Nb
孫新婦	Na
孫嫂	Na
孫中山	Nb
書畫	Na
書畫家	Na
書房	Nc
書包	Na
私偏	VI;VJ
書報	Na
su-pu2-lin2-guh	Na
書本	Na
輸送	VC
輸送帶	Na
師生	Na
書生	Na
私生子	Na
私生活	Na
輸勢	Na;VH
書寫	VC
輸成	b;VH
私設	
私心	Na;VH
書信	Na
私塾仔	
書商	Na
思想	Na
思索	VE
舒爽	VH
私事	Na
師事	VC
輸輸去	
恤	b
食	VA
屑	
率	VF
摔	VC
瞬	b
術	b
術仔	
術語	Na
術科	Na
述說	VE
術士	Na
使土地	VA
摔仔	Na
輸搭搭	
師大	Nc
摔後炮	VA;VC;VB
摔目	VA;VB
摔目尾	VA;VE
摔目箭	VA
瞬者	Dd
瞬一目	Na
私底下	Dh
輸忝忝	
舒暢	VH
私通	VC
私吞	VC
須知	Na;VK
書展	Na
私訂	
輸電	VA
思潮	Na
輸陣	VH
司長	Na
師長	Na
輸場	Na
摔角	VA;Na
摔柝戛	
恤金	Na
率領	VF
率領	VF
su-to2-pu3	VH
斯當時	Nd
恤貧	VH
率先	Dd
屑屑仔	
率直	VH
思維	Na
ta	VH
凋	b
碉	b
他項	Nf
佗落	Db;Nc
罩	VC;VH
罩密	VH
罩濛	
罩霧	
罩落來	
罩衫	
罩塊蹉	VA
搽	VC
大家官	Na
奈何	Db;VB
礁仔	Na
凋尾	VH
凋井	Na
凋柴	Na
ta草	Na
凋草	Na
凋樹	Na
礁石	Na
凋水	VH
凋呃	
搭	Db;Nc;Na;VC
嗒	
踏	Na;VC;VJ
踏an5	
踏查	VC
踏在	
踏差	Dh
踏草青	VA
踏青	VA
踏七踏八	
踏趨	Dh
踏出	VR
踏上	VR
踏岑	Na
踏雄	VA
踏入	VC
踏腳到	VA
踏腳蹺	VA
踏腳步	
踏蹺	VA;Na
踏鋼索	
踏滑	
踏溜去	
踏硬	VK;VC
踏話頭	
踏板	Na
踏枋	Na
踏嘌	
踏破	
踏破磚	
踏扁去	
踏步	VA
踏死	
踏成	
踏實	VH
踏索	
踏斗	Na
踏窞	Dh;VH
踏脫	Dh
答滴	Na
踏顛	Dh
踏擋仔	VA
踏碓	
搭峇	VH
搭密	VH
搭肉刺	
搭肉綾	Na
搭載	VC
搭秤頭	
搭手	VA
搭春聯	
搭戰棚	VA
搭戲棚	
搭酒	VA
貼紙	Na
搭紙	Na
答應	VE
搭胸	VA;VC
搭胸坎	VA
搭hiahN	VJ;VH
搭嚇	VK;VC;VH
搭岸	VH
搭伙食	
搭營	
凋耳	
凋葉	Na
搭油	VA
搭郵票	
搭鉤	Na
搭架	
搭客	Na
貼起去	VR
搭起來	VR
搭機	VA
搭建	VC
搭金	VA
搭近	VC
搭救	VC
搭告示	
搭久仔	Nd
褡褳袋	
搭粒	VC;VH
搭寮仔	
搭擂台	
搭倚	VC
搭話	VA
搭棚	VA
搭配	VC
搭壁	
搭壁紙	
搭壁蓮	
搭壁黃	
搭布蓬	
搭布篷	
搭魦	Na
搭心	VH
搭心仔	Nh;Na
搭沙魚	Na
搭搭	Db;Da;VH
嗒嗒嘀	Na
嗒嗒嘀	Na
貼底	VH
搭底	Db;VH
搭頭	
搭桌仔	VA
搭渡	
佗位	Nc
獃	VH
歹	b
滓	Na;b
歹味	
滓甜	
帶	VK;VC;Nf
帶暗貴	
帶症	Dh
帶症頭	VH
帶疾	Na
帶疑	VK;VH
帶野馬	VH
帶有	V_
帶憂容	VH
貸入	VR
貸款	VD;Na
帶孤鸞	
帶念	VK;VJ
帶路	VA
帶領	VF
帶病	Dh;VH
帶身命	
帶傷	VH
帶衰	VC;Nf;VJ
帶衰人	
帶衰旺	
帶衰siau5	
帶帶著	VJ
帶帶著	VJ
帶著	VR;VJ
帶著	VC;Nf;VJ
帶動	VC
tai5	VC
台	Nc;Nf
苔	b
埋	VC
埋案底	
檯面	Nc
台文	
台前	Nc
台前	
台照	
台語	
台語羅馬字	
台銀	Nc
台下	Nc
台駕	Na
台鑒	VA
台啟	
台南	Nc
台南市	Nc
台南縣	Nc
台聯黨	
tai5落去	VR
台灣	Nc
台灣榕	
台灣樹	
台灣語	
台灣銀行	Nc
台灣猴	
台灣共和國	
台灣國	
台灣人	Na
台灣羅馬字	
台灣話	
台灣話文	
台灣杉	
台灣省	Nc
台灣大學	Nc
台灣電力公司	Nc
台灣獨立	
台北	Nc
台北市	Nc
台北縣	Nc
台幣	Na
台西	Nc
台式	A
台省	Nc
台視	Nc
台上	Nc
台商	Na
台詞	Na
台大	Nc
台大醫院	Nc
台東	Nc
台燈	
台糖公司	Nc
台電	Nc
台中	Nc
台中市	Nc
台中縣	Nc
台端	Nh
台獨	Na
代	VF;Nf;P3
待	P1;VC
舵	Na
tai7仔	Na
大安溪	Nc
怠慢	VJ
代買	
代碼	Na
代名詞	Na
大某	Na
大才	VH
大餐	
貸出	VR
大志	Na
代誌	Na
大戰	Na;VC
大捷	Na
貸借	VD
大將	Na
大眾	Nh
大專	Nc
大專院校	Na
代罪羔羊	Na
大作	Na;VC;VH
大自然	Nc
代議士	
大言	
代言	VA
代言人	Na
大言不慚	VB
大業	Na
大廈	Na
大學	Nc;Na
大學生	Na
大寒	Nd
大韓民國	Nc
大旱	
逮獲	VC
大惑不解	VH
代行	
大興土木	VA
代號	Na
