台語漢字	pos_h
出穗	
出巡	VA
出台	VA
出代誌	VA;VH
出題	VA
出丁	VA
出庭	VA
出頭	VA;Ne;Na;VH
齣頭	Na
出頭天	VA;Ne;VH
出天	VH;Df
出挑	VC;VH
出脫	Ne;Na;VC;VH
出土	VH
出ti7	VJ
出陣	VA
出挓	VH
出擢	Na;VC;VH
出脹	VA
出張	VA
出場	VA
出道	VH
出大力	VH
出動	VA
出運	VC;Nd;VJ
chi	Na
chi2	VC;Nf
子	Na
止	VF;St;VH
只	Da;Nf
旨	b
姊	Na
指	VC;VG;Nf
籽	Na
煮	VC
紫	A
酯	Na
子仔	
指壓	VB
姊妹	Na
姊妹市	Na
只欲	Cb;VJ
只欲是	Cb
指明	VR
紫薇	Na;Nb
紫微星	
指模	Na
指紋	Na
指責	VC
指正	VC
指證	VE
煮菜	VA
紫菜	Na
指稱	VE
止嘴凋	VH
止嘴乾	VH
指出	VE
煮食	Na;VC
指尖	Nc
指針	Na
止水	Na
紫錦草	
紫外線	Na
姊兄	Na
指向	VC
只好	Db
祇好	Cb
指號	Na
止血	VH
脂肪	Na
姊夫	Na
指揮	Na;VC
指揮家	Na
指揮官	Na
指揮部	Nc
指痕	Na
紫雲	Na
旨意	Na
止iau	VB
只要	Cb;VJ
祇要	Da
指引	VD
紫陽花	
祇有	Da;Cb;VJ
指教	VA
紫荊	Na
止境	Na
枳殼	
止渴	VH
止渴	VH
指控	VF
止飢	VB
只見	VE
只管	VE
指講	VE
煮滾	VR
指南	Na
指令	Na
紫羅蘭	Na
指名	Dh
姊妹	Na
止尼薯	
紫烏頭	
指標	Na
指標	Na
煮飯	VA
煮飯仔	Na
煮飯花	
紫貝	
紫杉	
紫色	Na
只是	Db;Da;Cb
指示	VE
紫綬帶	
紫痧	
紫蘇	b
指數	Na
指使	VF
只得	Db
指摘	VC
紫竹	
指定	VE
止痛	VB
止痛藥	Na
指天椒	
指點	VE
止tiau5	VR
指陳	VE
紫藤	
只得	Db
指導	VC
指導員	Na
紫檀	
只有	
指為	VR
至	P6;Df
志	
志在	VL
至濟	Da
志趣	Na
至少	Db;Da
至尊	Na;VH
志業	Na
志願	Na;VL
志向	Na
至於	P4
至極	Df
志氣	Na
至高	VH
至腹個	
至誠	VH
志成	Nc
至善	Na
至上	VH
志士	Na
至德	Na
懫治	VC
至多	Da
至大	VH
薯鰻	
薯榔	
薯榔藤	
薯斗	
薯豆	
舐	VC
巳時	
遮	Nc;VC
姐	b
者	b
姊母	Nb
chia3	b
蔗	b
藉手	Na;VC
藉言	Na;VE;on
蔗園	Na
藉口	Na;VE;on
藉機	Dh
鷓鴣	Na
藉故	Dh
鷓鴣菜	
蔗龜	
藉話	Na
蔗粕	Na
蔗	Nc
藉詞	Na;VE;on
蔗糖	Na
藉著	P3
孰	Nh
誰	Nh
遮	Nc;VC
遮的	
遮個	Ne
chia--e5	
chiah	Df
才	Db;Dd;Da;Cb;Nf
即	b
脊	b
隻	Ne;Na;Nf;Ng
食	VC
食紅	
食目	VH
食目睭	
食卯名	
食boe7合	
食be7慣	
食be7消	
食米	VA
食唯是	
食蜜甕	
食母本	
食無清	
食無停	
食無著	
食齋	Na
食積	Na
食菜	VA;Na
食菜教	
吃草	VA
食鮮	
食穿	
食穿用	VC
食穿khia7起	
食生腳	VA
食市	b
食深水	VA
食秤頭	
食臊	
食醋	VH
食粗飽	
食志	VF;VH
食食	Na
食錢	VA;VI;VC;VH
食錢官	Na
食酒	VA
食酒醉	VA
食漿	
食罪	VA;VH
食水	VH
食會合	
食會消	
食閒米	
食閒飯	
食額	VA
食月	
食戇仔	
食哄頭	VA;VH
食興	Na
食會	VA
食福	Na
食風	Dh
食熏	VA
食薰	VA
食藥	VA
食藥仔	VA
食油	VB
食餌	VH
食認	VA;VE
食日	VH
食膠	VH
食家己	VH
食工	VH
食到	
食教	VA;VH
食夠夠	
食價	VA
食雞腿	
食客	Na
吃起來	VR
食氣	VA;VF;VI;VH
食khia7	Na
食苦	VH
食虧	VH
食氣	Dh;VH
食睏	
食驚	
食金水	VB
食根	Na
食羹	VH
食緊粿	VH
食緊粿	VH
食官司	VH
食過過	
食零星	
食人生	VA
食人戇	
食力	VH
食老本	
食奶名	Na
食量	Na
食落	VR
食祿	Na
食路	Na
食名	VC
食名聲	
食命	
食物	Na
食糜坩中	
食毛	VH
食硬癖	
食硬片	
食硬鼻	
食糧	Na
吃完	VR
食話	VA
食飽	VR
食飽穿燒	Na
食芳	
食蜂鷹	
食癖	VK;VH
食膨龜	VB
食膨餅	VA;VB
食便屎	VH
食筆尾	
食飯	VA
食飯會	Na
食飯廳	Nc
食飯桌	Na
食博thit	
食補	
食肥	VH
食本	
食色	VA;VB
食死	
食死米	
食死錢	
食死飯	
食死死	
食勢	Dh
食四秀	Na
食聲	VA
食相	
食食	Na
食傷飽	
食躁粕粿	VH
食山	
食衰	VH
食宋盼	
食倯	VA
食傖	VA
食素	VA
食啖糝	
食擔	VC
食重貨	VH
食重鹹	
食晝	
食豆腐	
食茶	VA
食題	VH
食頭路	VA
食偷人	
食天良	
食天路	VC
食定	
食椆leh	VH
食釣	VH
吃著	VR
食著羹	VH
食著羹	
食著甜	
食中晝	
食長菜	
食帶	Na
食大草	
食大公	
食桌	VA;Na
食飫	
才be7	Cb
才才	Dd
chiah-e5	Ne
即個	
才會使	Na
才閣講	Dk
chiah久仔	
才來	VB
雀盲	Na
即呢	Da;Nf;Df
即呢仔大	A
即呢	Da;Nf;Df
借詞	Na
遮遮	VC
占	VA;VC
尖	VH
針	Na;VC
詹	Nb
瞻	b
佔	VC;VJ
佔尾名	
佔風頭	VI
佔贏	VI
佔用	VC
佔有	VC
佔去	VR
佔權	VH
僭權	VA;VC
佔開	VR
僭開	VA
佔據	VC
佔領	VC
佔領	VC
佔領區	Nc
僭話	
佔上風	VI
占煞	
僭煞	VA
佔代先	
佔地	VJ
佔頭前	
佔頭坎	
佔頭名	
佔柱	VA
佔著	VR
佔大	VH
僭大	
佔大頭	
佔位	
僭位	
佔穩	
潛在	A
潛水	VA
潛水艦	Na
潛水艇	Na
潛伏	VA
潛移默化	VJ
潛力	Na
潛能	Na
潛遁	
暫	Dd
漸增	VH
暫且	Dd
漸漸	Dd
漸進	VA
暫行	Dd
漸入佳境	VH
暫權	
漸近	VH
暫緩	VF
暫時	Dd
暫時性	Na
暫代	
暫定	VE
暫停	VF;VH
暫toa3	VC
暫度	
尖仔	
占仔米	
尖仔米	Na
占仔粟	
占仔角仔	
尖尾	A
尖尾仔	
尖尾風	
尖尾鳳	
尖尾刀	Na
針指	Na
占找	VB
尖鼠	
針刺	
針車	Na
尖嘴	
尖嘴仔	
尖嘴椒	Na
尖嘴個	Na
尖嘴薄舌	
尖嘴un	Na
針指	Na
針黹	Na
尖尖	
尖chiN7	VH
尖淨	VH
尖石	Nc;Na
尖石	Nc;Na
針織	A
尖鑽	VC
針鑽	VC;VH
瞻仰	VC
針葉樹	Na
尖峰	A
針鋒相對	VH
針藥	VC;VB
尖幼幼	
尖銳	VH
尖角	Na
針腳	
針腳幼	
針孔	Na
針空	Na
尖刻	
尖起來	
尖叫	Na;VE
針灸	Na;VB
針灸	Na;VB
尖利	VH
尖斂	VA
針包	
尖兵	Na
針鼻	Na
尖山	Nc
針線	Na
針線kam2	
尖梭魚	
尖擔	Na
針筒	Na
尖頭	A
針頭	Na
尖頭仔	
尖刀	Na
尖端	A
針對	P3;VJ
正	Dd;Ne;VH
煎	VC
精	VH
chian2	VC
chiaN2	VH
汫	VH
剪	VC
剪仔	Na
蟫仔	Na
剪眉	Na
剪綵	VA
汫菜	
剪裁	VC
chiaN2嘴	
剪接	VC
剪輯	VC
剪紙	VA
蟫蠽	Na
chiaN2水	Na
汫水	Na
餞行	VB
剪魚	Na
蟫魚	Na
剪絨	Na
剪絨仔花	Na
剪絨花	
剪儌	
剪紐仔	Na
剪liu2仔蟲	Na
剪鑼	b
剪落來	VR
汫皮浡	VH
剪票	
汫潘潘	VH
剪報	VA;Na
chiaN2色	Na
汫色	Na
剪蟲	Na
蟫蟲	Na
剪頭	VB
汫甜	
正	Dd;Ne;Nc;Ng;VH
戰	Na
正紅	Na
戰後	Nd
正面	Na
正母	Na
正文	Na
戰績	Na
戰爭	Na
戰前	Nd
正榕	Na
戰車	Na
正親像	P5
正衝	
正手	Na
正手頂面	Nc
正手爿	
正手旁	Nc;Na
正鯧	Na
正紫檀	
正正	Da
正正是	VK
戰將	Na
正宗	Na
正珠	Na
戰船	
正銀	
正耳	
戰壕	Na
正號	Na
正花	
戰火	Na
正貨	
戰況	Na
戰風湧	
正方形	Na
戰俘	Na
戰雲密佈	VH
戰役	Na
正音	Na
戰友	Na
正字	Na
薦任	Na
戰甲	Na
戰甲蟲	Na
正港	Na;VH
正港貨	
正腳	Na
正楷	
正齒	Na
戰盔	
戰區	Nc
正枝	Na
戰機	Na
正忌	
正金	Na
戰局	Na
戰果	Na
戰鼓	Na
戰艦	Na
正leh	Dd
戰力	Na
戰略	Na
戰亂	Na
正路	Na;VH
正脈	A
正名	Na
正門	Nc
正毛pat8仔	
正彎	
正斡	
正牌	VH
正板	Db;Na;A;VH
正扮	A
正範	VH
戰袍	Na
正父	Na
戰棚	Na
正反	Na
正爿	Nc;Na
正旁	Nc
正拋	
戰備	A
正筆	Na
正盤	A
正本	Na
正本清源	VA
戰死	VR
戰時	Nd
正是	V_
正寫	Na
正身	Na
戰神	Na
戰線	Na
戰史	Na
戰士	Na
戰事	Na
戰術	Na
正值	Na
正痘	Na
戰地	Nc
正地土	Na;VH
正頭烏	Na
正體	
正祧	
正佇le	P1;VH
正ti7--leh	P1;VH
正殿	Nc
正著時	
正中	
正中央	
正中晝	Nd
正直	VH
戰場	Na
正轉	
正頓	
正倒手	VC;Ng
正倒腳	VC;Ng
正道	Na
正大	Nd
戰鬥	VA
戰鬥機	Na
戰鬥力	Na
戰鬥員	
正途	Na
成	Dd;Ne;VC;VG;Da;Nf;VJ;VH
情	Na
誠	Da;VH;Df
成萬	
誠無	Df
成才出腳	VH
誠濟	Ne;VH
成千	
誠衝	VH
成千上萬	Da
前瞻	VC
前進	VC
成做	VG
前言	Na
成形	VH
誠好	Dh;VH
前方	Nc
前鋒	Na
成樣	VH
前景	Na
成腳數	VH
前科	Na
成款	VH
成囝	Na;VH
成腳數	VH
成個月	Nd
前功盡棄	VA
誠久	Dd
前來	VC
成人	VH
前例	Na
成粒子	
成料	VH
成命	Na
成物	VH
成年	Na
誠爛	VH
前衛	VH
前往	VC
成百	
前輩	Na
前身	Na
正實	
成實	VH
誠實	Db;Na;Df;VH
誠實的	
誠實是	
前線	Nc
前所未見	VH
前述	Na
前提	Na
成體	
前提	Na
前兆	Na
前陣	Na
前途	Na
成堆	VH
chian7	VC
chiaN7	Dj
chian7	
賤	VH
賤水	VA
賤囡仔	
賤骨	Na
賤骨相	Na;VH
餞別	VB
賤蟲	
精肉	Na
將	Dd;P0
獎	Na
掌握	VC
長志	Na;VH
掌權	VA
掌管	VC
掌權	VA
掌心雷	Na
掌頭	VA;Na
掌中戲	Na
掌中班	
將	Dd;P0
將才	VH
將仔就	VH
將就	VH
將近	Ne
將軍	Na
將來	Nd
漳螺	Na
正月	Nd
正月初一	Nd
正月半	Nd
將不然	Cb
煎熬	VC
煎盤	b
煎匙	
正實	VH
汁	Na
接	VC
chiap8	Dd;b
捷	b
習	VH
捷捷	Dd
習習	Dd
捷捷出	VH
捷足先登	VA
捷克	Nc
捷看	VE;VH
捷甪甪	VH
接後岫	Na
接走	VC
接濟	VC
接踵而來	VH
接種	VC
接觸	VC
接觸著	VR
接嘴	VR;Na
接掌	VC
接助	
接個手	
接個腳	Na
接應	VC
接銜	VA;VB
接洽	VC
接獲	VC
接肉肉	Na
接洽	VC;VE
接風	VB
接一	A
接任	VG
接腳	VA
捷腳捷手	Na
接腳個	Na
接腳來	VH
接客	VA
接起來	VR
接氣	VC
接枝	VA
接見	VC
接近	Ne;VC;VH
接管	VC
接骨	VA
接骨草	Na
接骨丹	
接骨筒	Na
接納	VC;VJ
接流	VC
汁流汁滴	VH
接力	Dh
接肋肉	Na
接二連三	Dh
接落來	VR;Dd
接辦	VC
接棒	VB
接班人	Na
接縫	Na
接送	VC
接生	VB
接續	VF;Dh
接收	VC
接受	VC
接soa3	VR;Dd;VJ
接紲	Dd;A
接線	VA;VB
接線生	
接榫	
接地	VH
接待	VC
接頭	VA
接替	VC
接通	VR
接著	VR
接運	VC
chiat	VH
折	VC;Nf;Nb
節	Nf
截	VC
捷才	
截止	VH
截獲	VC
截然	Df
截然不同	VH
截稿	VH
捷報	Na
捷運	Na
折仔戲	
癤味	Na
折磨	VC
節目	Na
節奏	Na
節制	VJ
節操	Na
節節敗退	VA
折錢	VJ
節準	VJ
節坊	Na
折返	VC
折福	
節婦	Na
節約	VJ
節育	VA
節日	Na
浙江	Nc
浙江	Nc
浙江省	Na
折扣	Na
節慶	Na
節儉	VH
折舊	VH
節禮	Na
節令	Na
節流	VA
折磨	VC
折半	VB
節省	VH
折成	VR
折聲	Na
節稅	VA
折頭	Na
折衷	A
折對半	VB
招	VC;Nf
鳥	Na
照	P4;VC
鳥仔	Na
鳥仔莧	
鳥仔花	
鳥仔腳	
鳥仔囝	Na
鳥仔蔓	
鳥仔膽	Na;VH
鳥母	Nb
鳥囮	
鳥媒	
鳥銃	Na
鳥松	Nc
鳥松	Nc
鳥榕	
鳥隻	Na
鳥精	VH
鳥精	VH
鳥樟	
鳥牙	VH
鳥角	
鳥公	
鳥弓	Na
鳥弓仔	Na
鳥腱花	
鳥kui	Na
鳥梨	
鳥楠	
鳥檻仔	Na
鳥籠	Na
鳥類	Na
鳥毛	Na
鳥擗仔	Na
鳥屎面	
鳥屎榕	
鳥岫	
鳥鯊	
鳥踏刺	Na
鳥黐	
鳥豚仔	
照	P4;VC
照按呢	Dh
照明	VA
照情理	Dh
照子午	
照準繩	
照應	VC
照額	Dh;b
照原	Dd;Dh;VH
照原用	
照會	VE
照約行	
照用	
照樣	Dh
照夾	VC
照佮	VC
照坎站	Dh
照紀綱	Dh
照款	Dh
照開	VC
照期	
照管	VC
照講	Dk
照顧	VC;VJ
鷓鴣花	Na
照舊	Dd
照舊款	Dd
照規矩	
照例	Dh
照理	Dh
照理講	Dk
照理路	Dh
照料	VC
照累	
照壘	VC
照輪	VL
照擺	Na;Dh
照排	Na;Dh
照辦	VB
照屏	
照步來	Dh
照分	
照本宣科	VA
照時	Dd
照常	VH
照像	VB
照實講	
照soa3	Dh
照順序	Dh
照頭	Dh
照頭來	
照攤	VC
照直講	VE
chiau5	Ne;Da;Df;VH
剿	b
齊	VR;Df;VH
僬	VH
chiau5齊	VH
齊齊	VH
齊齊	
chiau5-chiau5齊	VH
齊少仔	Ne
chiau5全	A;VH;Df
齊全	A;VH;Df
樵子	Na
憔悴	VH
樵夫	Na
齊到	VH
齊備	VH
齊透	VH
僬著	VH
chiau5勻	
齊勻	Dd;VH
僬勻	VH
之後	Ng
招財王	Na
焦慒	VH
礁岩	Na
寂	b
嚼	VC
嚼嚼吼	b
哳哳叫	VA
昭和	Nd
昭和草	
焦煩	VH
招搖	VA
招認	VE
招架	VJ
沼氣	Na
招攬	VC
鷦鷯	
鷦鶹	Na
招牌	Na
招牌菜	
招生	VA
昭示	VE
焦心	VH
焦躁	VH
招數	Na
招待	VC
招致	VL
焦點	Na
芝屄	Na
芝屄水	
芝屄蘡	Na
芝屄毛	Na
芝屄蒂	Na
之前	Nd;Ng
支持	VC
芝草	Na
之初	Ng
支出	Na;VC
吱吱霆	Dh;VH
之鑽	VC
之外	Ng
chih	VC
折	VC;Nf;Nb
摺	VC;Nf
舌	Na;b
折	VC;Nf;Nb;VH
舌仔	Na
折站	VC
折節	VC
舌疽	Na
舌癌	Na
折揚	VC
舌疳	Na
折人	VC
舌苔	Na
之下	Ng
折尪仔	
折拗	
接載	VC
接財神	VA
折站	VC
折節	VC
接接	VA;VC;VB
接接接接	VC
摺紙	VA
褶紙	
接雨	
褶痕	
接哥姆	
接力	VH
支會	Na
脂肪	Na
摺屏	Na
接送	VC
接重	VH
支付	VD
之於	VJ
支用	VC
芝加哥	Nc
芝加哥大學	Nc
之間	Ng
之交	Ng
支局	Nc
之龜力	Na
之龜溜	
之內	Ng
支厘	VA;VK;VH
支釐	VA;VH
支流	Na
之類	Tb
唚	VA;A;VC;VH
枕	b
嬸	Na
枕木	Na
枕骨	Na
嬸媽	Na
嬸婆	Na
枕頭	Na
枕頭草	
枕頭蓆	
枕頭腳	
枕頭鬼	
枕頭囊	
枕頭袋	
枕頭套	
浸	VC;VB;Nf
梫木	
浸水雨	Na
浸水蚵	
浸柿仔	
浸禮	VH
浸死	VH
浸透	VR
蟳	Na
蟳仔	Na
蟳仔仁	Na
蟳菜	
蟳灰	
蟳膏	Na
蟳管	Na;b
蟳管菜	
蟳管腳	Na;b
蟳管挾	Na
chim嘴	VA
唚嘴	VA
斟酌	VK;VC;VE;VH
芝麻	Na
chin	
chiN	VC;b;VH
升	VC;VG
津	b
真	Na;VK;Da;VH;Df
掙	VH
榛	b
甄	Nb
精	VH
臻	VJ
chiN2	b;VH
疹	b
診	b
chiN2仔	Na
chiN2仔囝	
賑災	VA
診察	VC
診察室	
chiN2鳥	
chiN2鳥仔	Na
振作	VH
振興	VC
chiN2葉	Na
振奮	VH
chiN2囝	Na
拯救	VC
chiN2薑	
診療	VC
診所	Nc
振動	VA
診治	VC
診斷	VC
診斷書	Na
振動	VA
chiN3	VR;VC
晉	re;Nd;Nb
進	VC;VH
箭	Na
糋	
chiN3鴨	b
chiN3鴨仔	b
箭肉	Na
震災	
箭在弦上	VH
進前	Dd;VA;VC;VB;Nd;Ng
進餐	VA
進取	VH
進出口	Na
進佔	VC
搢進前	
進一步	Dh
糋棗	
進贅	VA;Na;VB
進駐	VC
進駐	VC
進水	VH
搢水	
震源	Na
震撼	VJ
進行	VC
進香	VA
進香團	Na
進化	VH
進發	VA
進貨	VA
震幅	Na
搢風	Dh
震央	Na
晉用	VC
進用	VC
煎油	
糋油	VC
進入	VC
搢入	VR
進港	VA
進口	VC
進口商	Na
晉見	VC
晉級	VJ
進槨	VB
進攻	VC
進貢	VA
進軍	VC
搢流	VA;Na
箭翎	
進而	Cb
進料	VA
chiN3訥	VA
箭靶	
進逼	VC
震波	Na
進步	VH
進步黨	Nb
晉升	VG
晉身	VA
進食	VA
進修	VC
糋羨	Na
進士	Na
進德	VA
箭竹	
箭頭	Na
進頭香	VH
搢頭標	
搢頭陣	VA
進退	VA
震天	VH
進展	VC
進中	VC;VH
震動	VA
震盪	VA
進度	Na
進度表	Na
chin5	VA;VC;b
秦	re;Nd;Nb
晴	VA
錢	Na;Nf;Nb
檐	b
繩	VC
錢薄去	VH
錢仔囝	Na
瞋目	VA
繩目	
繩墨	Na
錢母	
錢無價	
錢尾	Na
錢財	Na
錢走縒	
錢鼠	Na
繩之以法	VB
錢莊	Nc
錢水	Na
錢水冗	
錢水活	
錢額	Na
錢銀	Na
錢項	Na
秦皇島	Nc
錢圓	Na
錢孔	Na
錢空	Na
錢根	Na
錢貫草	
錢關	
錢管	Na
錢管仔	Na
錢鼓	Na
錢鬼	Na
錢櫃	Na
錢櫃仔店	Nc
錢奴才	Na
錢鰻	
錢貓	Na
錢糧	Na
錢包	Na
錢包仔	Na
錢幣	Na
錢伯仔	Na
錢歹趁	
錢票	Na
秦始皇	Nb
秦始王	Nb
錢聲	Na
錢上好	S
繩線	Na
錢筒	Na
錢袋	Na
舐	VC
晴	VA
盡	VJ
靜	VH
盡母力	
盡尾	Nc;Na
盡責	VA
盡情	Da;VH
盡職	VA
盡興	VH
盡角	Nc;VH
盡到	VJ
盡可能	Dh
盡快	Dd
盡緊	Dd
儘管	Da;Cb
盡力	VL
盡力	VA;Dh;VL;VH
盡量	Da
盡門	Na
盡腹傾	VB
盡腹拚	VB
盡腹倒	VC
盡帆	VH
盡帆拚	
盡磅	Db;Nc;Na;Dh
盡磅尾	
盡磅力	Na
盡磅大	VH
盡步	Na
盡善盡美	VH
盡失	VH
盡速	
盡忠	VA
盡有	
氈仔	Na
櫼仔	Na
真面目	Na
真無	Df
真無救	VH
真知	VK
真濟	Ne;Da;VH
真情	Na
chiN鼠	
甄試	VA
真千	Dd
榛樹	
真正	Db;A
真真正	Db
真少	Dd;Ne;Da;VH
真珠	Na
真珠末	
真珠草	
真珠粉	
真珠客	
真珠螺	
真gau5	
真偽	Na
真好	Dh;VH
真犯	Na
真貨	
真風藤	
真意	Na;VH
支領	VC
掙藥	
掙油	VB
真人	Na
櫼入	VR
真假	Na
真景	
真確	VH
真空	A
生驚	VK
真驚	VK
真久	Dd
真利	VH
擠人	VA
真理	Na
真懾	VK;VH
真活動	VH
真包	
真步	Na
真成	VG
真時行	VK
升聲	Na
真聲	
真善美	Na
真像	VG;VJ
真像	VG;VJ
真心	Na;VH
甄審	VC
真相	Na
真相大白	VH
真實	VH
真實性	Na
真想欲	VK
甄選	VC
真書	Na
真sui2	
擠豆奶	VA
真諦	Na
真除	VG
真張	Db;Na;VH
真tu2真	Db;A;VH
招	VA;VF;VC;VB;Nf
椒	b
蕉	b
少	Dd;Da;VJ;VH
少少	
少少仔	Ne
少歲	VH
少缺	
少缺	VH
少量	A
少滿缺	VH
少本	Na
少數	Ne;Da
少頭嘴	
照	P4;VC
醮	b
照電光	
照牆	
照海燈	Na
照日	
照日	VA
照亮	VR
照屏	
照射	VH
照像	VB
照像機	Na
照殿紅	
支援	VC
招翁	VA;VB
招買	VC
招賣	VC
招募	VC
招租	VH
借	VD
石	Na;Nf;Nb
石仔	Na
石尪	Na
石磨	Na
石牡丹	
石文	Na
石材	Na
石鏨	
石鐘乳	Na
石舂臼	Na
石青仔	
石刺仔	
石拭仔	Na
石菖蒲	
石脂	Na
石薯	
石庶	Na
石枕	
石鯽	
石珠	Na
石櫧	
石英	Na
石鸚哥	
石岑	Na
石研	
石岩	Na
石斛	
石莧	
石魚	Na
石化	A;VH
石灰	Na
石花	Na
石花菜	Na
石花草	Na
石灰石	Na
石灰魚	
石坊	
石黃	Na
石虎	Na
石佛	Na
石鹽	Na
石幼	
石油	Na
石油業	Na
石子	Na
石家莊	Nc
石角	
石降	Na
石蝀	
石狗公	
石狗卵	Na
石坎	Na
石khat仔	Na
石器	Na
石礦	Na
石基	Na
石磯	Na
石距	Na
石磯仔	
石崎	Na
石劍	
石鏡	Na
石膏	Na
石笱	Na
石棺	Na
石棺柴	Na
石決明	
石膏印	
石涸卵	Na
石鼓	Na
石龜	Na
石龜座	
石楠	
石奶	Na
石蛉	
石龍子	
石鯪魚	Na
石柃	
石柃舅	
石碾	
石蓮	
石柳	
石硫磺	Na
石瀨	
石鱸仔	
石攄仔	Na
石碖	
石崙	
石棉	Na
石門	Nc
石卵	Na
石卵仔	Na
石牌	Nc
石斑	Na
石板	Na
石枋	Na
石兵	
石鉼	Na
石	Na
石朴	
石碑	Na
石壁	Na
石壁草	
石壁蓮	
石賓	
石駁岸	
石埔	
石獅	Na
石屑	
石澀	
石松	
石埽	Na
石汕	Na
石蒜	
石筍	Na
石搭仔	
石重	
石塊	Na
石竹	
石竹仔	
石頭	Na
石頭仔	Na
石頭蛇	
石頭狗	Na
石柱	Na
石炭	Na
石碇	Nc
石雕	Na
石條	Na
石沈大海	VH
石礅	
石葦	
借嘴	VA
借出	VR
借錢	VD
借助	VC
借歇	VC;VB
焟火	VA
借用	VC
借字	Na
焟日	
借口	Na;VE;on
借khia7	VC
借徛	VC
借款	Na
借據	Na
借鏡	Na
借來	VR
借字	Na
借問	VE
借話	VA
招呼	VC;VB
招呼站	Na
借屍還魂	VA
焟燒	VA
借貸	VD
借地	VB
藉著	P3
借著	P3
借重	VC
借toa3	VC
借帶	VC
借單	Na
招惹	VC
足	Ne;Na;VG;Df
祝	VE
酌	b
囑	b
足choe7	Ne;VH
足眠	
矚目	VI
酌情	Dh
足赤金	Na;A
足深	Df
杓嘴	
足足	Da
足額	VH
足願	VH
招腳	
足下	Nh
招腳手	
招考	VC
足好	Dh;VH
祝賀	VC
足歲	
祝福	VC
囑咐	VE
足分金	Na
足意	VH
招囝婿	VA;VB
芍藥	Na
足金	Na;A
足球	Na
足久	
足烏金	Na
足歹	
足部	Nc
足色銀	
足成	Df;VH
足成金	Na
足心願	VH
祝壽	VB
祝詞	Na
爵士	Na
爵士樂	Na
足重	VH
囑託	VF
祝電	
祝禱	VB
招歸黨	
招來	VR
招人	
招人買	VC
招人客	
蕉農	Na
chiong	VH
終	Dd
章	Na;Nf;Nb
種	VC;Nf
獎	Na
獎章	Na
種種	
獎狀	Na
種族	Na
獎助	VC
獎學	
獎金	Na
獎券	Na
獎勵	VC
種類	Na
獎牌	Na
獎品	Na
獎杯	Na
獎盃	Na
獎賞	VD
獎懲	VC
將	Dd;P0
障	b
將才	Na
障礙	Na
障礙物	Na
眾議院	Nc
眾院	Nc
將領	Na
將令	Na
將門	Na
眾生	Na
眾所週知	VK
將士	Na
從	P1
從政	VA
從前	Nd
從嚴	VH
從業	VB
從優	VH
從簡	VH
從輕發落	VA
從寬	VH
從公	VA
從軍	VA
從善如流	VH
從屬	Na
從商	VA
從中	Dh
狀元	Na
狀元紅	
鍾愛	VJ
鍾情	VI
彰顯	VC
彰化	Nc
彰化市	Nc
彰化縣	Nc
彰化人	Na
章法	Na
終於	Dd
終日	Dd
鐘乳石	Na
終其尾	Db;Na;Dk
終結	VC;VH
終結者	Na
終究	Db
終歸	Dk
終歸尾	Dd
章牌	Na
終身	Na
螽蟴	
終點	Na
終端	Nc
終端機	Na
招倚	
招牌	Na
招兵買馬	VA
招標	VH
招婿	VA;VB
招生	VA
招生理	VA
蕉袋	Na
chip	VC
執	VC
緝	VC;b
chip8	VC
集	VC;Nf
集做夥	
集資	VA
集聚	VC
集合	VA
集貨	VA
集會	VA
集訓	VC
集權	Na
集倚	VA
集成	VR
集散站	Na
集散地	Nc
集體	Nh
集團	Na
集中	VC
執迷不悟	VH
執政	VA
執政黨	Na
執照	Na
唼一嘴	
執業	VA
執行	VC
執行長	Na
支票	Na
執法	VA
支配	VC
執意	VK
執一	Dh;VH
執教	VB
執訣	VK;VJ;VH
執古	
執古板	VJ;VH
緝鹿	VA
緝拿	VC
支部	Nc
執癖	VH
執筆	VA
緝捕	VC
執死訣	VA;VH
執死板	VJ
執導	VC
執委會	Nc
之時	Ng
之上	Ng
支線	Na
脊	b
得	Db;VC
這	Ne
質	Na
織	VC
職	b
疾	b
一眉仔	
一目仔	Na
一目nih	Na
一目瞬	Na
一面	Dd;Nf
一面倒	VH
一暫仔	Na
一欉香	
一齊	Dh
一醒	
一手	Nf;Dh
一寸仔	Df
一闖	
一撮	
一撮仔	
一簇仔	
一嘴氣	Na;Dh
一紙	
一周	
一迣	
一逝	
一炷香	
一陣	Na
一陣仔	Na
一陣風	
一下按呢	Dk
一下	Dd;Na;Dh
一下子	Na
一下仔	Dd
一下手	Dd
一月外	
一月捅	
一牛車	
一顯	
一夥	Nf;Dh
一方面	Cb
疾呼	VE
一樣	Da;Nf;Ng;VH
一日一日	Dd
一角	Nc;Nf
一角剝	
一港風	
一家一家	Dh
一家口	
一腳	
一紀年	
一圈	
一箍	
一箍圍	
一氣	Na;Dh
一睏	Dd;Na;Dh
一睏仔	Dd;Nd
一睏手	Na;Dh
一睏懶	
一行	
一件	
一枝香	
一寡	Ne
一寡仔	Ne;Df
一括	
一句半句	
一搦米	
一liah8長	
一輦	
一粒珠	
一路	Dg;Nf
一路取	
一路上	Dg
一暝日	
一耦鱟	
一領	
一兩日	
一兩工	
一擺	
一腹火	Na
一爿	Nc
一旁	Nc;Nf;Dh
一篷人	
一庀仔	Df
一疕仔	Df
