AID	role	content	number	songtablet	action	book
353	NULL	後來好相叫	5.095	NULL	NULL	荔鏡記--嘉靖
354	末	名叫春來	5.096	NULL	NULL	荔鏡記--嘉靖
355	占	請檳榔	5.097	NULL	NULL	荔鏡記--嘉靖
356	占	林大爺	5.098	NULL	淨食介占白介	荔鏡記--嘉靖
357	NULL	食檳榔便食	5.099	NULL	NULL	荔鏡記--嘉靖
358	NULL	捻人手痛痛乜事	5.1	NULL	NULL	荔鏡記--嘉靖
359	淨	只一查ㄙ仔不識物	5.101	NULL	NULL	荔鏡記--嘉靖
360	NULL	我捻手看大啞小	5.102	NULL	NULL	荔鏡記--嘉靖
361	NULL	卜打手指乞你	5.103	NULL	NULL	荔鏡記--嘉靖
362	占	林大爺，多謝	5.104	NULL	NULL	荔鏡記--嘉靖
363	淨	只來，只來	5.105	NULL	NULL	荔鏡記--嘉靖
364	NULL	都未有灰	5.106	NULL	NULL	荔鏡記--嘉靖
365	末	林兄，小神	5.107	NULL	淨介淨力末白	荔鏡記--嘉靖
366	淨	大身翁，乜小神	5.108	NULL	NULL	荔鏡記--嘉靖
367	末	林兄相共來去	5.109	NULL	NULL	荔鏡記--嘉靖
368	NULL	今冥是元宵景致	5.11	賞宮花	NULL	荔鏡記--嘉靖
369	NULL	誰厝娘仔不上街來遊嬉	5.111	NULL	NULL	荔鏡記--嘉靖
370	NULL	我[亻+群]只街頭巷尾看平宜	5.112	NULL	NULL	荔鏡記--嘉靖
371	NULL	林兄	5.113	NULL	NULL	荔鏡記--嘉靖
372	NULL	那畏了病成相思	5.114	NULL	NULL	荔鏡記--嘉靖
373	淨	拙年孤單獨自	5.115	NULL	NULL	荔鏡記--嘉靖
374	NULL	有ㄙ緣分那就今冥	5.116	NULL	NULL	荔鏡記--嘉靖
375	末	好元宵強過別冥	5.117	NULL	NULL	荔鏡記--嘉靖
376	NULL	鼓樂吹唱	5.118	NULL	NULL	荔鏡記--嘉靖
377	NULL	會處都佃	5.119	NULL	NULL	荔鏡記--嘉靖
378	NULL	滿街鑼鼓鬧喧天	5.12	NULL	NULL	荔鏡記--嘉靖
379	NULL	不禁夜	5.121	NULL	NULL	荔鏡記--嘉靖
380	NULL	人人歡喜	5.122	NULL	NULL	荔鏡記--嘉靖
381	NULL	得桃人須趁後生	5.123	NULL	NULL	荔鏡記--嘉靖
382	NULL	有ㄙ緣分那就今冥	5.124	NULL	NULL	荔鏡記--嘉靖
383	淨	今冥元宵月半	5.125	滴溜子	NULL	荔鏡記--嘉靖
384	NULL	恁一齊相共去看	5.126	NULL	NULL	荔鏡記--嘉靖
385	末	好鰲山	5.127	NULL	NULL	荔鏡記--嘉靖
386	NULL	鰲山上結綵好看	5.128	NULL	NULL	荔鏡記--嘉靖
387	NULL	張鬬人物盡都會活	5.129	NULL	NULL	荔鏡記--嘉靖
388	淨	卓兄	5.13	NULL	NULL	荔鏡記--嘉靖
389	NULL	鰲山上都是傀儡仔	5.131	NULL	NULL	荔鏡記--嘉靖
390	NULL	不免去托一个來去得桃	5.132	NULL	NULL	荔鏡記--嘉靖
391	末	不通	5.133	NULL	NULL	荔鏡記--嘉靖
392	NULL	林兄小人	5.134	NULL	NULL	荔鏡記--嘉靖
393	NULL	是誰	5.135	NULL	內噉淨走	荔鏡記--嘉靖
394	NULL	都是潘兄	5.136	NULL	NULL	荔鏡記--嘉靖
395	NULL	請那	5.137	NULL	內應末介	荔鏡記--嘉靖
396	淨	才自是乜人喝噉	5.138	NULL	NULL	荔鏡記--嘉靖
397	末	是官府出來看燈	5.139	NULL	NULL	荔鏡記--嘉靖
398	淨	今冥官民同樂	5.14	NULL	NULL	荔鏡記--嘉靖
399	NULL	人R愛	5.141	NULL	NULL	荔鏡記--嘉靖
400	NULL	風調雨順	5.142	NULL	NULL	荔鏡記--嘉靖
401	NULL	國泰民安	5.143	NULL	NULL	荔鏡記--嘉靖
402	NULL	拙年無ㄙ守空房	5.144	NULL	NULL	荔鏡記--嘉靖
403	NULL	今日好人來相逢	5.145	NULL	NULL	荔鏡記--嘉靖
404	NULL	不畏無人通中我	5.146	NULL	NULL	荔鏡記--嘉靖
405	NULL	只怕小子不中人	5.147	NULL	NULL	荔鏡記--嘉靖
406	NULL	五娘賞燈	6	NULL	第六出	荔鏡記--嘉靖
407	旦占	元宵景好天時	6.001	婁婁金	NULL	荔鏡記--嘉靖
408	NULL	人物好打扮	6.002	NULL	NULL	荔鏡記--嘉靖
409	NULL	金釵十二	6.003	NULL	NULL	荔鏡記--嘉靖
410	NULL	滿城王孫士女都來遊嬉	6.004	NULL	NULL	荔鏡記--嘉靖
411	NULL	今冥燈光月團圓	6.005	NULL	NULL	荔鏡記--嘉靖
412	NULL	琴絃笙簫鬧滿街市	6.006	NULL	NULL	荔鏡記--嘉靖
413	NULL	元宵好景巧安排	6.007	NULL	NULL	荔鏡記--嘉靖
414	NULL	鑼鼓鬧咳咳	6.008	NULL	NULL	荔鏡記--嘉靖
415	NULL	千金一刻元宵景	6.009	NULL	NULL	荔鏡記--嘉靖
416	NULL	雖那吝財也不吝財	6.01	NULL	NULL	荔鏡記--嘉靖
417	占	元宵好景家家樂	6.011	NULL	NULL	荔鏡記--嘉靖
418	NULL	簫鼓喧天處處聞	6.012	NULL	NULL	荔鏡記--嘉靖
419	NULL	樓臺上下火照火	6.013	NULL	丑上三合	荔鏡記--嘉靖
420	NULL	車馬來去人看人	6.014	NULL	NULL	荔鏡記--嘉靖
421	NULL	啞娘，萬福	6.015	NULL	見介	荔鏡記--嘉靖
422	旦	李婆來，貴幹	6.016	NULL	NULL	荔鏡記--嘉靖
423	丑	婆仔無事不上下門	6.017	NULL	NULL	荔鏡記--嘉靖
424	占	正是高門	6.018	NULL	NULL	荔鏡記--嘉靖
425	丑	今人行下門可多	6.019	NULL	NULL	荔鏡記--嘉靖
426	NULL	好說，啞娘得知	6.02	NULL	NULL	荔鏡記--嘉靖
427	NULL	今冥是元宵景致	6.021	NULL	NULL	荔鏡記--嘉靖
428	NULL	滿街滿巷點放花燈	6.022	NULL	NULL	荔鏡記--嘉靖
429	NULL	高結鰲山	6.023	NULL	NULL	荔鏡記--嘉靖
430	NULL	婆仔直來招啞娘上街看燈	6.024	NULL	NULL	荔鏡記--嘉靖
431	NULL	不知啞娘心中興不	6.025	NULL	NULL	荔鏡記--嘉靖
432	旦	婦人之德不出閨門	6.026	NULL	NULL	荔鏡記--嘉靖
433	NULL	阮厝也有幾盞花燈	6.027	NULL	NULL	荔鏡記--嘉靖
434	NULL	那留你只處賞可好	6.028	NULL	NULL	荔鏡記--嘉靖
435	丑	天日啞	6.029	NULL	NULL	荔鏡記--嘉靖
436	NULL	恁厝雖有花燈	6.03	NULL	NULL	荔鏡記--嘉靖
437	NULL	侢及許街上滿街花	6.031	NULL	NULL	荔鏡記--嘉靖
438	NULL	許多寶貝	6.032	NULL	NULL	荔鏡記--嘉靖
439	NULL	那不去看也可惜除	6.033	NULL	NULL	荔鏡記--嘉靖
440	占	啞娘	6.034	NULL	NULL	荔鏡記--嘉靖
441	NULL	今冥是元宵大鬧	6.035	NULL	NULL	荔鏡記--嘉靖
442	NULL	街上都是公子、王孫	6.036	NULL	NULL	荔鏡記--嘉靖
443	NULL	上街答歌	6.037	NULL	NULL	荔鏡記--嘉靖
444	NULL	來去看也不畏	6.038	NULL	NULL	荔鏡記--嘉靖
445	旦	見是障說	6.039	NULL	NULL	荔鏡記--嘉靖
446	NULL	益春	6.04	NULL	NULL	荔鏡記--嘉靖
447	NULL	你入內去點一燈來去	6.041	NULL	NULL	荔鏡記--嘉靖
448	丑	啞娘	6.042	NULL	入	荔鏡記--嘉靖
449	NULL	滿街滿巷無乜光燈	6.043	NULL	NULL	荔鏡記--嘉靖
450	NULL	點燈要乜用	6.044	NULL	NULL	荔鏡記--嘉靖
451	旦	婦人夜行以燭	6.045	NULL	NULL	荔鏡記--嘉靖
452	NULL	無燭則止	6.046	NULL	NULL	荔鏡記--嘉靖
453	丑	啞娘說是	6.047	NULL	NULL	荔鏡記--嘉靖
454	旦唱	正月十五冥	6.048	大迓鼓	占下上介	荔鏡記--嘉靖
455	NULL	厝厝人點燈	6.049	NULL	NULL	荔鏡記--嘉靖
456	NULL	是實可吝	6.05	NULL	NULL	荔鏡記--嘉靖
457	NULL	三街六巷好燈棚	6.051	NULL	NULL	荔鏡記--嘉靖
458	NULL	又兼月光風又靜	6.052	NULL	NULL	荔鏡記--嘉靖
459	NULL	來去得桃到五更	6.053	NULL	NULL	荔鏡記--嘉靖
460	丑占	元宵景，有十成	6.054	NULL	NULL	荔鏡記--嘉靖
461	NULL	賞燈人都齊整	6.055	NULL	NULL	荔鏡記--嘉靖
462	NULL	辦出鰲山景致	6.056	NULL	NULL	荔鏡記--嘉靖
463	NULL	抽出王祥臥冰丁蘭刻母	6.057	NULL	NULL	荔鏡記--嘉靖
464	NULL	盡都會活	6.058	NULL	NULL	荔鏡記--嘉靖
465	NULL	張拱鶯鶯圍棋	6.059	NULL	NULL	荔鏡記--嘉靖
466	NULL	宛然真正	6.06	NULL	NULL	荔鏡記--嘉靖
467	NULL	障般景致實是惡[扌+(NULL,(NULL,ㄊ+廾))]	6.061	NULL	NULL	荔鏡記--嘉靖
468	NULL	恁今相隨再來去看	6.062	NULL	NULL	荔鏡記--嘉靖
469	NULL	RRR	6.063	NULL	NULL	荔鏡記--嘉靖
470	丑白	唆阿唆，唆阿唆唆恁婆	6.064	NULL	內划船唱歌介	荔鏡記--嘉靖
471	旦	幸得三陽開泰	6.065	皂羅袍	三合介占	荔鏡記--嘉靖
472	占	李婆	6.066	NULL	內唱	荔鏡記--嘉靖
473	NULL	許處正是乜事	6.067	NULL	NULL	荔鏡記--嘉靖
474	丑	許正是人打千秋	6.068	NULL	NULL	荔鏡記--嘉靖
475	旦	打千秋盡都結綵	6.069	NULL	內介	荔鏡記--嘉靖
476	旦	李婆	6.07	NULL	NULL	荔鏡記--嘉靖
477	NULL	許處人鼓陳，正是乜事	6.071	NULL	NULL	荔鏡記--嘉靖
478	丑	許是許一火後生	6.072	NULL	NULL	荔鏡記--嘉靖
479	NULL	在許燈下打獅	6.073	x	NULL	荔鏡記--嘉靖
480	占	正是人弄獅	6.074	NULL	NULL	荔鏡記--嘉靖
481	旦	滿街鑼鼓鬧咳咳	6.075	NULL	NULL	荔鏡記--嘉靖
482	NULL	各處人聽知	6.076	NULL	NULL	荔鏡記--嘉靖
483	NULL	盡都來	6.077	NULL	NULL	荔鏡記--嘉靖
484	占	簡今隨娘到只蓬萊	6.078	NULL	NULL	荔鏡記--嘉靖
485	旦	看許百樣花燈	6.079	NULL	NULL	荔鏡記--嘉靖
486	NULL	盡巧安排	6.08	NULL	NULL	荔鏡記--嘉靖
487	NULL	遊賞好元宵	6.081	NULL	NULL	荔鏡記--嘉靖
488	NULL	人人心愛	6.082	NULL	NULL	荔鏡記--嘉靖
489	占	娘仔	6.083	NULL	NULL	荔鏡記--嘉靖
490	NULL	相隨到只	6.084	NULL	NULL	荔鏡記--嘉靖
491	NULL	鞋緊履短步難移	6.085	NULL	旦介	荔鏡記--嘉靖
492	丑	益春	6.086	NULL	NULL	荔鏡記--嘉靖
493	NULL	恁啞娘木屐擺了	6.087	NULL	NULL	荔鏡記--嘉靖
494	NULL	快共伊移正	6.088	NULL	內打鑼介	荔鏡記--嘉靖
495	旦	許處正是人乜事	6.089	NULL	NULL	荔鏡記--嘉靖
496	丑	啞娘，莫驚	6.09	NULL	NULL	荔鏡記--嘉靖
497	NULL	許是落後生仔食了飽	6.091	NULL	NULL	荔鏡記--嘉靖
498	NULL	刈山香打鑼	6.092	NULL	NULL	荔鏡記--嘉靖
499	占	許一人頭毛放如	6.093	NULL	NULL	荔鏡記--嘉靖
500	NULL	許處那跳乜事	6.094	NULL	NULL	荔鏡記--嘉靖
501	丑	許是跳翁个	6.095	NULL	NULL	荔鏡記--嘉靖
502	占	許跳翁仔	6.096	NULL	NULL	荔鏡記--嘉靖
503	NULL	恁莫得去沖著伊	6.097	NULL	NULL	荔鏡記--嘉靖
504	丑	許跳翁个見恁諸娘人	6.098	NULL	NULL	荔鏡記--嘉靖
505	NULL	伊莽跳恁身上來	6.099	NULL	NULL	荔鏡記--嘉靖
506	占	李婆	6.1	NULL	NULL	荔鏡記--嘉靖
507	NULL	莫如呾	6.101	NULL	NULL	荔鏡記--嘉靖
508	旦	輕輕閃覓只街邊	6.102	NULL	NULL	荔鏡記--嘉靖
509	占	前頭人來惡逃避	6.103	NULL	NULL	荔鏡記--嘉靖
510	旦	緊緊來去	6.104	NULL	NULL	荔鏡記--嘉靖
511	NULL	又畏人疑	6.105	NULL	NULL	荔鏡記--嘉靖
512	NULL	尋香愛月	6.106	NULL	NULL	荔鏡記--嘉靖
513	NULL	不是孜娘體例	6.107	NULL	NULL	荔鏡記--嘉靖
514	NULL	清明冷丁時節雨紛紛	6.108	NULL	內唱介	荔鏡記--嘉靖
515	NULL	冷丁冷打丁，打个冷	6.109	NULL	NULL	荔鏡記--嘉靖
516	NULL	愛个冷打丁	6.11	NULL	NULL	荔鏡記--嘉靖
517	NULL	路上行人欲斷魂	6.111	NULL	NULL	荔鏡記--嘉靖
518	NULL	冷丁冷打丁，打个冷	6.112	NULL	NULL	荔鏡記--嘉靖
519	NULL	愛个冷打丁	6.113	NULL	NULL	荔鏡記--嘉靖
520	NULL	借問酒家何處有	6.114	NULL	NULL	荔鏡記--嘉靖
521	NULL	冷丁冷打丁，打个冷	6.115	NULL	NULL	荔鏡記--嘉靖
522	NULL	愛个冷打丁	6.116	NULL	NULL	荔鏡記--嘉靖
523	NULL	牧童遙指杏花村	6.117	NULL	NULL	荔鏡記--嘉靖
524	NULL	冷丁冷打丁，打个冷	6.118	NULL	NULL	荔鏡記--嘉靖
525	NULL	愛个冷打丁	6.119	NULL	NULL	荔鏡記--嘉靖
526	丑	冷打丁，冷打丁	6.12	NULL	NULL	荔鏡記--嘉靖
527	NULL	是也好聽	6.121	NULL	NULL	荔鏡記--嘉靖
528	丑	NULL	6.122	NULL	笑介	荔鏡記--嘉靖
529	旦	許正是乜事	6.123	NULL	NULL	荔鏡記--嘉靖
530	丑	許正是雞仔啄鐵銚鳴	6.124	NULL	NULL	荔鏡記--嘉靖
531	NULL	叮叮噹噹，是實好聽	6.125	NULL	NULL	荔鏡記--嘉靖
532	占	許是人操琴	6.126	NULL	NULL	荔鏡記--嘉靖
533	丑	那卜是人操琴	6.127	NULL	NULL	荔鏡記--嘉靖
534	NULL	都不見斧頭陳	6.128	NULL	NULL	荔鏡記--嘉靖
535	旦	正是人彈琴	6.129	NULL	NULL	荔鏡記--嘉靖
536	丑	啞娘	6.13	NULL	NULL	荔鏡記--嘉靖
537	NULL	今冥月光風靜	6.131	NULL	NULL	荔鏡記--嘉靖
538	NULL	再去得桃即	6.132	NULL	NULL	荔鏡記--嘉靖
539	旦	今冥是好天時	6.133	水車歌	NULL	荔鏡記--嘉靖
540	NULL	上元景致正是在只	6.134	NULL	NULL	荔鏡記--嘉靖
541	丑	啞娘	6.135	NULL	NULL	荔鏡記--嘉靖
542	NULL	只鰲山上	6.136	NULL	NULL	荔鏡記--嘉靖
543	NULL	人吹唱是好聽	6.137	NULL	NULL	荔鏡記--嘉靖
544	旦	見鰲山上吹唱都佃	6.138	NULL	NULL	荔鏡記--嘉靖
545	丑	打鑼鼓，動樂	6.139	NULL	NULL	荔鏡記--嘉靖
546	NULL	抽影戲	6.14	NULL	NULL	荔鏡記--嘉靖
547	NULL	啞娘	6.141	NULL	NULL	荔鏡記--嘉靖
548	NULL	實是好燈	6.142	NULL	NULL	荔鏡記--嘉靖
549	旦	花燈萬盞	6.143	NULL	NULL	荔鏡記--嘉靖
550	NULL	萬盞燈光月圓	6.144	NULL	NULL	荔鏡記--嘉靖
551	丑	啞娘	6.145	NULL	NULL	荔鏡記--嘉靖
552	NULL	只一盞正是乜燈	6.146	NULL	NULL	荔鏡記--嘉靖
553	旦	只一盞正是唐明皇遊月宮	6.147	NULL	NULL	荔鏡記--嘉靖
554	丑	唐明皇是丈夫人孜娘人	6.148	NULL	NULL	荔鏡記--嘉靖
555	旦	唐明皇正是丈夫人	6.149	NULL	NULL	荔鏡記--嘉靖
556	丑	那卜是丈夫人，都有月經	6.15	NULL	NULL	荔鏡記--嘉靖
557	旦	只正是月內个宮殿	6.151	NULL	NULL	荔鏡記--嘉靖
558	丑	向生	6.152	NULL	NULL	荔鏡記--嘉靖
559	NULL	待我怙叫是丈夫人有月經一	6 153	NULL	NULL	荔鏡記--嘉靖
560	占	呵娘	6.154	NULL	NULL	荔鏡記--嘉靖
561	NULL	只一盞正是乜燈	6.155	NULL	NULL	荔鏡記--嘉靖
562	旦	只正是昭君出塞	6.156	NULL	NULL	荔鏡記--嘉靖
563	丑	阿娘	6.157	NULL	NULL	荔鏡記--嘉靖
564	NULL	昭君便是丈夫人，諸娘人	6.158	NULL	NULL	荔鏡記--嘉靖
565	旦	昭君正是諸娘人	6.159	NULL	NULL	荔鏡記--嘉靖
566	丑	向生	6.16	NULL	NULL	荔鏡記--嘉靖
567	NULL	待我一辜叫一諸娘向惡	6.161	NULL	NULL	荔鏡記--嘉靖
568	NULL	都會出婿	6.162	NULL	NULL	荔鏡記--嘉靖
569	旦	昭君出塞，唐明皇遊嬉	6.163	NULL	NULL	荔鏡記--嘉靖
570	NULL	願待更鼓且慢催更	6.164	NULL	NULL	荔鏡記--嘉靖
571	NULL	障般好景過了	6.165	NULL	NULL	荔鏡記--嘉靖
572	NULL	侢得到新年	6.166	NULL	NULL	荔鏡記--嘉靖
573	末淨	好諸娘是親淺	6.167	一封書	末淨上閘介旦占丑下	荔鏡記--嘉靖
574	淨	句未親淺。句有一處破相	6.168	NULL	NULL	荔鏡記--嘉靖
575	末	乜破相	6.169	NULL	NULL	荔鏡記--嘉靖
576	淨	身下破相	6.17	NULL	NULL	荔鏡記--嘉靖
577	NULL	腳仔即有拙長	6.171	NULL	NULL	荔鏡記--嘉靖
578	末	許正是三寸弓鞋	6.172	NULL	NULL	荔鏡記--嘉靖
579	NULL	腳縛三寸乜細膩	6.173	NULL	NULL	荔鏡記--嘉靖
580	淨	李兄你都不知	6.174	NULL	NULL	荔鏡記--嘉靖
581	NULL	今即一位娘仔	6.175	NULL	NULL	荔鏡記--嘉靖
582	NULL	二目真真那看我	6.176	NULL	NULL	荔鏡記--嘉靖
583	末	無許事	6.177	NULL	NULL	荔鏡記--嘉靖
584	淨	你不信	6.178	NULL	NULL	荔鏡記--嘉靖
585	NULL	我跪只天前咒誓	6.179	NULL	NULL	荔鏡記--嘉靖
586	NULL	天啞	6.18	NULL	NULL	荔鏡記--嘉靖
587	NULL	那不看我	6.181	NULL	NULL	荔鏡記--嘉靖
588	NULL	就死除我	6.182	NULL	NULL	荔鏡記--嘉靖
589	NULL	目看我	6.183	NULL	NULL	荔鏡記--嘉靖
590	NULL	笑微R	6.184	NULL	NULL	荔鏡記--嘉靖
591	NULL	侢得共伊宿一冥	6.185	NULL	NULL	荔鏡記--嘉靖
592	NULL	同床同枕，同坐起	6.186	NULL	NULL	荔鏡記--嘉靖
593	NULL	同入銷金帳內	6.187	NULL	NULL	荔鏡記--嘉靖
594	NULL	共伊囉連哩	6.188	NULL	NULL	荔鏡記--嘉靖
595	NULL	天日，可憐見	6.189	NULL	NULL	荔鏡記--嘉靖
596	NULL	乞我緣分對著伊	6.19	NULL	NULL	荔鏡記--嘉靖
597	NULL	一冥夫妻甘心死	6.191	NULL	NULL	荔鏡記--嘉靖
598	NULL	東家女，西家女	9.192	一封書	潮腔	荔鏡記--嘉靖
599	NULL	出來素淡梳妝	6.193	NULL	NULL	荔鏡記--嘉靖
600	淨	卓兄	6.194	NULL	NULL	荔鏡記--嘉靖
601	NULL	好一樣	6.195	NULL	NULL	荔鏡記--嘉靖
602	末	侢見得好一樣	6.196	NULL	NULL	荔鏡記--嘉靖
603	淨	肌膚溫潤有十全	6.197	NULL	NULL	荔鏡記--嘉靖
604	NULL	弓鞋三寸蟬鬢又光	6.198	NULL	NULL	荔鏡記--嘉靖
605	末	動得懶体都不知返	6.199	NULL	NULL	荔鏡記--嘉靖
606	末	林兄卜值去	6.2	NULL	NULL	荔鏡記--嘉靖
607	淨	雜種，許不是人啞	6.201	NULL	NULL	荔鏡記--嘉靖
608	末	不是乜	6.202	NULL	NULL	荔鏡記--嘉靖
609	淨	許是天妃媽變相來	6.203	NULL	NULL	荔鏡記--嘉靖
610	末	侢見是天妃媽	6.204	NULL	NULL	荔鏡記--嘉靖
611	淨	那卜是人	6.205	NULL	NULL	荔鏡記--嘉靖
612	NULL	都會迷人	6.206	NULL	NULL	荔鏡記--嘉靖
613	末	正是花色迷人	6.207	NULL	NULL	荔鏡記--嘉靖
614	淨	是只年	6.208	NULL	NULL	荔鏡記--嘉靖
615	NULL	我怙叫是天妃媽	6.209	NULL	NULL	荔鏡記--嘉靖
616	NULL	那卜是人	6.21	NULL	笑介	荔鏡記--嘉靖
617	NULL	再赴來去看	6.211	NULL	NULL	荔鏡記--嘉靖
618	末	伊來去	6.212	NULL	NULL	荔鏡記--嘉靖
619	NULL	咱來去得桃	6.213	NULL	NULL	荔鏡記--嘉靖
620	NULL	得桃滿街巷	6.214	NULL	NULL	荔鏡記--嘉靖
621	NULL	郎君士女都來看人	6.215	NULL	NULL	荔鏡記--嘉靖
622	淨	老卓呵	6.216	NULL	NULL	荔鏡記--嘉靖
623	NULL	体伊人共我親像	6.217	NULL	NULL	荔鏡記--嘉靖
624	末	侢見得親像你	6.218	NULL	NULL	荔鏡記--嘉靖
625	淨	我今無ㄙ	6.219	NULL	NULL	荔鏡記--嘉靖
626	NULL	伊定無翁	6.22	NULL	NULL	荔鏡記--嘉靖
627	NULL	想伊心內共我一般苦痛	6.221	NULL	NULL	荔鏡記--嘉靖
628	末	你無ㄙ牽連	6.222	NULL	NULL	荔鏡記--嘉靖
629	NULL	伊無翁做乜	6.223	NULL	NULL	荔鏡記--嘉靖
630	淨	我今無ㄙ	6.224	NULL	NULL	荔鏡記--嘉靖
631	NULL	伊定無翁	6.225	NULL	NULL	荔鏡記--嘉靖
632	NULL	伊今值時共我成對	6.226	NULL	NULL	荔鏡記--嘉靖
633	NULL	我今值時共伊成雙	6.227	NULL	NULL	荔鏡記--嘉靖
634	末	伊做乜肯共你成雙	6.228	NULL	NULL	荔鏡記--嘉靖
635	淨	愛伊成雙	6.229	NULL	NULL	荔鏡記--嘉靖
636	NULL	我著堅心央托媒人	6.23	NULL	NULL	荔鏡記--嘉靖
637	末	林兄你句愛看不	6.231	NULL	NULL	荔鏡記--嘉靖
638	淨	我句愛看燈	6.232	NULL	NULL	荔鏡記--嘉靖
639	末	伊今倒去了	6.233	NULL	NULL	荔鏡記--嘉靖
640	NULL	侢得伊著	6.234	NULL	NULL	荔鏡記--嘉靖
641	淨	小弟有思量	6.235	NULL	NULL	荔鏡記--嘉靖
642	NULL	伊打東街去	6.236	NULL	NULL	荔鏡記--嘉靖
643	NULL	恁按西街去欄	6.237	NULL	NULL	荔鏡記--嘉靖
644	NULL	二邊閘上	6.238	NULL	NULL	荔鏡記--嘉靖
645	NULL	暫且分開做二位	6.239	賞宮花	NULL	荔鏡記--嘉靖
646	NULL	若還閘一著	6.24	NULL	NULL	荔鏡記--嘉靖
647	NULL	莫得拆開	6.241	NULL	NULL	荔鏡記--嘉靖
648	NULL	投告天地共神祇	6.242	NULL	NULL	荔鏡記--嘉靖
649	NULL	保庇：我共伊成雙成對	6.243	NULL	並下	荔鏡記--嘉靖
650	NULL	元宵好景值千金	6.244	NULL	NULL	荔鏡記--嘉靖
651	NULL	一陣阿妹賽觀音	6.245	NULL	NULL	荔鏡記--嘉靖
652	NULL	若肯共我成一對	6.246	NULL	NULL	荔鏡記--嘉靖
653	NULL	一冥死去也甘心	6.247	NULL	NULL	荔鏡記--嘉靖
654	NULL	燈下搭歌	7	NULL	第七出	荔鏡記--嘉靖
655	NULL	自細不出門	7.001	大迓鼓	旦占丑上	荔鏡記--嘉靖
656	NULL	上元景致	7.002	NULL	NULL	荔鏡記--嘉靖
657	NULL	今旦冥昏	7.003	NULL	NULL	荔鏡記--嘉靖
658	NULL	娘仔恁且返	7.004	NULL	NULL	荔鏡記--嘉靖
659	NULL	行來到只，不知值方	7.005	NULL	NULL	荔鏡記--嘉靖
660	合	元來正是廣濟橋門	7.006	NULL	NULL	荔鏡記--嘉靖
661	丑	呵娘啞	7.007	NULL	NULL	荔鏡記--嘉靖
662	NULL	今冥滿街滿巷花燈	7.008	NULL	NULL	荔鏡記--嘉靖
663	NULL	都不答只廣濟門花燈可吝	7.009	NULL	NULL	荔鏡記--嘉靖
664	旦	李嫂	7.01	NULL	NULL	荔鏡記--嘉靖
665	NULL	是也可吝	7.011	NULL	NULL	荔鏡記--嘉靖
666	旦占	花燈可吝	7.012	長生道引	NULL	荔鏡記--嘉靖
667	NULL	RRRR	7.013	NULL	NULL	荔鏡記--嘉靖
668	NULL	看許鰲山上神仙景致	7.014	NULL	NULL	荔鏡記--嘉靖
669	NULL	天斷雲霓	7.015	NULL	NULL	荔鏡記--嘉靖
670	NULL	月光風靜	7.016	NULL	NULL	荔鏡記--嘉靖
671	NULL	幾陣歌童舞妓	7.017	NULL	NULL	荔鏡記--嘉靖
672	內唱	情人彈出雉朝飛	7.018	NULL	NULL	荔鏡記--嘉靖
673	NULL	有意佳人去復歸	7.019	NULL	NULL	荔鏡記--嘉靖
674	NULL	夜夢相思睡難曉	7.02	NULL	NULL	荔鏡記--嘉靖
675	NULL	只怕光陰似箭催	7.021	NULL	NULL	荔鏡記--嘉靖
676	旦唱	笙簫和起入人耳	7.022	NULL	NULL	荔鏡記--嘉靖
677	NULL	真箇稱人心意	7.023	NULL	NULL	荔鏡記--嘉靖
678	NULL	恨織女牛郎伊都不能相見	7.024	NULL	NULL	荔鏡記--嘉靖
679	介	官民同樂是太平年	7.025	NULL	NULL	荔鏡記--嘉靖
680	NULL	無貴賤	7.026	NULL	NULL	荔鏡記--嘉靖
681	NULL	無驕無侈	7.027	NULL	NULL	荔鏡記--嘉靖
682	NULL	見許賞燈人盡都歡喜	7.028	NULL	NULL	荔鏡記--嘉靖
683	NULL	看許賞燈人盡都歡喜	7.029	NULL	NULL	荔鏡記--嘉靖
684	NULL	真難得有障般天時	7.03	NULL	NULL	荔鏡記--嘉靖
685	NULL	元宵一刻值千金	7.031	NULL	NULL	荔鏡記--嘉靖
686	NULL	那煩惱鼓轉五更	7.032	NULL	NULL	荔鏡記--嘉靖
687	NULL	又驚畏雞報五更	7.033	NULL	NULL	荔鏡記--嘉靖
688	NULL	只正是乜燈	7.034	NULL	旦占同丑上介 淨末闌介	荔鏡記--嘉靖
689	末	只正是琴、棋、書、畫	7.035	NULL	NULL	荔鏡記--嘉靖
690	淨	只是乜燈	7.036	NULL	NULL	荔鏡記--嘉靖
691	末	只是相如彈琴	7.037	NULL	NULL	荔鏡記--嘉靖
692	淨	只是乜物燈	7.038	NULL	NULL	荔鏡記--嘉靖
693	末	只是蘇秦讀書	7.039	NULL	NULL	荔鏡記--嘉靖
694	淨	許是乜燈	7.04	NULL	NULL	荔鏡記--嘉靖
695	末	許正是鴛鴦个鴨相踏燈	7.041	NULL	NULL	荔鏡記--嘉靖
696	占	燈古燈	7.042	NULL	NULL	荔鏡記--嘉靖
697	淨	中你目真真	7.043	NULL	NULL	荔鏡記--嘉靖
698	淨	卓兄	7.044	NULL	NULL	荔鏡記--嘉靖
699	NULL	只老娘你識伊	7.045	NULL	NULL	荔鏡記--嘉靖
700	末	只是西門外李哥嫂	7.046	NULL	NULL	荔鏡記--嘉靖
