AID	role	content	number	songtablet	action	book
26788	丑	按巴乜事。	7.06	NULL	NULL	荔枝記--光緒
26789	爭	乞火燒著我手。	7.061	NULL	NULL	荔枝記--光緒
26790	丑	叫[亻+莫]。	7.062	NULL	NULL	荔枝記--光緒
26791	外	起衣冠來。	7.063	NULL	NULL	荔枝記--光緒
26792	爭	頭巾。	7.064	NULL	NULL	荔枝記--光緒
26793	外	燒香點灼神林厝納聘彩。	7.065	NULL	NULL	荔枝記--光緒
26794	NULL	禮數金釵盡都送來。	7.065	NULL	NULL	荔枝記--光緒
26795	NULL	又拜請堂前高祖妣。	7.065	NULL	NULL	荔枝記--光緒
26796	NULL	今旦女孫五娘收納聘禮。	7.066	NULL	NULL	荔枝記--光緒
26797	NULL	檳榔果盒金花表裡。	7.066	NULL	NULL	荔枝記--光緒
26798	NULL	拜誠鑒納歡喜。	7.067	NULL	NULL	荔枝記--光緒
26799	NULL	姻緣合，	7.067	NULL	NULL	荔枝記--光緒
26800	NULL	百年永遠。	7.067	NULL	NULL	荔枝記--光緒
26801	丑	亞公且幸。	7.068	NULL	NULL	荔枝記--光緒
26802	NULL	妥當。	7.068	NULL	NULL	荔枝記--光緒
26803	外	益春亞，	7.069	NULL	NULL	荔枝記--光緒
26804	NULL	共亞媽提一隻金針來。	7.069	NULL	NULL	荔枝記--光緒
26805	占	金針在只。	7.07	NULL	NULL	荔枝記--光緒
26806	外	起動媒姨遠來，	7.071	NULL	NULL	荔枝記--光緒
26807	NULL	一枝金針謝汝。	7.071	NULL	NULL	荔枝記--光緒
26808	丑	感謝亞公，	7.072	NULL	NULL	荔枝記--光緒
26809	NULL	婆仔不敢收。	7.072	NULL	NULL	荔枝記--光緒
26810	外	且收去薣彩莫嫌堅共重。	7.073	NULL	NULL	荔枝記--光緒
26811	丑	向說，	7.074	NULL	NULL	荔枝記--光緒
26812	NULL	婆仔就收，	7.074	NULL	NULL	荔枝記--光緒
26813	NULL	請亞公食檳榔。	7.074	NULL	NULL	荔枝記--光緒
26814	外	我食過就是。	7.075	NULL	NULL	荔枝記--光緒
26815	丑	請亞媽食檳榔。	7.076	NULL	NULL	荔枝記--光緒
26816	外	亞媽手亦不空。	7.077	NULL	NULL	荔枝記--光緒
26817	丑	人說	7.078	NULL	NULL	荔枝記--光緒
26818	NULL	典田典厝由文字	7.078	NULL	NULL	荔枝記--光緒
26819	NULL	男娶女嫁由媒人。	7.078	NULL	NULL	荔枝記--光緒
26820	NULL	今旦好事亦著請亞娘十一口煞彩檳榔。	7.078	NULL	NULL	荔枝記--光緒
26821	外	還肴說話。	7.079	NULL	NULL	荔枝記--光緒
26822	NULL	伊後生人不好上廳。	7.079	NULL	NULL	荔枝記--光緒
26823	NULL	起動媒姨捧入繡房內吐伊。	7.079	NULL	NULL	荔枝記--光緒
26824	NULL	汝若卜返去亦著共老個相辭。	7.079	NULL	NULL	荔枝記--光緒
26825	丑	多謝亞公請了。	7.081	NULL	並下	荔枝記--光緒
26826	NULL	五娘責媒	8	NULL	NULL	荔枝記--光緒
26827	丑	我今歡喜親做成，	8.001	NULL	NULL	荔枝記--光緒
26828	NULL	做媒人好名聲。	8.001	NULL	NULL	荔枝記--光緒
26829	NULL	三親六眷都在堂，	8.001	NULL	NULL	荔枝記--光緒
26830	NULL	專請娘仔上繡聽。	8.001	NULL	NULL	荔枝記--光緒
26831	NULL	來到只處，	8.002	NULL	NULL	荔枝記--光緒
26832	NULL	就是亞娘秀廳。	8.002	NULL	NULL	荔枝記--光緒
26833	NULL	不免入去請亞娘上廳食檳榔。	8.002	NULL	NULL	荔枝記--光緒
26834	NULL	亞娘。	8.002	NULL	NULL	荔枝記--光緒
26835	旦	乜事?	8.003	NULL	NULL	荔枝記--光緒
26836	丑	未好聲氣。	8.004	NULL	NULL	荔枝記--光緒
26837	旦上丑	請亞娘食檳榔。	8.005	NULL	NULL	荔枝記--光緒
26838	旦	爾卜來便來，	8.006	NULL	NULL	荔枝記--光緒
26839	NULL	買檳榔來做乜？	8.006	NULL	NULL	荔枝記--光緒
26840	丑	爾不知，	8.007	NULL	NULL	荔枝記--光緒
26841	NULL	不是婆仔買個。	8.007	NULL	NULL	荔枝記--光緒
26842	旦	是誰個？	8.008	NULL	NULL	荔枝記--光緒
26843	丑	是林厝個。	8.009	NULL	NULL	荔枝記--光緒
26844	旦	林厝共阮無親。	8.01	NULL	NULL	荔枝記--光緒
26845	丑	無親	8.011	NULL	NULL	荔枝記--光緒
26846	NULL	今即卜共亞娘結親。	8.011	NULL	NULL	荔枝記--光緒
26847	旦	且慢。	8.012	NULL	NULL	荔枝記--光緒
26848	NULL	我前日甲益春共汝說，	8.012	NULL	NULL	荔枝記--光緒
26849	NULL	甲汝勿送聘禮。	8.012	NULL	NULL	荔枝記--光緒
26850	NULL	汝故意力只聘禮送來，	8.012	NULL	NULL	荔枝記--光緒
26851	NULL	是乜道理	8.012	NULL	NULL	荔枝記--光緒
26852	丑	前日言語婆仔都袂記得。	8.013	NULL	NULL	荔枝記--光緒
26853	NULL	今現成了，	8.013	NULL	NULL	荔枝記--光緒
26854	NULL	請亞娘食一口檳榔做彩。	8.013	NULL	NULL	荔枝記--光緒
26855	旦	汝心都乞狗食去。	8.014	NULL	NULL	荔枝記--光緒
26856	丑	亞娘勿惡口。	8.015	NULL	NULL	荔枝記--光緒
26857	旦	爾只賊虔可無道理。	8.016	NULL	NULL	荔枝記--光緒
26858	丑	做媒婆	8.017	NULL	NULL	荔枝記--光緒
26859	NULL	乜通無道理，	8.017	NULL	NULL	荔枝記--光緒
26860	NULL	障罵乜事	8.017	NULL	NULL	荔枝記--光緒
26861	旦	那罵。	8.018	NULL	NULL	荔枝記--光緒
26862	丑	不成打。	8.019	NULL	NULL	荔枝記--光緒
26863	旦	罵汝做媒人不惹高低。	8.02	NULL	NULL	荔枝記--光緒
26864	NULL	學花言巧語來騙迫去嫁。	8.02	NULL	NULL	荔枝記--光緒
26865	丑	林大爹句有錢。	8.021	NULL	NULL	荔枝記--光緒
26866	旦	任伊有錢我亦不院嫁乞伊。	8.022	NULL	NULL	荔枝記--光緒
26867	丑	嫁不嫁且覓一邊，	8.023	NULL	NULL	荔枝記--光緒
26868	NULL	番羅共伊收去。	8.023	NULL	NULL	荔枝記--光緒
26869	旦	番羅爾緊去ㄑ送去度伊。	8.024	NULL	NULL	荔枝記--光緒
26870	丑	好，	8.025	NULL	NULL	荔枝記--光緒
26871	NULL	不可力我腰閃一下。	8.025	NULL	NULL	荔枝記--光緒
26872	NULL	既那不收，	8.025	NULL	NULL	荔枝記--光緒
26873	NULL	赤ㄑ金針共伊收一對。	8.025	NULL	NULL	荔枝記--光緒
26874	旦	是乜？	8.026	NULL	NULL	荔枝記--光緒
26875	丑	金針。	8.027	NULL	NULL	荔枝記--光緒
26876	旦	誰人收卜只金針？	8.028	NULL	NULL	荔枝記--光緒
26877	丑	我死亞，	8.029	NULL	NULL	荔枝記--光緒
26878	NULL	做好千鑿著我？	8.029	NULL	NULL	荔枝記--光緒
26879	旦	金釵收去卜做乜？	8.03	NULL	NULL	荔枝記--光緒
26880	丑	我壞啊！	8.031	NULL	NULL	荔枝記--光緒
26881	NULL	只樣赤ㄑ下許腳踏。	8.031	NULL	NULL	荔枝記--光緒
26882	NULL	伊人一兩金十兩工錢打個。	8.031	NULL	NULL	荔枝記--光緒
26883	NULL	亞娘阿林厝官人生得乜親淺！	8.031	NULL	NULL	荔枝記--光緒
26884	旦	汝二目青盲。	8.032	NULL	NULL	荔枝記--光緒
26885	丑	婆仔目真ㄑ	8.033	NULL	NULL	荔枝記--光緒
26886	NULL	我今勸你...。	8.034	NULL	NULL	荔枝記--光緒
26887	旦	勸阮乜事？	8.035	NULL	NULL	荔枝記--光緒
26888	丑	伊是官家人仔兒娘嫌伊人值處不停分。	8.036	NULL	NULL	荔枝記--光緒
26889	NULL	人物出眾又超群，	8.036	NULL	NULL	荔枝記--光緒
26890	NULL	面貌又聰俊。	8.037	NULL	NULL	荔枝記--光緒
26891	NULL	姻緣在天好怯緣分。	8.037	NULL	NULL	荔枝記--光緒
26892	NULL	勸你便去嫁乞伊。	8.037	NULL	NULL	荔枝記--光緒
26893	旦	障好恁厝查某仔因乜不嫁乞伊?	8.038	NULL	NULL	荔枝記--光緒
26894	丑	苦啞，	8.039	NULL	NULL	荔枝記--光緒
26895	NULL	伊句嫌阮村人。	8.039	NULL	NULL	荔枝記--光緒
26896	NULL	不，	8.039	NULL	NULL	荔枝記--光緒
26897	NULL	阮就去去嫁乞伊。	8.039	NULL	NULL	荔枝記--光緒
26898	旦	不通做某，	8.04	NULL	NULL	荔枝記--光緒
26899	NULL	不通做奴婢？	8.04	NULL	NULL	荔枝記--光緒
26900	丑	閑言野語汝今莫來相欺。	8.041	NULL	NULL	荔枝記--光緒
26901	旦打	死姐。	8.042	NULL	NULL	荔枝記--光緒
26902	NULL	爾做只親情罪靠平天。	8.042	NULL	NULL	荔枝記--光緒
26903	丑	伊人富貴誰人及伊？	8.043	NULL	NULL	荔枝記--光緒
26904	旦	任伊富貴，	8.044	NULL	NULL	荔枝記--光緒
26905	NULL	阮不願嫁乞伊。	8.044	NULL	NULL	荔枝記--光緒
26906	丑	亞娘爾今打罵婆仔，	8.045	NULL	NULL	荔枝記--光緒
26907	NULL	到許時共林大爹貼金煨玉，	8.045	NULL	NULL	荔枝記--光緒
26908	NULL	即憶著婆仔。	8.045	NULL	NULL	荔枝記--光緒
26909	旦打	死姐亞！	8.046	NULL	NULL	荔枝記--光緒
26910	丑	打一口血。	8.047	NULL	NULL	荔枝記--光緒
26911	旦	爾敢來面前說三四。	8.048	NULL	NULL	荔枝記--光緒
26912	丑	我今勸你莫罵可平宜。	8.049	NULL	NULL	荔枝記--光緒
26913	旦	那罵？	8.05	NULL	NULL	荔枝記--光緒
26914	丑	不罵句成打？	8.051	NULL	NULL	荔枝記--光緒
26915	旦	霎久就知	8.052	NULL	NULL	荔枝記--光緒
26916	丑	一年一歲了老。	8.053	NULL	NULL	荔枝記--光緒
26917	旦	叵耐虔婆一口乜無理。	8.054	NULL	NULL	荔枝記--光緒
26918	丑	共人作媒乜通無理？	8.055	NULL	NULL	荔枝記--光緒
26919	旦	說得我心頭火發起。	8.056	NULL	NULL	荔枝記--光緒
26920	丑	火發起恐燒著婆仔。	8.057	NULL	NULL	荔枝記--光緒
26921	旦	你夭句抵口舌。	8.058	NULL	NULL	荔枝記--光緒
26922	NULL	我看汝霎久定討死。	8.058	NULL	NULL	荔枝記--光緒
26923	丑	只查某仔一薦正吉。	8.059	NULL	NULL	荔枝記--光緒
26924	NULL	我著說幾句好話去勸伊。	8.059	NULL	NULL	荔枝記--光緒
26925	NULL	人說：	8.059	NULL	NULL	荔枝記--光緒
26926	NULL	好話解人金腰帶，	8.059	NULL	NULL	荔枝記--光緒
26927	NULL	呆話氣人腹肚破。	8.06	NULL	NULL	荔枝記--光緒
26928	NULL	亞娘，	8.06	NULL	NULL	荔枝記--光緒
26929	NULL	今即是婆仔說幾句話不著，	8.06	NULL	NULL	荔枝記--光緒
26930	NULL	汝今莫怪婆仔。	8.06	NULL	NULL	荔枝記--光緒
26931	NULL	嫁不嫁由亞娘，你共婆仔作業作乜？	8.061	NULL	NULL	荔枝記--光緒
26932	旦	只說亦是。	8.062	NULL	NULL	荔枝記--光緒
26933	NULL	不免我亦來若伊一下。	8.062	NULL	NULL	荔枝記--光緒
26934	NULL	引婆只兜來，	8.062	NULL	NULL	荔枝記--光緒
26935	NULL	我共你說。	8.062	NULL	NULL	荔枝記--光緒
26936	丑	待來，	8.063	NULL	NULL	荔枝記--光緒
26937	NULL	汝愛打我。	8.063	NULL	NULL	荔枝記--光緒
26938	旦	我不打你。	8.064	NULL	NULL	荔枝記--光緒
26939	丑	不打婆仔？	8.065	NULL	NULL	荔枝記--光緒
26940	旦	人說：	8.066	NULL	NULL	荔枝記--光緒
26941	NULL	井瓜無郎，	8.066	NULL	NULL	荔枝記--光緒
26942	NULL	井仔無腹腸。	8.066	NULL	NULL	荔枝記--光緒
26943	丑	今卜投婆仔了。	8.067	NULL	NULL	荔枝記--光緒
26944	旦	纔自阮不是。	8.068	NULL	NULL	荔枝記--光緒
26945	NULL	後生人食飯未多，	8.068	NULL	NULL	荔枝記--光緒
26946	NULL	汝莫怪阮。	8.068	NULL	NULL	荔枝記--光緒
26947	NULL	ㄑ踝一踝和爾。	8.068	NULL	NULL	荔枝記--光緒
26948	丑	亞娘風雨做過了，	8.069	NULL	NULL	荔枝記--光緒
26949	NULL	今即回南。	8.069	NULL	NULL	荔枝記--光緒
26950	旦	汝今將只聘禮送返林厝去，	8.07	NULL	NULL	荔枝記--光緒
26951	NULL	我惜ㄑ汝。	8.07	NULL	NULL	荔枝記--光緒
26952	丑	亞娘只話何不早呾？	8.071	NULL	NULL	荔枝記--光緒
26953	旦	今呾未落後。	8.072	NULL	NULL	荔枝記--光緒
26954	丑	天日亞！	8.073	NULL	NULL	荔枝記--光緒
26955	NULL	行我不知。	8.073	NULL	NULL	荔枝記--光緒
26956	NULL	一早起「頭鳥面腫」是乜事？	8.073	NULL	NULL	荔枝記--光緒
26957	NULL	許婆仔就送返去。	8.073	NULL	NULL	荔枝記--光緒
26958	旦	汝共我送去，	8.074	NULL	NULL	荔枝記--光緒
26959	NULL	我看汝足下鞋破了。	8.074	NULL	NULL	荔枝記--光緒
26960	丑	為恁二邊走破了。	8.075	NULL	NULL	荔枝記--光緒
26961	旦	冥旦次一雙鞋度汝穿。	8.076	NULL	NULL	荔枝記--光緒
26962	丑	向說許婆仔就送去。	8.077	NULL	NULL	荔枝記--光緒
26963	NULL	小七亞。	8.077	NULL	NULL	荔枝記--光緒
26964	旦	叫小七卜乜事?	8.078	NULL	NULL	荔枝記--光緒
26965	丑	叫伊共我收聘禮去。	8.079	NULL	NULL	荔枝記--光緒
26966	旦	甲汝送林厝去收許內我是袂。	8.08	NULL	NULL	荔枝記--光緒
26967	丑	待我聽掞，	8.081	NULL	NULL	荔枝記--光緒
26968	NULL	叫是打砛上去。	8.081	NULL	NULL	荔枝記--光緒
26969	旦	送過林厝。	8.082	NULL	NULL	荔枝記--光緒
26970	丑	林厝婆仔不敢送去。	8.083	NULL	NULL	荔枝記--光緒
26971	旦	乜事不敢?	8.084	NULL	NULL	荔枝記--光緒
26972	丑	婆仔食伊若物。	8.085	NULL	NULL	荔枝記--光緒
26973	旦	死姐，	8.086	NULL	NULL	荔枝記--光緒
26974	NULL	汝肯共我送去，	8.086	NULL	NULL	荔枝記--光緒
26975	NULL	我畏無物通度汝食!	8.086	NULL	NULL	荔枝記--光緒
26976	丑	食且寬一邊我句收一人赤ㄑ金釵。	8.087	NULL	NULL	荔枝記--光緒
26977	旦	汝共我送去，	8.088	NULL	NULL	荔枝記--光緒
26978	NULL	我冥旦打一對可重伊個乞汝帶。	8.088	NULL	NULL	荔枝記--光緒
26979	丑	亞娘人叫:	8.089	NULL	NULL	荔枝記--光緒
26980	NULL	金釵送來不通送去。	8.089	NULL	NULL	荔枝記--光緒
26981	旦	做年不通?	8.09	NULL	NULL	荔枝記--光緒
26982	丑	明旦頭上孫愛[勿+會]飼得。	8.091	NULL	NULL	荔枝記--光緒
26983	旦打	死姐爾。	8.092	NULL	NULL	荔枝記--光緒
26984	丑	打我一口血。	8.093	NULL	NULL	荔枝記--光緒
26985	NULL	我不送，	8.093	NULL	NULL	荔枝記--光緒
26986	NULL	汝硬ㄑ甲我送去。	8.093	NULL	NULL	荔枝記--光緒
26987	旦	我不嫁乞伊汝卜硬力我嫁乞伊。	8.094	NULL	NULL	荔枝記--光緒
26988	丑	珍珠成大著無媒人亦[勿+會]嫁。	8.095	NULL	NULL	荔枝記--光緒
26989	NULL	勸恁莫得障忍性，忤逆無孝義。	8.095	NULL	NULL	荔枝記--光緒
26990	旦	死虔婆，	8.096	NULL	NULL	荔枝記--光緒
26991	NULL	你怯口毒舌，	8.096	NULL	NULL	荔枝記--光緒
26992	NULL	霎久定著討死。	8.096	NULL	NULL	荔枝記--光緒
26993	丑	珍珠滿鬥，	8.097	NULL	NULL	荔枝記--光緒
26994	NULL	無媒人袂走。	8.097	NULL	NULL	荔枝記--光緒
26995	旦	也亞?	8.098	NULL	NULL	荔枝記--光緒
26996	NULL	任爾口出蓮花，	8.098	NULL	NULL	荔枝記--光緒
26997	NULL	阮不聽些兒，	8.098	NULL	NULL	荔枝記--光緒
26998	NULL	我心那不願，	8.098	NULL	NULL	荔枝記--光緒
26999	NULL	話說須卜記。	8.098	NULL	NULL	荔枝記--光緒
27000	丑	汝爹媽收人禮了。	8.099	NULL	NULL	荔枝記--光緒
27001	旦	只是汝般挑阮爹媽。	8.1	NULL	NULL	荔枝記--光緒
27002	丑	苦啊!	8.101	NULL	NULL	荔枝記--光緒
27003	NULL	太公釣魚，	8.101	NULL	NULL	荔枝記--光緒
27004	NULL	願者上釣，	8.101	NULL	NULL	荔枝記--光緒
27005	NULL	作侢般挑汝爹媽?	8.101	NULL	NULL	荔枝記--光緒
27006	旦	汝夭抵口。	8.102	NULL	NULL	荔枝記--光緒
27007	丑	任你千推萬托亦著成。	8.103	NULL	NULL	荔枝記--光緒
27008	旦	金釵汝卜送返去。	8.104	NULL	NULL	荔枝記--光緒
27009	丑	我不送返去。	8.105	NULL	NULL	荔枝記--光緒
27010	旦	汝不送去?	8.106	NULL	NULL	荔枝記--光緒
27011	NULL	金釵不送返，	8.106	NULL	NULL	荔枝記--光緒
27012	NULL	打死汝是定。	8.106	NULL	NULL	荔枝記--光緒
27013	丑	中刑拔汝人。	8.107	NULL	NULL	荔枝記--光緒
27014	旦	小七亞!	8.108	NULL	NULL	荔枝記--光緒
27015	丑	亞公阿!	8.109	NULL	NULL	荔枝記--光緒
27016	旦	叫亞公卜乜事?	8.11	NULL	NULL	荔枝記--光緒
27017	丑	你叫小七打我，	8.111	NULL	NULL	荔枝記--光緒
27018	NULL	ㄑ叫亞公惡我。	8.111	NULL	NULL	荔枝記--光緒
27019	旦	等亞公惡汝。	8.112	NULL	NULL	荔枝記--光緒
27020	丑	想乳亦不敢打死人。	8.113	NULL	NULL	荔枝記--光緒
27021	旦	小七亞!	8.114	NULL	NULL	荔枝記--光緒
27022	爭	亞娘叫小七卜乜事?	8.115	NULL	NULL	荔枝記--光緒
27023	旦	死虔婆無下石亞!	8.116	NULL	NULL	荔枝記--光緒
27024	爭	媒婆相共亞娘作沒人是好事，	8.117	NULL	NULL	荔枝記--光緒
27025	NULL	都著謝匕伊，	8.117	NULL	NULL	荔枝記--光緒
27026	NULL	打伊乜事?	8.117	NULL	NULL	荔枝記--光緒
27027	旦	斬頭，	8.118	NULL	NULL	荔枝記--光緒
27028	NULL	我卜使你夭分賊口。	8.118	NULL	NULL	荔枝記--光緒
27029	爭	那是口向呾箠我帶出來。	8.119	NULL	NULL	荔枝記--光緒
27030	旦	打一柄乞伊。	8.12	NULL	NULL	荔枝記--光緒
27031	爭	十種，	8.121	NULL	NULL	荔枝記--光緒
27032	NULL	我假汝共我做媒人，	8.121	NULL	NULL	荔枝記--光緒
27033	NULL	伊卜共我做一個九十五歲今我打只十種。	8.121	NULL	NULL	荔枝記--光緒
27034	丑	斬頭!	8.123	NULL	NULL	荔枝記--光緒
27035	NULL	汝敢打我!	8.123	NULL	NULL	荔枝記--光緒
27036	NULL	我，我共亞公說皮亦剝汝個。	8.123	NULL	NULL	荔枝記--光緒
27037	NULL	打汝就著死，	8.123	NULL	NULL	荔枝記--光緒
27038	NULL	汝敢打我?	8.123	NULL	NULL	荔枝記--光緒
27039	爭	亞娘我不敢打伊。	8.124	NULL	NULL	荔枝記--光緒
27040	旦	汝乜]事不敢打伊。	8.125	NULL	NULL	荔枝記--光緒
27041	爭	姨娘叫：	8.126	NULL	NULL	荔枝記--光緒
27042	NULL	卜共亞公說。	8.126	NULL	NULL	荔枝記--光緒
27043	NULL	那卜打，	8.126	NULL	NULL	荔枝記--光緒
27044	NULL	著共小七相助。	8.126	NULL	旦打下	荔枝記--光緒
27045	外	小七亞！	8.127	NULL	NULL	荔枝記--光緒
27046	爭	只十種都是亞公亞。	8.128	NULL	NULL	荔枝記--光緒
27047	下外	益春牽媒姨起來。	8.129	NULL	NULL	荔枝記--光緒
27048	占	死姐，	8.13	NULL	NULL	荔枝記--光緒
27049	NULL	汝那[勿+會]食了，	8.13	NULL	NULL	荔枝記--光緒
27050	NULL	倒東倒西。	8.13	NULL	NULL	荔枝記--光緒
27051	丑	娼娘仔，	8.131	NULL	NULL	荔枝記--光緒
27052	NULL	我食冷粥會醉。	8.131	NULL	NULL	荔枝記--光緒
27053	占打下外	賊婢討死。	8.132	NULL	NULL	荔枝記--光緒
27054	NULL	姨娘，	8.132	NULL	NULL	荔枝記--光緒
27055	NULL	且起。	8.132	NULL	NULL	荔枝記--光緒
27056	丑	我[勿+會]得起了。	8.133	NULL	NULL	荔枝記--光緒
27057	NULL	五娘仔力我打得障損。	8.133	NULL	NULL	荔枝記--光緒
27058	外	打汝做乜?	8.134	NULL	NULL	荔枝記--光緒
27059	丑	聘禮送來，	8.135	NULL	NULL	荔枝記--光緒
27060	NULL	甲我送去，	8.135	NULL	NULL	荔枝記--光緒
27061	NULL	是我不從，	8.135	NULL	NULL	荔枝記--光緒
27062	NULL	頭毛採落就許上下當。	8.135	NULL	NULL	荔枝記--光緒
27063	NULL	ㄑ得我老人頭都眩黃。	8.135	NULL	NULL	荔枝記--光緒
27064	NULL	伊人有子煩惱無媳婦，	8.136	NULL	NULL	荔枝記--光緒
27065	NULL	將只聘禮我就送返，	8.136	NULL	NULL	荔枝記--光緒
27066	NULL	好ㄑ怯ㄑ都是九郎。	8.136	NULL	NULL	荔枝記--光緒
27067	外	媒姨且起。	8.137	NULL	NULL	荔枝記--光緒
27068	丑	乞婆仔返去。	8.138	NULL	NULL	荔枝記--光緒
27069	外	媒姨聽我在三相勸。	8.139	NULL	NULL	荔枝記--光緒
27070	NULL	只是我仔所見不長。	8.139	NULL	NULL	荔枝記--光緒
27071	NULL	想見聘禮送過來侢通送返!	8.139	NULL	NULL	荔枝記--光緒
27072	NULL	小七過來。	8.14	NULL	NULL	荔枝記--光緒
27073	爭	我在只處。	8.141	NULL	NULL	荔枝記--光緒
27074	外	過來!	8.142	NULL	NULL	荔枝記--光緒
27075	NULL	將只聘禮收入去控。	8.142	NULL	NULL	荔枝記--光緒
27076	爭	回。	8.143	NULL	NULL	荔枝記--光緒
27077	旦內	斬頭爾散。	8.144	NULL	NULL	荔枝記--光緒
27078	爭	哀阿，	8.145	NULL	NULL	荔枝記--光緒
27079	NULL	我死。	8.145	NULL	NULL	荔枝記--光緒
27080	外	乜事？	8.146	NULL	NULL	荔枝記--光緒
27081	爭	目周[扌+度]都青盲了乜事？	8.147	NULL	NULL	荔枝記--光緒
27082	NULL	亞娘櫸一枝火吹對目[扌+度]一下，	8.147	NULL	NULL	荔枝記--光緒
27083	NULL	出火。	8.147	NULL	NULL	荔枝記--光緒
27084	NULL	乜事？	8.147	NULL	NULL	荔枝記--光緒
27085	外	誰在處？	8.148	NULL	NULL	荔枝記--光緒
27086	爭	夭句一個店許巷內，	8.149	NULL	NULL	荔枝記--光緒
27087	NULL	各歇一下。	8.149	NULL	NULL	荔枝記--光緒
27088	外	賊婢店處，	8.15	NULL	NULL	荔枝記--光緒
27089	NULL	討死度我。	8.15	NULL	NULL	荔枝記--光緒
27090	NULL	小七捧入去。	8.15	NULL	NULL	荔枝記--光緒
27091	爭	趁無人在只處，	8.151	NULL	NULL	荔枝記--光緒
27092	NULL	我大步走入來去。	8.151	NULL	NULL	荔枝記--光緒
27093	外	媒姨亞！	8.152	NULL	NULL	荔枝記--光緒
