台語漢字,pos_h
自許,VH
自誇,VE
自豪,VH
自負,VH
自輦車,Na
自轉,VA
自重,VH
自開誇,VE
自高,VH
臭gia5-gia5,VH
臭hian3,Na
臭phu2,VH
臭phu2味,Na
臭sioh8,VH
臭ta,VR
臭凋庀,Na
臭凋色,VH
臭名,Na
臭名聲,Na
臭味,Na
臭啣啣,VH
臭土,Na
臭奶hian3,Na
臭小囝,Na
臭心想,VE
臭心肝,Na
臭揚,VH
臭柴,Na
臭柿子,Na
臭殕茶,Na
臭殕話,Na
臭毛毛,VH
臭氣,Na
臭氧,Na
臭溝糜,Na
臭濁,VH
臭火ta,VR
臭火咯,VR
臭火烙,VR
臭火燻,VR
臭爛,VH
臭生荒,VJ
臭生驚,VH
臭疑,Na
臭皮囊,Na
臭破味,Na
臭空,Na
臭笨,VH
臭羊羶,Na
臭羶味,Na
臭羶貓,Na
臭老hian3,VH
臭耳聾的,Na
臭肉,Na
臭肥,VH
臭腥龜,Na
臭臊味,Na
臭臊神,VH
臭草,Na
臭薸,VH
臭蟲,Na
臭行,VH
臭賤相,Na
臭賤骨,Na
臭酸phun,Na
臭酸想,VE
臭酸步,Na
臭酸水,Na
臭酸話,Na
臭重,VH
臭銅sian,Na
臭雪文,Na
臭頭山,Na
臭餿,Na
臭黃,VH
臭鼻蟲,Na
至上,VH
至善,Na
至多,Da
至大,VH
至尊,Na
至德,Na
至於,P4
至極,Df
至濟,Da
至誠,VH
至高,VH
致函,VC
致力,VL
致勝,VH
致命,VH
致命傷,Na
致命處,Na
致富,VH
致心,VH
致恨,VJ
致成,VL
致敬,VB
致歉,VB
致死,VB
致甲,Cb
致癌物,Na
致賀,VB
致贈,VD
致送,VD
致電,VC
臻,VJ
臼仔槌,Na
臼齒,Na
舂乓,VA
舂乓賊,Na
舂杵,Na
舂碎,VC
舂米所,Nc
舂臼槌,Na
舂著壁,VA
舂車,VA
舅仔姊夫,Na
舅燈,Na
與民爭利,VA
與生俱來,VH
與眾不同,VH
與賽,VA
興chhic-h-chh,VA
興lim,VH
興phut8-phut8,VA
興put8-put8,VH
興中會,Nb
興事,VA
興倒,Na
興兵,VA
興國,VA
興奮,VH
興奮劑,Na
興安,Nc
興復,VC
興插事,VH
興查某,VH
興盛,VH
興築,VC
興粉味,VH
興耍,VH
興致,Na
興訟,Na
興諍,VH
興講話,VH
興賤,VH
興起,VC
興辦,VC
興隆,VH
興革,VC
興食,VH
舉世,Na
舉人,Na
舉債,VA
舉國,Na
舉奏板,VA
舉家,Da
舉手,VA
舉杯,VA
舉止,Na
舉發,VC
舉目,Dh
舉紅燈,VB
舉重,Na
舉銃,VA
舉雨傘,VA
舉頭,VA
舉頭旗,VA
舊lau3-lau3,VH
舊事,Na
舊人,Na
舊作,Na
舊例,Na
舊冊,Na
舊制,Na
舊地,Nc
舊地址,Nc
舊址,Nc
舊型,A
舊套,Na
舊套頭,Na
舊存年,Nd
舊屬,Na
舊岫,Na
舊年度,Nd
舊情,Na
舊把戲,Na
舊換新,VA
舊時,Dd
舊曆年,Nd
舊案,Na
舊款,A
舊漚,VH
舊煙,A
舊相,VH
舊相相,VH
舊米,Na
舊糟粕,Na
舊老博,VH
舊落,VH
舊落落,VH
舊衫,Na
舊觀,Na
舊譜照搬,VH
舊路,Na
舊金山,Nc
舊頭腦,Na
舌仔,Na
舌疳,Na
舌疽,Na
舌癌,Na
舌苔,Na
舍人,Na
舒暢,VH
舒服,VH
舒爽,VH
舖排,VC
舖蓋,Na
舖設,VC
舞台劇,Na
舞場,Nc
舞弄,VF
舞弊,VA
舞翼,Dh
舞蹈家,Na
舟山,Nc
舢板,Na
舢舨搖,VA
航向,Na
航政,Na
航政司,Nc
航業,Na
航次,Na
航海,VA
航空器,Na
航空站,Nc
航空衣,Na
航速,Na
航道,Na
航點,Na
般若,Na
舶,b
船kam2堵,Na
船位,Na
船務,Na
船名,Na
船塢,Na
船墘,Na
船工,Na
船底,Nc
船桅,Na
船澳,Na
船票,Na
船舶,Na
船艦,Na
船路,Na
船身,Na
船運,Na
船隊,Na
船面,Na
船體,Na
船齡,Na
船,Na
艙位,Na
艦上,Nc
艦艇,Na
良善,VH
良多,VH
良家婦女,Na
良方,Na
良機,Na
良民,Na
良策,Na
良緣,Na
艱困,VH
艱苦心,Na
艱苦生,VA
艱苦聽,VH
艱計,VH
艱辛,VH
艱過,VH
艱鉅,VH
色加,Na
色巧話,Na
色情狂,Na
色料,Na
色牙,Na
色狼,Na
色筆,Na
色致,Na
色調,Na
艷,VH
艷色,VH
艷顯,VH
艷麗,VH
艾森豪,Nb
艾綿,Na
艾草,Na
芋卵,Na
芋婆,Na
芋棗,b
芋莖菜尾,Na
芋鹹,Na
芍藥,Na
芎林,Na
芎蕉,Na
芎蕉冰,Na
芎蕉油,Na
芎蕉王,Na
芎蕉綠,VH
芎蕉霜,Na
芒東仔,Na
芒硝,Na
芒花,Na
芒草,Na
芙蓉,Na
芝加哥,Nc
芝加哥大學,Nc
芝屄,Na
芝屄毛,Na
芝屄蒂,Na
芝屄蘡,Na
芝草,Na
芝麻,Na
芥菜籽,Na
芬園,Nc
芬蘭,Nc
芭蕉魚,Na
芭蕾舞,Na
芮,Nb
芯,Na
花ko5,VH
花人,Na
花仔傘,Na
花仔衫,Na
花冠,Na
花卉,Na
花卷,Na
花台,Nc
花噴,Na
花囉,Na
花囉狗,Na
花囉貓,Na
花圃,Nc
花娘,Na
花婆嘴,VH
花婆話,VA
花子,Na
花字,Na
花季,Nd
花客,Na
花尋,Na
花崗石,Na
花市,Nc
花式,Na
花心,Na
花扮,Na
花斑,VH
花斑點,Na
花旗,Nc
花旗銀行,Nc
花期,Nd
花木,Na
花柄,Na
花柳病,Na
花款,Na
花消,VC
花漉漉,VH
花瓣,Na
花用,VC
花疑訝,VH
花痕,Na
花癲,Na
花眉仔,Na
花砂糖,Na
花神,VH
花稈,Na
花童,Na
花範,Na
花粉熱,Na
花糋,Na
花翱,VH
花翱翱,VH
花脯,Na
花臉面,Na
花色,Na
花花,VH
花花世界,Na
花芳,Na
花草步,Na
花葉,Na
花蒂,Na
花蓮豆,Na
花蘡,Na
花蜜,Na
花螺,VH
花血,Na
花言巧語,VA
花逝,Na
花邊,Na
花都,Nc
花酒,Na
花錦地,Nc
花鏡,Na
花鬚,Na
花鱸,Na
花鳥,Na
花鹿,Na
花鹿鹿,VH
花點,Na
花齣,Na
芳名,Na
芳噴噴,VH
芳心,Na
芳氣,Na
芳沖沖,VH
芳滾滾,VH
芳甜,VH
芳精,Na
芳臭,Na
芳花,Na
芳苑,Nc
芳茶箍,Na
芳菜,Na
芳貢貢,VH
芳蹤,Na
芳鄰,Na
芳雪文,Na
芳頭,Na
芳香味,VH
芳齡,Na
苕苕,VH
苗圃,Nc
苗族,Nb
苗條,VH
苛打,VC
苛求,VC
苛責,VC
苛風,Dh
苜蓿,Na
苟意,VH
苟簡,VH
若m7,Db
若m7是,VG
若定,Tb
若欲,Cb
若欲是,Cb
若甲,Cb
苦be7得,VK
苦be7通,VK
苦loh8,Na
苦m7,VK
苦不堪言,VH
苦主,Na
苦刑,Na
苦功夫,Na
苦厄,Na
苦命,VH
苦嘆,VE
苦學,VC
苦役,Na
苦思,VE
苦惱,VH
苦慼,Na
苦戰,VA
苦戲,Na
苦掩,Na
苦斂,Na
苦旱,Na
苦果,Na
苦柱,Na
苦桃,Na
苦楚,Na
苦樂,Na
苦毛,Na
苦氣,VH
苦水,Na
苦湯,Na
苦無,VK
苦痛,VH
苦皮,Na
苦笑,VA
苦練,VC
苦肉計,Na
苦茶,Na
苦葉葉,VH
苦行,A
苦衷,Na
苦里,Na
苦驚,Db
苦麻,Na
苧仔布,Na
苧仔索,Na
苧仔絲,Na
苧仔線,Na
苧仔薯,Na
苧仔衫,Na
苯,Na
英俊,VH
英傑,Na
英勇,VH
英名,Na
英哩,Nf
英國,Nc
英國人,Na
英國花,Na
英姿,Na
英威,VH
英威磅磅,VH
英寸,Nf
英年,Na
英明,VH
英格蘭,Nc
英氣,Na
英烈,VH
英畝,Nf
英華,Na
英豪,Na
英靈,Na
英魂,Na
苹仔,Na
茁泡,VH
茁膿,VH
茁芽,VA
茁蘡,VA
茂林,Na
茂盛,VH
茄朾,Na
茄藤,Na
茄藤樹,Na
茅仔,Na
茅根草,Na
茅草根,Na
茅菅,Na
茉莉,Na
茫然,VH
茫罕罕,VH
茫茫,VH
茫霧,Na
茯苓,Na
茱萸,Na
茲事體大,VH
茴香,Na
茶siu7,b
茶具,Na
茶几仔,Na
茶壺,Na
茶房,Na
茶攤,Na
茶會,Na
茶桌仔,Nc
茶水,Na
茶瓶,Na
茶盅,Na
茶箍粉,Na
茶綠,A
茶船,Na
茶色,Na
茶花,Na
茶道,Na
茶配,Na
茶酒,Na
茶鹽,Na
茹,VH
茹chhiang2-chhiang2,Nb
茹ka3-ka3,VH
茹ko--ko,Nb
茹ko5,VH
茹so5,VA
茹亂,VH
茹倨,VH
茹冗冗,VH
茹唸,VA
茹氅氅,Na
茹狂狂,VH
茹絞絞,VH
茹絮夢,VA
茹茸鬖框,VH
茹頭鬖髻,VH
茹馬馬,VH
茹鬖鬖,VH
草pho7,Na
草丑仔,Na
草仔墓,Na
草仔性,Na
草刺,Na
草包仔,Na
草厝,Na
草地傖,Na
草塞仔,Na
草屯,Nc
草擬,VC
草料,Na
草書,Na
草木,Na
草根,Na
草橄仔,Na
草沖,Na
草疕,Na
草稿,Na
草笠,Na
草約,Na
草花,Na
草菅人命,VA
草菜,Na
草蘢,Na
草蜢,Na
草貓,VH
草踏,VC
草鉼,Na
草間,Na
草雞仔,Na
草鞋板,Na
草鞋禮,Na
草齴,VH
草龍,Na
荏弱,VH
荏漢,Na
荏腳,Na
荏腳數,Na
荏貨,Na
荏路,VH
荏馬,Na
荒ham3,VH
荒hiN3,VH
荒唐,VH
荒地,Na
荒山,Nc
荒年,Na
荒心,VH
荒村,Na
荒蕪,VH
荒譀,VH
荒郊,Nc
荒郊野外,Nc
荒野,Nc
荒頭狗,Na
荷包仔,Na
荷爾蒙,Na
荷花,Na
荷蘭,Nc
荷蘭人,Na
荷蘭薯,Na
莊官,Na
莊腳,Nc
莊腳人,Na
莎雞,Na
莒光日,Nd
莒光號,Na
莓仔,Na
莞,b
莫卻,Cb
莫大,A
莫捏,VA
莫斯科,Nc
莫用,Db
莫衷一是,VH
莫說,Cb
莫說講,Cb
莫講卻,Cb
莫講是,Cb
莽夫,Na
莽懂,VH
莽懂漢,Na
莽撞,VH
菁靛,A
菖蒲葉,Na
菜khok,Na
菜乾,Na
菜公,Na
菜圃,Nc
菜壟,Na
菜廚,Na
菜擔,Na
菜擔仔,Na
菜料,Na
菜架,Na
菜确,Na
菜碗,Na
菜種,Na
菜籽,Na
菜羹飯,Na
菜股,Na
菜脯絲,Na
菜脯角,Na
菜雞,Na
菜餚,Na
菜鴿,Na
菠菱仔,Na
菠蔆仔,Na
菠薐菜,Na
華中,Nc
華北,Nc
華南,Nc
華噴,VH
華埠,Nc
華夏,Nc
華山,Nc
華彩,VH
華新,Nc
華東,Nc
華沙,Nc
華沙公約,Nb
華燈,Na
華爾街,Nc
華盛頓,Nc
華美,VH
華興,Nc
華航,Nc
華西,Nc
華視,Nc
華費,VC
華麗,VH
菱角嘴,VH
菲律賓,Nc
菸,Na
萌生,VJ
萌起,VJ
萬刀剉,VB
萬力,Na
萬千,Df
萬壽,b
萬壽匏,Na
萬壽山,Nc
萬壽果,Na
萬安,VH
萬巒,Na
萬年青,Na
萬惡,A
萬歲,VH
萬用,A
萬百姓,Na
萬福,Na
萬花筒,Na
萬花鏡,Na
萬言,Na
萬象,Na
萬里,Nc
萬金,Na
萬金囝,Na
萬靈丹,Na
萱草,Na
落chhih8,VH
落lam3,VJ
落lau2,VC
落song7,VH
落三落四,VH
落下ham,VA
落下頷,VA
落交,VH
落人嘴,VH
落低,VA
落佮吐,VA
落俗,Na
落停,VH
落八,VC
落勢,VH
落半旗,VA
落去樓腳,VA
落句,Nf
落名,VA
落吐瀉,Na
落土,VA
落在,VC
落地,VA
落坐,VH
落場,Na
落塌,VH
落墟,VA
落孤鳥,VH
落定,Na
落尺,VH
落尾來,Nd
落屎症,Na
落屎藥,Na
落嶺,VA
落工,VH
落工夫,VA
落差,Na
落床,VA
落心,VK
落志,VH
落性,VC
落括,VH
落掉,VR
落插,VA
落擺,VC
落攔頭,Na
落敗,VH
落教,VA
落斷,VH
落日,Na
落景,VC
落柴,VB
落款,VA
落毛,VA
落水雞仔,Na
落泊,VH
落洘,VA
落海,VA
落淚,VA
落湖,VH
落溝,VH
落瀉病,Na
落災,VH
落無,VH
落獄,VA
落班,VA
落田,VA
落監,VA
落眠床,VA
落種,VA
落空,VH
落空行,VA
落空銃,VH
落站,VC
落筆,VA
落籍,VC
落級,VB
落網,VA
落耦,VH
落肉,VH
落腳生,Na
落花,Na
落花生,Na
落落來,VR
落落去,VR
落葉,Na
落薄,VH
落藥,VA
落西北,Nc
落課,VH
落走,VA
落身,VH
落陣,VH
落雷,VA
落馬,VB
落鬮,VH
落鼎,VB
葉仔路,Na
葉似花,Na
葉柄,Na
葉甲,Na
葉稈,Na
葉稿,Na
葉筋,Na
葉絲,Na
葉網,Na
葉脈,Na
葉身,Na
葉門,Nc
著ka-chak8,VR
著that,VH
著tiau5,VH
著一驚,VH
著作人,Na
著作物,Na
著冊,VA
著力,VH
著加促,VH
著勢,VH
著吊,VB
著咳浞,VR
著天吊,VH
著愛知,Na
著手,VF
著日,VA
著是,Db
著暝,VA
著書,VA
著有,VJ
著欲,Db
著毒,VH
著法,VH
著火燒,VH
著熱狂,VH
著燒,VC
著狂,VH
著猴爽,b
著猴踔,Na
著班,VA
著病風,VH
著眼,VJ
著眼點,Na
著磨,Na
著稱,VI
著算,Cb
著箭,Di
著節氣,VH
著總,VH
著腳觸,VH
著芝磨,VH
著苦,VH
著苦疼,VH
著落,Na
著著,V_
著衰,VH
著路,Na
著述,Na
著魔神,VH
葛藤,Na
葡萄乾,Na
葡萄柚,Na
葡萄牙,Nc
葡萄糖,Na
董事會,Na
葫蘆腰,Na
葬儀社,Nc
葬式,Na
葭,b
葯,Na
葵棕,Na
蒐證,VA
蒐購,VD
蒐集,VC
蒙受,VJ
蒙古,Nc
蒙特婁,Nc
蒙羞,VH
蒙胞,Na
蒙蔽,VC
蒙藏委員會,Nb
蒙面,VA
蒜仔栽,Na
蒜仔骨,b
蒜末,Na
蒜絨,Na
蒝荽,Na
蒞臨,VC
蒲公英,Na
蒲去,VH
蒲團,Na
蒲葵,Na
蒸氣,Na
蒸發,VA
蒸蒸日上,VH
蒸餾,VC
蒸餾水,Na
蒺藜,Na
蒼生,Na
蓄傢伙,VA
蓄水池,Na
蓄電池,Na
蓄電量,Na
蓄音機,Na
蓊,VH
蓊影,Na
蓋一大,VH
蓋仔,Na
蓋仙,Na
蓋印仔,VA
蓋好,VH
蓋洛普,Nc
蓋滷,VA
蓋章,VA
蓋笑,VA
蓋第一,VH
蓬勃,VH
蓬弄鬆,VH
蓬果,Na
蓬生果,Na
蓬萊,Nc
蓬蓬沖,b
蓬蓬著,VH
蓮台,Na
蓮子心,Na
蓮池,Na
蓮花坐,VA
蓮花池,Nc
蓮花舌,Na
蓮花苞,Na
蓮苞,Na
蓼,b
蓼稿,b
蔓菁,Na
蔗園,Na
蔗粕,Na
蔗糖,Na
蔗,Nc
蔘仔,Na
蔣總統,Na
蔥珠,Na
蔥管,Na
蔥脆,VH
蔥菜,Na
蔥蒜,Na
蔥藕,Na
蔫脯,VH
蔬果,Na
蔬菜,Na
蔭份,Na
蔭分,Na
蔭影,VC
蔭火,VA
蔭綠,VH
蔭股,Na
蕃薯,Na
蕃薯市,Nc
蕃薯皮,Na
蕃薯簽,Na
蕃薯舅,Na
蕃藷,Na
蕉袋,Na
蕉農,Na
蕩時日,VJ
蕩蕩晃,VA
蕪菁,Na
蕭邦,Nb
薄倖,VH
薄利,Na
薄命,VH
薄弱,VH
薄皮,VH
薄皮仔,Na
薄福,VH
薄禮,VH
薄膜,Na
薄酒,Na
薄釐絲,VH
薑餅,Na
薔薇,Na
薦任,Na
薪俸,Na
薪勞,Na
薪津,Na
薪火相傳,VA
薪禾,Na
薪酬,Na
薰嘴,Na
薰嘴仔,Na
薰土,Na
薰塞仔,Na
薰枝,Na
薰殼仔,Na
薰絲,Na
薰草,Na
薰葉,Na
薰酒,Na
藉口,Na
藉手,Na
藉故,Dh
藉機,Dh
藉著,P3
藉言,Na
藉詞,Na
藉話,Na
藍天,Na
藍本,Na
藍靛,A
藏人,Na
藏書,Na
藏起來,VR
藏身,VA
藏頭沕,Dh
藕節,Na
藕粉,Na
藝名,Na
藝妓,Na
藝妲,Na
藝專,Nc
藝展,Na
藝林,Na
藝能,Na
藝術化,VH
藝術品,Na
藝術性,Na
藝術界,Nc
藝術館,Nc
藝量,VC
藝閣,Na
藤仔花,Na
藤皮,Na
藥仔店,Nc
藥力,Na
藥味,Na
藥商,Na
藥圓,Na
藥學,Na
藥帖,Na
藥引,Na
藥性,Na
藥散,Na
藥末,Na
藥材王,Nb
藥氣,Na
藥湯,Na
藥滓,Na
藥王,Nb
藥理學,Na
藥用,VH
藥量,Na
藥餅,Na
藩屏,Na
藩籬,Na
藻,Na
藻類,Na
蘆竹仔,Na
蘆荻,Na
蘆葦,Na
蘇俄,Nc
蘇格蘭,Nc
蘇氣,VH
蘇派,VH
蘇爽,VH
蘇維埃,Nc
蘇聯,Nc
蘇花公路,Na
蘡,Na
蘢,b
蘢親情,Na
蘭嶼,Nc
蘭陽,Nc
蘿蔔,Na
蘿蔔菜,Na
虎siu7,Nc
虎仙,Na
虎口,Na
虎口嘴,Na
虎口門,Na
虎嘴齒,Na
虎威,Na
虎將,Na
虎尾,Na
虎岫,Nc
虎廚,Na
虎押,Na
虎狼心肝,VH
虎獅,VD
虎獅拿,VD
虎獅狗,Na
虎穴,Nc
虎符,Na
虎膦仙,VA
虎膦嘴,VA
虎花,VD
虎莓,Nc
虎視眈眈,VH
虎頭鉗,Na
虎鰻,Na
虐嘴,VH
虔心,Na
虔意,Na
虔捋捋,VH
虔敬,VH
虔笑,VA
處世,VA
處事,VA
處分,Na
處刑,VB
處和,VA
處在,VJ
處女地,Na
處折,VD
處於,VJ
處死,VC
處決,VC
處治,VC
處理器,Na
處理機,Na
虛lam2,VH
虛假,VH
虛偽,VH
虛名,Na
虛報,VC
虛實,Na
虛幻,VH
虛心,VH
虛情假意,VI
虛榮,VH
虛歲,Na
虛泛,VH
虛無,VH
虛無主義,Na
虛線,Na
虛脫,VH
虛花,VH
虛荏,VH
虛裂裂,VH
虛設,VC
虛詐,VH
虛詞,Na
虛驚一場,Na
號令,Na
號叫,VG
號召,VF
號吹,Na
號數,Na
號筒,Na
號誌,Na
號頭旗,Na
虧待,VC
虧心行,Na
虧損累累,VH
虫,Na
虯之溜,VH
虯頭毛,Na
虱母,Na
虱母仔,Na
虼蠐,Na
蚊sak仔,Na
蚊仔,Na
蚊仔水,Na
蚊仔窗,Na
蚊仔薰,Na
蚊仔香,Na
蚊摔,Na
蚊摔仔,Na
蚊罩,Na
蚊薰,Na
蚊蟲,Na
蚊香,Na
蚋,Na
蚋仔草,Na
蚜,b
蚵仔兜,VC
蚵仔鹹,VH
蚵油,Na
蚵酺,b
蚶蚶,VH
蚼蟻,Na
蚼蟻堆,Na
蚼蟻塔,Na
蚼蟻岫,Na
蚼蠅,Na
蛀嘴齒,Na
蛀核,VC
蛀洞,Na
蛀空,Na
蛀穿,Na
蛀蚼,Na
蛀蛘,Na
蛆蟲,Na
蛇舅母,Na
蛇蟒,Na
蛇麻草,Na
蛉,b
蛋白質,Na
蛘廣西,Na
蛘蜅西,Na
蛛絲馬跡,Na
蛜蝛,Na
蛞蝓,b
蛤kui仔,Na
蛤蚧,Na
蛤蛙,Na
蛤蛙仔,Na
蛤蜊,Na
蛤螺,Na
蛸,b
蛹,Na
蛻毛,VA
蛻變,VA
蛾眉,Na
蜂siu7,Na
蜂siu7煤,Na
蜂siu7空,Na
蜂岫肚,Na
蜂王,Na
蜂腰,Na
蜅蛙,Na
蜈蚣珠,Na
蜈蚣蛸,Na
蜈蜞帶,Na
蜉蝣,Na
蜘蛛絲,Na
蜚,b
蜜房,Na
蜜蠟,Na
蜜餞,Na
蝕水,VA
蝕痕,VC
蝘蜓,Na
蝙蝠,Na
蝡價,VA
蝦乾,Na
蝦卵,Na
蝦子,Na
蝦米曲,VA
蝦米蹺,VA
蝶仔花,Na
蝹先生,Na
蝹蜷,VA
螉蠮,Na
螉蠮腰,Na
螉蠮蜂,Na
融入,VR
融通,VA
螟個,Na
螟蛉子,Na
螢光,VH
螢光幕,Na
螳臂當車,VA
螺仔殼,Na
螺仔鬃,Na
螺哨角,Na
螺旋,Na
螺殼,Na
螺母,Na
螺絲刀,Na
螺絲母,Na
螺絲牙,Na
螺絲鏇,Na
螺鬃,Na
蟉蚤,Na
蟉蟬,Na
蟉蠐,Na
蟉蠽,Na
蟋蟀,Na
蟑蜍,Na
蟒蛇,Na
蟟鯉,Na
蟠桃,Na
蟫仔,Na
蟫蟲,Na
蟫蠽,Na
蟫魚,Na
蟬聯,VJ
蟯嗤嘈,VH
蟯弄,VC
蟯歹,VH
蟯癢,VB
蟯蟯chhoah,VH
蟯蟯so5,VH
蟯蟯動,VH
蟯蟶,VH
蟲害,Na
蟲絲,Na
蟲草,Na
蟳仔仁,Na
蟳管挾,Na
蟳管腳,Na
蟶無影,Na
蟹仔,Na
蟺蟲仔,Na
蟾蜍,Na
蠅虎,Na
蠍仔蟲,Na
蠔仔,Na
蠔殼灰,VH
蠟像,Na
蠟板,Na
蠟燭台,Na
蠟盤,Na
蠢笨,VH
蠹魚,Na
蠻柴頭,Na
蠽仁,Na
蠽仔,Na
蠽膏,Na
血仇,Na
血債,Na
血凍,Na
血印,Na
血塊,Na
血崩,VH
血巴,Na
血庫,Na
血性,Na
血戰,VA
血抱心,Na
血攻心,VI
血書,Na
血本,Na
血本無歸,VH
血朵,Na
血案,Na
血母,Na
血水,Na
血汗,Na
血汗錢,Na
血油,Na
血泊,Na
血流如注,VH
血淚,Na
血清,Na
血滓,Na
血漏,VH
血漢,VH
血漿,Na
血球,Na
血痕,Na
血痢,Na
血瘤,Na
血糖,Na
血肉,Na
血脈,Na
血腮腮,VH
血臊,VH
血虛,VH
血蟲,Na
血衣,Na
血角,Na
血量,Na
行be7通,VH
行hong5,VH
行oa2,VR
行thang3-thang3,VR
行事,VA
行云,VA
行人,Na
行伍,Na
行儀,Na
行兇,VA
行凶,VA
行刑,VB
行到,VR
行刺,VC
行劫,VC
行勻,VA
行去a,VH
行口,Nc
行向,Na
行吟,VA
行商,VA
行善,VA
行大禮,VA
行宜,Na
行宮,Nc
行家,Na
行彎路,VA
行後山,VB
行徑,Na
行憲,VA
行房,VA
行拳,VA
行放,Na
行政區,Na
行政法院,Nc
行時,VH
行暗路,VH
行會通,VH
行李箱,Na
行柴腳,VA
行止,Na
行江湖,VA
行無路,VH
行照,Na
行痕,VH
行省,Nc
行竊,VA
行節氣,Na
行者,Na
行腳到,VA
行腳花,VA
行號,Na
行規,Na
行詐,VC
行誕,VH
行賄,VB
行跡,Na
行轉,VR
行進,VA
行遊,VC
行遍,VR
行過,VC
行過去,VR
行過身,VC
行都,Nc
行酒家,VA
行雲頂,VH
行靈,VH
行頭,Na
行館,Nc
行駛,VA
行騙,VA
衒禮,VB
術士,Na
術科,Na
術語,Na
街景,Na
街頂,Nc
衛冕,VC
衛生局,Nc
衛生所,Nc
衛生署,Nc
衛生處,Nc
衛生衣,Na
衛生衫,Na
衛生部,Nc
衛道,VA
衛隊,Na
衝hong5,VH
衝射,VA
衝拚,VA
衝撞,VH
衝犯,VC
衝皇,VH
衝破,VC
衝磅,VH
衝線,VA
衝鋒陷陣,VA
衝面,Dg
衝風,VA
衝,VC
衣冠,Na
衣帶,Na
衣收裙,Na
衣料,Na
衣服,Na
衣櫃,Na
衣物,Na
衣缽,Na
衣裙,Na
衣裳,Na
衣裳身穿,VC
表仔,Na
表叔,Na
表哥,Na
表妹,Na
表姐,Na
表姪,Na
表弟,Na
表徵,Na
表汗,VH
表演賽,Na
表率,Na
表皮,Na
表象,Na
表露,VC
衫丈,Na
衫仔抿,VC
衫仔料,Na
衫仔枋,Na
衫仔槌,Na
衫仔脰,Na
衫仔袋,Na
衫仔襟,Na
衫仔領,Na
衫帕,b
衫料,Na
衫櫥,Na
衫穿,Na
衫連裙,Na
衰bai2,VH
衰siau5,VH
衰微,VH
衰敗,VH
衰旺兆,Na
衰旺手,Na
衰旺氣,Na
衰氣,Na
衰荏,VH
衰落,VH
衷心,Dh
袈裟,Na
袋土,Na
袋恭,VH
袋糞,Na
袋裝,VA
袋錶,Na
袋鼠,Na
袍襤,Na
袒親,VA
袖手旁觀,VA
袞,VA
袪勢命,VH
袪屎,VH
被俘,VH
被包,Na
被舖,Na
被裙,Na
被鋪席,Na
袷,VC
裁併,VC
裁剪,VC
裁奪,VE
裁撤,VC
裁減,VC
裁縫桌,Na
裁處,VC
裁軍,VA
裂嘴,Na
裂戎散甲,VH
裂痕,Na
裂破,VR
裂紃,Na
裂經,VH
裂縫,Na
裂隙,Na
裌仔,Na
裔孫,Na
裙帶菜,Na
補thap,VC
補that,VC
補thiN7,VC
補上,VR
補修,VC
補假,VH
補剔,VC
補助費,Na
補助金,Na
補品,Na
補嘴齒,VB
補塌,VC
補塞,VC
補夠夠,VR
補夠額,VR
補所,Na
補搭,VC
補欠,VB
補漏,VA
補物,Na
補發,VD
補空,VA
補習班,Nc
補考,VC
補肉,Na
補課,VA
補貨,VA
補鞋,VA
補養,Na
裝仿,VC
裝修,VC
裝卸,VC
裝台,Na
裝填,VC
裝奇做怪,VA
裝娗,VC
裝扮,VC
裝有,VR
裝樣,VA
裝滿,VR
裝甲師,Na
裝痟,VC
裝皮,VC
裝袋,VB
裝設,VC
裝車,VB
裝載,VC
裝運,VC
裝配,VC
裝飾,Na
裝飾品,Na
裡外,Nc
裱褙,VA
裸身,VH
裸露,VC
裹腳,Na
裹足不前,VA
裼屑屑,VH
裼溜溜,VH
製作人,Na
製冰,VA
製圖,VA
製版,VA
製糖,VA
製藥廠,Nc
製造出,VR
製造商,Na
製造廠,Nc
製造業,Na
製造者,Na
製鞋,VA
複印,VC
複寫,VC
複寫紙,Na
複式,A
複數,Na
複查,VC
複檢,VC
複決,VC
複製,VC
複製品,Na
複診,VA
複選,VA
褒唆,VR
褒忠,VA
褒揚,VC
褒賞,VD
褙chhak,VA
褙壁,VC
褙擦,VA
褥仔kham3,Na
褪the3-the3,VH
褪人,VD
褪光光,VR
褪剝裼,VA
褪帽,VA
褪掉,VR
褪澈澈,b
褪脩,b
褪腹澈,VH
褪裼裼,VH
褪裼麥,Na
褪褲lan7,VH
褪褲膦,VH
褪赤腳,VH
褪赤裼,VH
褫奪,VJ
褲底,Na
褲撐,Na
褲筒,Na
褲腳,Na
褲腳尾,Na
褲衩,Na
褲頭帶,Na
褸碎,VH
褻瀆,VC
褻體,VH
襄助,VC
襒chah,VH
襖,b
襟章,Na
襤棉裘,b
襤獅狗,Na
襤褸,VH
襪帶,Na
襪束,Na
襯皮,Na
西peng5,Nc
西亞,Nc
西人,Na
西仔貨,Na
西園,Nc
西域,Nc
西子,Nb
西安,Nc
西寧,Nc
西山,Nc
西征,VC
西德,Nc
西方人,Na
西方國家,Na
西曆,Na
西服,Na
西歸,VH
西洋樓,Nc
西洋琴,Na
西海岸,Nc
西班牙,Nc
西瓜起沙,Di
西畫,Na
西米羅,Na
西藏,Nc
西螺,Nc
西遊記,Nb
西風,Na
西餐廳,Nc
西魯,Nc
