台語漢字,pos_h
做體統,VA
做鬼做祟,VH
停leh,VR
停ti7,VJ
停tiau5,VR
停喘,VA
停學,VH
停屍,VH
停戰,VH
停板,Na
停業,VA
停機,VH
停歇,VH
停步,VA
停氣,VA
停水,VH
停產,VH
停盤,Na
停職,VB
停腳,VA
停話,VH
停課,VH
停起來,VA
停車場,Nc
停辦,VC
停靈,VH
停頓,VA
健乖,VH
健兒,Na
健在,VH
健將,Na
健忘,VH
健美,VH
健行,VA
健談,VH
健身房,Nc
側門,Nc
偵察機,Na
偵破,VC
偵訊,VC
偵防,VC
偶數,Na
偶然,Dd
偶發,A
偷bih,VA
偷chhoa7尿,VA
偷khioh,VC
偷khng3,VC
偷theh8,Na
偷伏,VA
偷含,VA
偷報,VC
偷挩,Na
偷捻手,VE
偷撥工,VH
偷歡喜,VH
偷渡,VA
偷瞇,VC
偷瞻,VC
偷藏,VC
偷襲,VC
偷賣,VC
偷走,VA
偷走兵,Na
偷走厝,VA
偷走書,VA
偷走稅,VA
偷走課,VA
偷閒,VH
偷領,VC
偽君子,Na
偽藥,Na
偽裝,VC
偽證,Na
傍官靠勢,VH
傍瘍,VH
傍福氣,Nb
傍蔭,VH
傍衰,VC
傑克,Nb
傖,b
傖傖,VH
傖壁壁,VH
傖筒,VH
傖筒氣,VH
傘兵,Na
備取,VH
備受,P0
備忘錄,Na
備戰,VA
備有,VJ
備案,VB
備而不用,VH
備胎,Na
傢伙頭,Na
傢俱,Na
傢司,Na
催促,VF
催化,VB
催千,Dd
催告,VE
傲慢,VH
傲視,VC
傳hou7,VR
傳世,VI
傳代,VA
傳令,VF
傳信,VB
傳到,VR
傳動,VR
傳召,VC
傳囝孫,VA
傳宗接代,VA
傳家,VI
傳家寶,Na
傳情,VA
傳接,VD
傳揚,VC
傳教士,Na
傳染病,Na
傳熱,VH
傳真機,Na
傳習,VC
傳落去,VR
傳訊,VC
傳開,VR
傳閱,VC
傳香火,VA
債務人,Na
債台高築,VH
債權人,Na
傷che7,Ne
傷嘴,Na
傷害到,VR
傷害罪,Na
傷寢,b
傷少,Da
傷患,Na
傷感,VH
傷感情,VH
傷慢,VH
傷慢矣,Na
傷懸,VH
傷早,Dd
傷暑,VH
傷本錢,VH
傷殘,VH
傷產,VH
傷症,Na
傷痕累累,VH
傷痛,Na
傷短,VH
傷細,VH
傷過,Df
傷過頭,VH
傷酒,VH
傷重病,Na
傾倒,VC
傾吐,VC
傾巢而出,VA
傾心,VI
傾空,VH
傾聽,VC
傾銷稅,Na
僅有,VJ
僅次於,VJ
僉舉,VF
僎,VF
僎便,VF
僎辦,VF
像一位,Dh
像一路,Dg
像勻,VI
像年,Nd
像心,VH
像是,V_
像時,Dd
像樣,Da
像款,VH
像歲,Nd
像氣路,VA
像班,VI
像社里,VI
像腹,Na
像行,Na
像輩,VI
像途,Na
像鄉里,VI
僑務,Na
僑務委員會,Nc
僑團,Na
僑委會,Nc
僑居,VC
僑民,Na
僑界,Nc
僥倖死,VH
僥反,VA
僥疑,Na
僥背,VJ
僥蟶,VH
僥負,VJ
僧侶,Na
僧多粥少,VH
僬,VH
僬勻,VH
僬著,VH
僭分,VC
僭功,VB
僭權,VA
僭煞,VA
僭越,VC
僭開,VA
僭隊,VA
僱主,Na
僱員,Na
僱工,VF
僵化,VH
僵局,Na
僵屍,Na
僵持,VH
價位,Na
價值觀,Na
價格,Na
價款,Na
價目,Na
價碼,Na
價聲,Na
價腳,Na
僻症,Na
僻角,VH
僻話,Na
僻遠,A
儀容,Na
儀態,Na
儀表,Na
儀隊,Na
儂,Nh
儉入去,VR
儉嘴,VH
儉斂,VH
儉樸,VH
儉水,VA
儉相,VA
儉約,VJ
儌仙,Na
儌伴,Na
儌徒,Na
儌數,Na
儌本,Na
儌東,Na
儌棍,Na
儌注,Na
儌腳,Na
儌豬,Na
儌間,Nc
儑人,Na
儑想,VA
儒學,Na
儒教,Na
儒艮,Na
儘管,Da
償債,VA
償命,VA
優劣,Na
優厚,VH
優惠待遇,Na
優於,VJ
優易,VH
優曇花,Na
優柔,VH
優渥,VH
優生,A
優等,Na
優缺點,Na
優越性,Na
儲備,VC
儲存,VC
儲戶,Na
儲蓄,VC
儲蓄銀行,Nc
儲藏,VC
儲量,Na
儲金,Na
儸,b
儼然,Db
允穡,VF
允穡頭,VA
允親,VA
允許,VE
允頓,VA
元兇,Na
元宵節,Nd
元寶,Na
元帥,Na
元年,Nd
元旦,Nd
兄妹,Na
兄嫂人,Na
兄弟仔,Na
兄弟仔群,Na
充任,VG
充作,VG
充填,VC
充官,VB
充氣,VB
充沛,VH
充當,VG
充盛,VH
充落公,VB
充落官,VB
兆頭,Na
兇嫌,Na
兇死,VH
兇殺,A
兇猛,VH
兇身,Na
先交定,VC
先人,Na
先例,Na
先入為主,VH
先呼,b
先天性,A
先後,Dd
先明品,VA
先期,Nd
先機,Na
先決,A
先烈,Na
先生禮,Na
先祖,Na
先端,A
先行,Dd
先行者,Na
先見之明,Na
先託頭,VE
先賢,Na
先驅,Na
光iaN7,VH
光khut8-khut8,VH
光光,VH
光全,VH
光化學,Na
光大,VC
光學,Na
光帶,Na
光年,Nf
光度,Na
光復節,Nd
光批,Na
光棍槌,Na
光湛湛,VH
光溜溜,VH
光溝,Na
光炎,VH
光炎炎,VH
光焰焰,VH
光焱焱,VH
光熠熠,VH
光爁爁,Na
光生,VH
光眼,VH
光碼,Na
光緒,Nb
光纖,Na
光耀,VC
光膏,VH
光膏膏,VH
光艷,VH
光華,Na
光起來,VR
光輝,Na
光通,VH
光速,Na
光陰,Na
光電,Na
光顧,VC
克制,VC
克復,VC
克拉,Nf
克根,VA
克苦,VK
克難,VH
兌平,VH
兌毛,VA
兌獎,VA
兌錢,VC
兌齊,VH
免偌久,Nd
免得,Cb
免於,VK
免用,Db
免用到,VR
免禮,VH
免職,VB
免試,VA
免講,VA
免責權,Na
兒戲,Na
兒童,Na
兒童節,Nd
兔唇,Na
兔脫,VH
兜tiau5,VC
兜捎,VH
兜梢,VC
兜留,VC
兜私,VH
兜羹,Na
兜蟲,Na
兜顧客,VC
兢心,Na
入世,VH
入冬,Nd
入呈,VB
入嘴,Nc
入夏,Nd
入席,VA
入庫,VA
入意,VI
入手,VA
入批,VC
入數,VA
入春,Nd
入札,VA
入柴,VB
入棺,VC
入水,VB
入滾水,VC
入營,VA
入狀,VB
入眠,VR
入神,VI
入秋,Nd
入籍,VC
入被,VC
入超,VH
入迷,VI
入運,Nd
入閣,VA
入霧,VH
入題,VH
入骨,A
入黨,VH
內中,Nc
內亂,Na
內債,Na
內出血,VH
內功,Na
內務,Na
內叛,VA
內口,Na
內埕,Nc
內外攻,VA
內奸,Na
內定,VC
內家,Nc
內山人,Na
內山傖,Na
內山客,Na
內山猴,Na
內底衫,Na
內應,Na
內房,Nc
內政部,Nc
內政部長,Na
內景,Na
內服,VA
內河,Na
內海,Na
內港,Nc
內疚,VH
內症,Na
內科醫生,Na
內線,Na
內腎,Na
內腹,Nc
內蒙古,Nc
內行個,Na
內衣,Na
內裌仔,Na
內裙,Na
內親,Na
內角,Na
內訌,Na
內身,Nc
內門,Na
內閣制,Na
內障,Na
內面間,Nc
內領衫,Na
內頭,Nc
全long2,Da
全備,VH
全副,A
全副武裝,VH
全力以赴,VH
全國性,A
全年,Dd
全心神,Dh
全成板,Na
全才,Na
全數,Na
全書,Na
全會,Na
全權,Dh
全無膽懾,VH
全然無仝,VH
全癒,VH
全盛,A
全盤,A
全神貫注,VH
全票,Na
全蝕,VH
全貌,Na
全責,Na
全身軀,Nc
全軍,Na
全軍覆沒,VH
全長,Na
全集,Na
全額,Da
兩交含,VH
兩伊,Na
兩個手,Na
兩倍,Na
兩全,VH
兩心願,VH
兩想,Na
兩撇鬚,Na
兩敗俱傷,VH
兩方,Nh
兩旁,Nc
兩極,Nc
兩用,VH
兩相,Na
兩者,Nh
兩腳騎,Na
兩賞,Na
兩造,Nh
兩重親,VH
兩鋪路,VC
兩頭含,VH
八仙屏,Na
八卦路,VH
八哥,Na
八字命,Na
八字帖,Na
八字步,Na
八字腳,Na
八字鬚,Na
八寶,Na
八寶樹,Na
八寶糜,Na
八寶衫,Na
八德,Na
八成,Db
八戒,Na
八斗子,Nc
八方,Nc
八景,Na
八月節,Nd
八比,Na
八比仔,Na
八號分機,Nc
八角香,Na
八通關,Nc
八里,Nc
八音,Na
公事包,Na
公佈欄,Na
公使,Na
公保,Na
公僕,Na
公價,Na
公冢,Nc
公函,Na
公升,Nf
公司債,Na
公司法,Na
公告欄,Na
公地,Nc
公塚,Nc
公婆龕,Na
公媽龕,Na
公子爺,Na
公子爺舍,Na
公孫樹,Na
公安局,Nc
公定,A
公害,Na
公家用,A
公審,Na
公差,Na
公帑,Na
公廁,Nc
公意,Na
公憤,Na
公推,VF
公教,A
公文書,Na
公族,Na
公案桌,Na
公權,Na
公款,Na
公母套,Na
公決,Na
公海,Nc
公物,Na
公玳,b
公理,Na
公產,Na
公畝,Nf
公示,VE
公社,Na
公祭,VC
公義,Na
公花,Na
公設,A
公訴,Na
公論,Na
公諸於世,VB
公證,VA
公路局,Nc
公車處,Nc
公道伯,Na
公釐,Nf
公金,Na
公銀,Na
公錢,Na
公開信,Na
公開賽,Na
公題,VC
公餘,Nd
公鹿,Na
公黃,Na
六信,Nb
六合彩,Nb
六和,Na
六堵,Nc
六根,Na
六甲,Nd
六禮,Na
六腳,Nc
六親,Na
六賊,Na
六龜,Nc
共一樣,Da
共事,VA
共享,VJ
共勻,VI
共匪,Na
共同市場,Nb
共和國,Na
共和黨,Nb
共姓仔,Na
共字勻,VI
共心,Na
共款,A
共沿,VI
共班,Na
共生,VH
共產黨,Nb
共症頭,VH
共祖先,Na
共祧,Na
共管,VA
共總,Da
共聲嗽,VA
共軍,Na
共輩,VI
共途,VI
共面,VH
共黨,Na
兵仔寮,Nc
兵仔舍,Nc
兵卒,Na
兵器,Na
兵團,Na
兵工廠,Nc
兵權,Na
兵法,Na
兵營,Nc
兵種,Na
兵符,Na
兵腳仔,Na
兵衫,Na
兵變,Na
其一,Cb
其二,Cb
其內,Nc
其外,Nc
其後,Nc
其時,Nd
其間,Ng
其餘,Ne
具有,VJ
具結,VC
典故,Na
典獄官,Na
典獄長,Na
典籍,Na
典賣,VC
兼具,VJ
兼勢,Dd
兼塊做,VA
兼差,VA
兼得,VH
兼營,VC
兼祧,VJ
兼管,VC
兼課,VA
兼辦,VC
冇柴,Na
冇話,Na
冇頭仔,Na
冉,Nb
冉腳冉手,Dh
冊名,Na
冊囊,Na
冊底,Na
冊庫,Nc
冊揹仔,Na
冊架,Na
冊橐仔,Na
冊皮,Na
冊簽,Na
冊蟲,Na
冊頁,Na
再出世,VH
再婚,VA
再接再厲,VH
再次,Dd
再者,Cb
再講,Dk
再起,VH
冒充,VC
冒名,VC
冒告,VC
冒失,VH
冒捏,VA
冒暑,VH
冒牌,A
冒犯,VC
冒稱,VE
冒證,Na
冒雨,VH
冒領,VC
冕旒,Na
冗m5絆?,VJ
冗一氣,b
冗冗,VH
冗氣,VH
冗盛,Na
冗空,VH
冗限,VJ
冗霍霍,VJ
冗鬆,VC
冠亞軍,Na
冢,Na
冢仔地,Nc
冢仔埔,Nc
冢仔山,Nc
冤家主,Na
冤家人,Na
冤情,Na
冤枉路,Na
冤獄,Na
冤禍,Na
冤讎,Na
冤讎人,Na
冤鬼,Na
冬季,Nd
冬尾天,Nd
冬眠,VA
冬至,Nd
冬菇,Na
冬蟲,Na
冬防,A
冬頭,Nd
冰人,Na
冰仔水,Na
冰冷,VH
冰凍,VC
冰塊,Na
冰店,Nc
冰櫃,Na
冰櫥,Na
冰糕,Na
冰袋,Na
冰車,Na
冰雪,VH
冰雹,Na
冰霜,VC
冰鞋,Na
冰點,Na
冶金,VA
冷ki-ki,VH
冷凊,VI
冷凊凊,VI
冷凍劑,Na
冷卻,VH
冷場,Na
冷媒,Na
冷宮,Nc
冷感症,Na
冷房,Nc
冷拌,VC
冷支支,VI
冷氣機,Na
冷氣設備,Na
冷汗,Na
冷泉,Na
冷清清,VH
冷皙皙,VI
冷眼,Dh
冷笑,VA
冷落,VJ
冷著,VH
冷藏,VC
冷血,VH
冷酷,VH
冷鋒,Na
冷霜霜,VI
冷靜落來,VR
冷面,A
准予,VE
准數,VB
准考證,Na
凊乓乓,VI
凊凊,VH
凊凊采采,Dh
凊吶,Na
凊塊塊,VH
凊支支,VI
凊水,Na
凊瘼,Na
凊瘼吶,Na
凊笑,VA
凊膜凹,Na
凊采,Dh
凊采采,VH
凋井,Na
凋嗽,VA
凋尾,VH
凋心,VH
凋必,VH
凋料,Na
凋枝,Na
凋枯,b
凋柴,Na
凋椏,Na
凋樹,Na
凋水,VH
凋洘,b
凋涸涸,b
凋炭,Na
凋燥,VH
凋燥熱,VH
凋燥燥,VH
凋疥,Na
凋瘼,VH
凋瘼瘼,VH
凋癬,Na
凋碇,VH
凋肘,VH
凋脯,b
凋脯脯,VH
凋草,Na
凋葉,Na
凋蔫,VH
凋謝,VH
凋身,VH
凋離,VH
凋頭,VH
凋鬆,VH
凋黃,VH
凌亂,VH
凌晨,Nd
凌轢,VC
凌辱,VC
凌雲,Dh
凌駕,VJ
凍傷,VH
凍子,Na
凍死,VR
凍瘡,Na
凍趾,Na
凍酸,Nc
凍霜仔,Na
凍霜天,Nc
凜,b
凜墘,Nc
凝水石,Na
凝聚,VC
凝聚力,Na
凝重,VH
凝霜,VH
凝點,Na
几桌,Na
几桌仔,Na
凡但,Cb
凡在,Db
凡是,Cb
凡若是,Cb
凱撒,Nb
凶器,Na
凶夢,Na
凶手,Na
凶歲,Nd
凶猛,VH
凶身,Na
凶陷,VH
凶險,Na
凶險症,Na
凸出,VH
凸鏡,Na
凸面鏡,Na
凹字,Na
凹目鮕,Na
凹磕,VH
凹腰,Na
凹鏡,Na
凹頭推,Na
凹頭栽,Na
出ti7,VJ
出不產,VC
出不盡,VC
出世命,VH
出事,VA
出代誌,VA
出伸,VJ
出借,VD
出傖,VA
出光,VH
出入口,Nc
出入境,VA
出兵,VC
出剩,VJ
出厄,VH
出取,VH
出口商,Na
出台,VA
出名人,Na
出售,VC
出嘴,Nc
出在伊,VH
出在家己,VH
出外人,Na
出外景,VA
出外洋,VA
出大力,VH
出天,VH
出奇,VH
出家人,Na
出尾,Nc
出局,VH
出床,VA
出征,VA
出戰,VC
出招,VF
出挑,VC
出挓,VH
出掌,VC
出收,VH
出於,VJ
出日,VA
出書,VA
出正,VA
出殯,VA
出汗,VA
出沒,VA
出洋,VA
出演,VC
出火,VH
出炊,VA
出煙,VH
出版商,Na
出版業,Na
出版社,Nc
出疹,Na
出痕,VH
出發點,Nc
出眾,VH
出示,VC
出空頭,VA
出笑話,VA
出範,VH
出篷,VA
出籠,VA
出納,Na
出納員,Na
出缺,VH
出罪,VB
出脹,VA
出自,VJ
出菜,VA
出葬,VD
出處,Nc
出虹,Na
出請,VF
出貴,VH
出資,VC
出賒,Na
出賞格,VC
出賽,VA
出超,VH
出蹟,VH
出身命,VH
出軌,VH
出遊,VA
出道,VH
出醜,VH
出錢,VA
出錯,VH
出門人,Na
出閨,VA
出陣,VA
出青,VH
出題,VA
出額,VH
出首,VA
出鬼,VH
函授,VC
函養,Na
刀仔箭,Na
刀嘴,Na
刀子,Na
刀尾,Na
刀斧手,Na
刀束,Na
刀板,Na
刀殼,Na
刀痕,Na
刀背,Na
刀脊,Na
刀鞘,Na
刀首,Na
刀骿,Na
刁價,VA
刁蠻,VH
刁靠,VA
刁頑,VH
分個,Na
分公司,Nc
分公餅,VA
分出,VR
分分仔,Df
分厘,Na
分叉路,Na
分合,Na
分場,Nc
分外,Df
分娩,VH
分層負責,VL
分布,VH
分平,VD
分得,VR
分心,VH
分憂,VB
分成,VR
分批,VH
分批的,Na
分抨,VC
分拆,VC
分摒,VD
分撥,VD
分文,Na
分曉,VH
分書,VA
分會,VA
分期,Dh
分析家,Na
分權,VH
分段,VB
分母,Na
分水,Na
分泌物,Na
分流,VH
分灶,VA
分為,VR
分班,VB
分界,Na
分神,VH
分紅利,VB
分聲,VI
分股,VA
分訴,VE
分詞,Na
分贓,VA
分路,VA
分辯,VE
分部,Na
分野,Na
分量,Na
分銷,VC
分開khia7,VH
分開帶,VH
分院,Nc
分隔,VJ
分額,Na
分飯,VA
分餅,VA
切入,VC
切削,VC
切合,VJ
切實,VH
切忌,VE
切氣,VA
切碎,VR
切結,VA
切腹自殺,VA
切莫,Db
切記,VE
切貨,VA
切身,A
刊出,VR
刊行,VA
刑具,Na
刑場,Nc
刑庭,Nc
刑案,Na
刑責,Na
划橫流,VA
划算,Na
划船的,Na
列入,VC
列國,Na
列寧,Nb
列島,Na
列強,Na
列為,VG
列舉be7了,VH
列表,Dh
列隊,Dh
初審,VC
初旬,Nd
初時,Dd
初犯,Na
初皮,Na
初衷,Na
初賽,Na
判例,Na
判案,VA
判決書,Na
別世,VH
別出心裁,VH
別墅,Na
別姓,A
別庄頭,Nc
別的人,Nh
別號,Na
別離,VH
利上利,Na
利仔錢,Na
利他,VH
利刀,Na
利割,Db
利劍劍,VH
利口,VH
利器,Na
利子,Na
利尿劑,Na
利己,VH
利弊,Na
利得,Na
利於,VJ
利比亞,Nc
利流,VH
利益人,VH
利誘,VC
利路,Na
利錢,Na
利頭,Na
利馬,Nc
刪減,VC
到taN,Dd
到厝,VA
到坎,Nc
到尾仔,Dd
到尾來,Dd
到崁,Na
到所在,Dg
到手,VH
到旦,Dd
到月,VA
到本,VH
到極角,Nc
到歲,VH
到熟水,VH
到甲,P1
到職,VH
到落尾,Dd
到詣,Dg
到路尾,Dd
到載,Nc
到透底,VH
到限,VH
到齊,VH
制伏,VC
制壓,VC
制度化,VH
制空權,Na
制約,VC
制衡,VA
制訂,VC
刷新,VC
刺gia5-gia5,VA
刺kui,Na
刺phe3,Na
刺乳,Na
刺仔花,Na
刺刀,Na
刺吐,VA
刺客,Na
刺心,VH
刺柿,Na
刺桐,Na
刺激性,Na
刺球,Na
刺目,VH
刺膽,Na
刺草,Na
刺莓,Na
刺號,VA
刺蝟,Na
刺血刀,Na
刺豬,Na
刺身,Na
刺鞋的,Na
刻不容緩,VH
刻刀,Na
刻剝,VC
刻劃,VC
刻印,VA
刻字,VA
刻意,Dh
刻浮,Na
刻筆,Na
刻花,VA
刻苦,VH
剁頭,VB
剃嘴鬚,VB
剃頭師傅,Na
剉掉,VR
剉柴夫,Na
剉樹,VA
剉樹仔,VA
削人,VC
削孤枝,VA
削弱,VC
削減,VC
削竹箭,VA
削面子皮,VC
剋斂,VC
剋星,Na
前一暝,Nd
前世債,Na
前世業,Na
前人,Na
前來,VC
前例,Na
前兆,Na
前功盡棄,VA
前因,Na
前夜,Nd
前妻,Na
前嫌,Na
前所未見,VH
前提,Na
前方,Nc
前暗,Nd
前暝,Nd
前瞻,VC
前緣,Na
前者,Nh
前車之鑑,Na
前述,Na
前進,VC
前過,Nd
前鎮,Nc
前院,Nc
前陣,Na
剎,b
剔剔,VC
剔嘴齒,VA
剔斥,VC
剔算盤,VB
剖開,VR
剛強,VH
剝地皮,VC
剝奪,VC
剝開,VR
剝黜,VC
剩落來,VR
剩額,Na
剩飯,Na
剩餘,VJ
剪liu2仔蟲,Na
剪仔,Na
剪報,VA
剪接,VC
剪眉,Na
剪紐仔,Na
剪紙,VA
剪落來,VR
剪鑼,b
剪頭,VB
剪魚,Na
副主席,Na
副作用,Na
副司令,Na
副廠長,Na
副房,Na
副所長,Na
副教授,Na
副會長,Na
副校長,Na
副產品,Na
副產物,Na
副社長,Na
副總裁,Na
副署,Nc
副議長,Na
副院長,Na
副食,Na
割嘴鬚,VB
割定,VK
割店,Na
割引,Na
割捨,VC
割斷,VA
割疼,VA
割禮,Na
割稻尾,VA
割絕,VA
割腸肚,VH
割讓,VD
割除,VR
割頷,VA
創傷,Na
創出,VC
創啥,VA
創啥乜,Dj
創啥物,Dj
創垃圾,VR
創始人,Na
創建,VC
創戇,VC
創景人,VA
創歹,VR
創清楚,VA
創設,VC
創造出,VR
創造力,Na
剷平,VC
剷除,VC
剸死,VC
剸殺,VC
剿滅,VA
劃一,VH
劃一不二,VH
劃出,VR
劃分,VC
劃定,VR
劃時代,A
劃歸,VR
劃法,Na
劃清,VR
劃清界線,VA
劃界,VA
劇中,Nc
劇作家,Na
劇毒,Na
劇牙,VH
劇變,Na
劉邦,Nb
劊子手,Na
劌痧,VA
劍橋,Nc
劍道,Na
力不從心,VH
力勸,VF
力圖,VF
力士,Na
力尾,Na
力求,VF
力爭,VE
力行,VC
功不可沒,VH
功勞錢,Na
功名,Na
功夫底,Na
功績,Na
功過,Na
加hak,VC
加kham3,VC
加以,Dh
加侖,Nf
加值,A
加偌,Df
加冠面,Na
加冷損,Na
加十,Nf
加卡,Df
加印,VC
加嘴,VH
加嘴舌,VH
加圇,Na
加壓,VB
加大,VR
加孔魚,Na
加定,VC
加害,VC
加少,Ne
加少仔,Ne
加工區,Nc
加工品,Na
加工廠,Nc
加工業,Na
加布棉,Na
加張,VC
加快,VH
加成,VA
加拿大,Nc
加插,VA
加收,VD
加數,Na
加權,A
加派,VF
加深,VJ
加減好,VH
加煩惱,VI
加熱,VB
加給,Na
加緊,VC
加苦氣,Na
加菜,VA
加菜金,Na
加薪,VB
加蚋吧,Nc
加衰e5,Na
加補,VC
加註,VC
加誣,VC
加貝,Na
加起來,VR
加重,VC
加長,VH
加閣,Df
加陰,Na
加陰寒,VH
加額,A
加高,VB
劣勢,Na
助動詞,Na
助學金,Na
助理員,Na
助膽,VB
助詞,Na
助贊,VD
助長,VJ
劫匪,Na
劫持,VC
劫掠,VC
劫棺,VA
劫監,VA
劫難,Na
勁敵,Na
勁旅,Na
勁風,Na
勃勃,VH
勃然,Dh
勇固,VH
勇壯,VH
勇往直前,VA
勇掔掔,VH
勇於,VL
勇桀桀,VH
勇猛,VH
勇身,VH
勇龍龍,VH
勉力,Dh
勉為其難,VH
勒令,VF
勒痕,Na
勒目眉,VA
勒索,VD
勒贖,VC
勒馬,VA
動兵,VA
動刀兵,VA
動向,Na
動容,VH
動干戈,VA
動心,VI
動情,VA
動手動腳,VA
動手術,VB
動拳頭,VA
動植物,Na
動武,VA
動火,VH
動物界,Na
動盪,VH
動筆,VA
動粗法,VA
動能,Na
動脈硬化,VH
動著,VC
動議,Na
動身,VA
動輦車,Na
動霆,Na
動鼓樂,VA
勘印仔,VA
勘土,Na
勘察,VC
勘查,VC
勘測,VC
務本,VH
務求,VE
勝任,VJ
勝利者,Na
勝券,Na
勝景,Na
勞作,VA
勞保局,Nc
勞力士,Nb
勞動力,Na
勞務,Na
勞役,Na
勞方,Na
勞業,VH
勞民,VH
勞碌,VH
勞碌命,VH
勞神,VF
勞累,VH
勞軍,VA
勞駕,VF
募得,VJ
勢在必得,VH
勢在必行,VH
勢將,Db
勢所難免,VH
勢故,Na
勤勉,VH
勤奮,VH
勤學,VH
勤快,VH
勤練,VC
勤苦,VH
勳章,Na
勵志,A
勸募,VD
勸勸,VF
勸化,VF
勸告,VF
勸業,VA
勸煞,VA
勸誘,VF
勺,b
勺仔,Na
勻勻,VH
勻街,VA
勼勼,VH
勼勼狹狹,VH
勼去,VH
勼燒,VA
勼狹,VH
勼短,VR
勼筋,VH
勼細,VH
勼腳,VA
勼退,VA
勾當,Na
勾起,VR
包pak8,VD
包仔鞋,Na
包保,VC
包傷布,Na
包公,Nb
包冊紙,Na
包墘,VB
包工,Na
包庇,VC
包廂,Na
包抄,VC
包換,VH
包攬,VC
包攬尾,VB
包機,VA
包決,VE
包紮,VC
包羅萬象,VH
包船,Na
包莖,Na
包蓑,Na
包裝紙,Na
包車,Na
包銷,VC
包頭巾,Na
包食穿,VA
匆促,VH
匈奴,Nb
匈牙利,Nc
匊首仔,Na
匕首,Na
化人,VA
化化,VH
化合物,Na
化名,VG
化工業,Na
化整為零,VH
化礐,Nc
化糞池,Na
化裝,VC
化裝油,Na
北上,VA
北京大學,Nc
北仔,Na
北仔餅,Na
北伐,VA
北勢,Nc
北大,Nc
北大西洋,Nc
北宜,Nc
北岸,Nc
北市,Nc
北帶,Nc
北平,Nc
北斗,Nc
北旁,Nc
北海,Nc
北海岸,Nc
北海道,Nc
北港,Nc
北溫帶,Nc
北約,A
北緯,Na
北縣,Nc
北蔥,Na
北醫,Nc
北非,Nc
北面,Nc
北韓,Nc
北頂,Nc
北頂人,Na
北頂話,Na
北風,Na
北馬,VH
北鼓,Na
匙仔,Na
匠心,Na
匡正,VC
匣仔,Na
匪諜,Na
匯兌,VC
匯報,Na
匯流,VH
匯豐銀行,Nc
匯費,Na
匹偶,Na
匹敵,VI
匹配,Na
匹頭,Na
匿ti7,VR
匿名,VH
區劃,VC
區區,Da
區域性,Na
區隔,VC
十一叔,Na
十一指,Na
十三點,Nf
十二月冬,Nd
十分的,Nf
十字語,Na
十成金,Na
十月液,Nd
十條誡,Na
十虎利,Na
十路全,Na
千tu2沖,VJ
千不幸,Cb
千家貨,Na
千家路,Na
千層剝,Na
千抵千,VH
千斤力,Na
千斤草,Na
千燭,Nf
千瘡百孔,Na
千篇一律,VH
千赫,Nf
千里彪,Na
千里馬,Na
千里駒,Na
千頭萬緒,Na
卅九日烏,Nb
升值,VJ
升學主義,Na
升官,VH
升旗典禮,Na
升格,VH
升空,VA
升等考試,Na
升聲,Na
升降,VC
升降機,Na
升高,VR
午休,VH
午夜,Nd
午時正,Nd
午時蓮,Na
午線,Na
午間,Nd
午餐,Na
半上仔,Na
半中剸,Nc
半中欄,Nc
半中段,Nc
半中腰,Dh
半仿仔,Na
半信疑,VI
半剸,Da
半剸歇,VH
半叮噹,Na
半吊,Na
半吞吐,VA
半圓,Na
半天仔,Na
半天飛,Na
半天鳥,Na
半季考,Nf
半山,Nc
半島,Na
半嶺,Nc
半年紅,Na
半憨,Na
半挨推,VA
半攬浮,Na
半暝半,Nd
半暝月,Na
半桶司,Na
半桶水,Na
半樓,Na
半歁,Na
半死,VH
半烏白,VH
半熟,VH
半爿魚,Na
半牆仔,Na
半球,Nc
半生,Na
半生拉熟,VH
半生殽,VH
半產,VH
半男陽,Na
半番,Na
半病,Na
半痟,Na
半白,VH
半百,M
半硬軟,VB
半票,Na
半站,Nc
半籠浮,Na
半籠米,Na
半精戇,Na
半老少,Na
半聲半,VA
半腰,Na
半草楷,Na
半謽軟,VB
半路司,Na
半身不,VH
半途,Nc
半途而廢,VH
半醒眠,Na
半頭生,Na
半頭風,Na
半飽,VH
半,VH
卑下,VH
卑微,VH
卒業,VH
卓蘭,Nc
協和,VH
協奏,VA
協奏曲,Na
協心,VH
南下,VC
南京,Nc
南京東路,Nc
南側,Nc
南北交,VD
南北貨,Na
南台,Nc
南山,Nc
南山人壽,Nb
南庄,Nc
南投,Nc
南斯拉夫,Nc
南方澳,Nc
南旁,Nc
南昌,Nc
南洋群島,Nc
南端,Nc
南緯,Na
南美,Nc
南美洲,Nc
南茶,Na
南蠻辛,Na
南門,Nc
南開,Nc
南陽,Nc
南非,Nc
南面,Nc
南韓,Nc
南風,Na
南風天,Na
南風戇,Na
博儌,VA
博儌仙,Na
博儌漢,Na
博儌腳,Na
博取,VJ
博士班,Nc
博大儌,VA
博孑,VH
博學,VH
博定,Db
博聞,VH
博雅,VH
博面,VK
卜卦先,Na
占找,VB
卡帶,Na
卡式,A
卡賓銃,Na
卡門,Nb
卯名,VC
卯目,Na
卯落去,VR
卯著,VR
印信,Na
印出,VR
印刷品,Na
印刷廠,Nc
印刷機,Na
印地安,A
印尼,Nc
印度,Nc
印度洋,Nc
印本,Na
印染,Na
印模,Na
印發,VC
印章,Na
印第安,Nb
印花稅,Na
印行,VC
印表機,Na
印金,A
危及,VJ
危樓,Na
危難,Na
