序號	詞語	等別	級別	情境	書面字頻(每百萬字)	口語字頻(每百萬字)	簡編本系統號	參考注音	參考漢語拼音
12260	前衛	精熟	第7級		7	2	[['前衛', ['25222']]]	ㄑㄧㄢˊ ㄨㄟˋ	qián wèi
12261	遷徙	精熟	第7級		7	20	[['遷徙', ['25145']]]	ㄑㄧㄢ ㄒㄧˇ	qiān xǐ
12262	淺顯	精熟	第7級		4	2	[['淺顯', ['25277']]]	ㄑㄧㄢˇ ㄒㄧㄢˇ	qiǎn xiǎn
12263	潛心	精熟	第7級		3	1	[['潛心', ['25248']]]	ㄑㄧㄢˊ ㄒㄧㄣ	qián xīn
12264	謙遜	精熟	第7級		5	1	[['謙遜', ['25154']]]	ㄑㄧㄢ ㄒㄩㄣˋ	qiān xùn
12265	千言萬語	精熟	第7級		2	1	[['千言萬語', ['25078']]]	ㄑㄧㄢ ㄧㄢˊ ㄨㄢˋ ㄩˇ	qiān yán wàn yǔ
12266	潛移默化	精熟	第7級		4	5	[['潛移默化', ['25257']]]	ㄑㄧㄢˊ ㄧˊ ㄇㄛˋ ㄏㄨㄚˋ	qián yí mò huà
12267	牽引	精熟	第7級		5	7	[['牽引', ['25106']]]	ㄑㄧㄢ ㄧㄣˇ	qiān yǐn
12268	前因後果	精熟	第7級		2	2	[['前因後果', ['25221']]]	ㄑㄧㄢˊ ㄧㄣ ㄏㄡˋ ㄍㄨㄛˇ	qián yīn hòu guǒ
12269	千載難逢	精熟	第7級		2	0	[['千載難逢', ['25076']]]	ㄑㄧㄢ ㄗㄞˇ ㄋㄢˊ ㄈㄥˊ	qiān zǎi nán féng
12270	前瞻	精熟	第7級		4	1	[]	ㄑㄧㄢˊ ㄓㄢ	qián zhān
12271	千真萬確	精熟	第7級		4	0	[['千真萬確', ['25072']]]	ㄑㄧㄢ ㄓㄣ ㄨㄢˋ ㄑㄩㄝˋ	qiān zhēn wàn què
12272	前座	精熟	第7級		3	1	[]	ㄑㄧㄢˊ ㄗㄨㄛˋ	qián zuò
12273	嗆	精熟	第7級		4	4	[['嗆', ['25542']]]	ㄑㄧㄤˋ	qiàng
12274	槍斃	精熟	第7級		4	0	[['槍斃', ['25438']]]	ㄑㄧㄤ ㄅㄧˋ	qiāng bì
12275	強固	精熟	第7級		3	0	[]	ㄑㄧㄤˊ ㄍㄨˋ	qiáng gù
12276	強加	精熟	第7級		3	1	[]	ㄑㄧㄤˊ ㄐㄧㄚ	qiáng jiā
12277	強姦	精熟	第7級		5	1	[['強姦', ['25478']]]	ㄑㄧㄤˊ ㄐㄧㄢ	qiáng jiān
12278	強勁	精熟	第7級		6	7	[['強勁', ['25481']]]	ㄑㄧㄤˊ ㄐㄧㄥˋ	qiáng jìng
12279	強求	精熟	第7級		4	2	[['強求', ['25508']]]	ㄑㄧㄤˇ ㄑㄧㄡˊ	qiǎng qiú
12280	槍殺	精熟	第7級		3	2	[['槍殺', ['25449']]]	ㄑㄧㄤ ㄕㄚ	qiāng shā
12281	強項	精熟	第7級		7	1	[]	ㄑㄧㄤˊ ㄒㄧㄤˋ	qiáng xiàng
12282	搶眼	精熟	第7級		3	1	[['搶眼', ['25540']]]	ㄑㄧㄤˇ ㄧㄢˇ	qiǎng yǎn
12283	槍枝	精熟	第7級		4	5	[['槍枝', ['25447']]]	ㄑㄧㄤ ㄓ	qiāng zhī
12284	峭壁	精熟	第7級		6	2	[['峭壁', ['24936']]]	ㄑㄧㄠˋ ㄅㄧˋ	qiào bì
12285	敲定	精熟	第7級		2	2	[['敲定', ['24860']]]	ㄑㄧㄠ ㄉㄧㄥˋ	qiāo dìng
12286	敲擊	精熟	第7級		4	1	[['敲擊', ['24863']]]	ㄑㄧㄠ ㄐㄧˊ	qiāo jí
12287	竅門	精熟	第7級		3	1	[['竅門', ['24942']]]	ㄑㄧㄠˋ ㄇㄣˊ	qiào mén
12288	橋牌	精熟	第7級		4	0	[['橋牌', ['24888']]]	ㄑㄧㄠˊ ㄆㄞˊ	qiáo pái
12289	俏皮	精熟	第7級		3	1	[['俏皮', ['24931']]]	ㄑㄧㄠˋ ㄆㄧˊ	qiào pí
12290	悄悄話	精熟	第7級		3	0	[['悄悄話', ['24927']]]	ㄑㄧㄠˇ ㄑㄧㄠˇ ㄏㄨㄚˋ	qiǎo qiǎo huà
12291	悄然	精熟	第7級		5	1	[['悄然', ['24928']]]	ㄑㄧㄠˇ ㄖㄢˊ	qiǎo rán
12292	巧思	精熟	第7級		4	6	[['巧思', ['24921']]]	ㄑㄧㄠˇ ㄙ	qiǎo sī
12293	巧遇	精熟	第7級		3	3	[['巧遇', ['24924']]]	ㄑㄧㄠˇ ㄩˋ	qiǎo yù
12294	敲詐	精熟	第7級		4	0	[['敲詐', ['24864']]]	ㄑㄧㄠ ㄓㄚˋ	qiāo zhà
12295	妾	精熟	第7級		12	1	[['妾', ['24832']]]	ㄑㄧㄝˋ	qiè
12296	切磋	精熟	第7級		3	2	[['切磋', ['24807']]]	ㄑㄧㄝ ㄘㄨㄛ	qiē cuō
12297	鍥而不捨	精熟	第7級		5	4	[['鍥而不捨', ['24836']]]	ㄑㄧㄝˋ ㄦˊ ㄅㄨˋ ㄕㄜˇ	qiè ér bù shě
12298	切割	精熟	第7級		6	9	[['切割', ['24802']]]	ㄑㄧㄝ ㄍㄜ	qiē gē
12299	切合	精熟	第7級		3	1	[['切合', ['24822']]]	ㄑㄧㄝˋ ㄏㄜˊ	qiè hé
12300	切忌	精熟	第7級		3	0	[['切忌', ['24823']]]	ㄑㄧㄝˋ ㄐㄧˋ	qiè jì
12301	竊竊私語	精熟	第7級		4	1	[['竊竊私語', ['24846']]]	ㄑㄧㄝˋ ㄑㄧㄝˋ ㄙ ㄩˇ	qiè qiè sī yǔ
12302	切身	精熟	第7級		4	2	[['切身', ['24830']]]	ㄑㄧㄝˋ ㄕㄣ	qiè shēn
12303	切實	精熟	第7級		5	1	[['切實', ['24829']]]	ㄑㄧㄝˋ ㄕˊ	qiè shí
12304	切勿	精熟	第7級		3	0	[['切勿', ['24831']]]	ㄑㄧㄝˋ ㄨˋ	qiè wù
12305	竊喜	精熟	第7級		1	0	[['竊喜', ['24848']]]	ㄑㄧㄝˋ ㄒㄧˇ	qiè xǐ
12306	竊笑	精熟	第7級		2	0	[['竊笑', ['24849']]]	ㄑㄧㄝˋ ㄒㄧㄠˋ	qiè xiào
12307	愜意	精熟	第7級		5	2	[['愜意', ['24838']]]	ㄑㄧㄝˋ ㄧˋ	qiè yì
12308	竊賊	精熟	第7級		4	2	[['竊賊', ['24852']]]	ㄑㄧㄝˋ ㄗㄟˊ	qiè zéi
12309	擒	精熟	第7級		7	0	[['擒', ['25414']]]	ㄑㄧㄣˊ	qín
12310	秦朝	精熟	第7級		5	1	[]	ㄑㄧㄣˊ ㄔㄠˊ	qín cháo
12311	勤儉	精熟	第7級		3	8	[['勤儉', ['25407']]]	ㄑㄧㄣˊ ㄐㄧㄢˇ	qín jiǎn
12312	親臨	精熟	第7級		4	2	[['親臨', ['25352']]]	ㄑㄧㄣ ㄌㄧㄣˊ	qīn lín
12313	勤勉	精熟	第7級		3	1	[['勤勉', ['25400']]]	ㄑㄧㄣˊ ㄇㄧㄢˇ	qín miǎn
12314	侵擾	精熟	第7級		4	4	[['侵擾', ['25330']]]	ㄑㄧㄣ ㄖㄠˇ	qīn rǎo
12315	侵蝕	精熟	第7級		6	19	[['侵蝕', ['25329']]]	ㄑㄧㄣ ㄕˊ	qīn shí
12316	親事	精熟	第7級		4	0	[['親事', ['25365']]]	ㄑㄧㄣ ㄕˋ	qīn shì
12317	禽獸	精熟	第7級		7	1	[['禽獸', ['25413']]]	ㄑㄧㄣˊ ㄕㄡˋ	qín shòu
12318	親王	精熟	第7級		26	2	[['親王', ['25385']]]	ㄑㄧㄣ ㄨㄤˊ	qīn wáng
12319	勤於	精熟	第7級		3	2	[]	ㄑㄧㄣˊ ㄩˊ	qín yú
12320	親耳	精熟	第7級		2	0	[]	ㄑㄧㄣㄦˇ	qīněr
12321	情不自禁	精熟	第7級		6	1	[['情不自禁', ['25744']]]	ㄑㄧㄥˊ ㄅㄨˊ ㄗˋ ㄐㄧㄣ	qíng bú zì jīn
12322	情場	精熟	第7級		3	1	[['情場', ['25772']]]	ㄑㄧㄥˊ ㄔㄤˇ	qíng chǎng
12323	清朝	精熟	第7級		53	14	[]	ㄑㄧㄥ ㄔㄠˊ	qīng cháo
12324	青翠	精熟	第7級		2	3	[['青翠', ['25577']]]	ㄑㄧㄥ ㄘㄨㄟˋ	qīng cuì
12325	傾倒2	精熟	第7級		4	5	[['傾倒', ['25725', '25726']]]	ㄑㄧㄥ ㄉㄠˋ	qīng dào
12326	傾倒1	精熟	第7級		4	5	[['傾倒', ['25725', '25726']]]	ㄑㄧㄥ ㄉㄠˇ	qīng dǎo
12327	情調	精熟	第7級		4	1	[['情調', ['25750']]]	ㄑㄧㄥˊ ㄉㄧㄠˋ	qíng diào
12328	清風	精熟	第7級		5	2	[['清風', ['25590']]]	ㄑㄧㄥ ㄈㄥ	qīng fēng
12329	清高	精熟	第7級		2	1	[['清高', ['25609']]]	ㄑㄧㄥ ㄍㄠ	qīng gāo
12330	青紅皂白	精熟	第7級		2	2	[['青紅皂白', ['25562']]]	ㄑㄧㄥ ㄏㄨㄥˊ ㄗㄠˋ ㄅㄞˊ	qīng hóng zào bái
12331	輕忽	精熟	第7級		5	4	[['輕忽', ['25687']]]	ㄑㄧㄥ ㄏㄨ	qīng hū
12332	情懷	精熟	第7級		9	9	[['情懷', ['25759']]]	ㄑㄧㄥˊ ㄏㄨㄞˊ	qíng huái
12333	情急	精熟	第7級		3	1	[['情急', ['25760']]]	ㄑㄧㄥˊ ㄐㄧˊ	qíng jí
12334	輕舉妄動	精熟	第7級		3	2	[['輕舉妄動', ['25690']]]	ㄑㄧㄥ ㄐㄩˇ ㄨㄤˋ ㄉㄨㄥˋ	qīng jǔ wàng dòng
12335	頃刻	精熟	第7級		4	1	[['頃刻', ['25805']]]	ㄑㄧㄥˇ ㄎㄜˋ	qǐng kè
12336	情理	精熟	第7級		6	1	[['情理', ['25754']]]	ㄑㄧㄥˊ ㄌㄧˇ	qíng lǐ
12337	清廉	精熟	第7級		3	1	[['清廉', ['25607']]]	ㄑㄧㄥ ㄌㄧㄢˊ	qīng lián
12338	輕描淡寫	精熟	第7級		4	3	[['輕描淡寫', ['25676']]]	ㄑㄧㄥ ㄇㄧㄠˊ ㄉㄢˋ ㄒㄧㄝˇ	qīng miáo dàn xiě
12339	輕蔑	精熟	第7級		10	0	[['輕蔑', ['25675']]]	ㄑㄧㄥ ㄇㄧㄝˋ	qīng miè
12340	傾盆大雨	精熟	第7級		3	2	[['傾盆大雨', ['25721']]]	ㄑㄧㄥ ㄆㄣˊ ㄉㄚˋ ㄩˇ	qīng pén dà yǔ
12341	輕飄飄	精熟	第7級		2	1	[['輕飄飄', ['25673']]]	ㄑㄧㄥ ㄆㄧㄠ ㄆㄧㄠ	qīng piāo piāo
12342	輕巧	精熟	第7級		4	4	[['輕巧', ['25692']]]	ㄑㄧㄥ ㄑㄧㄠˇ	qīng qiǎo
12343	青澀	精熟	第7級		2	2	[['青澀', ['25580']]]	ㄑㄧㄥ ㄙㄜˋ	qīng sè
12344	傾身	精熟	第7級		3	0	[]	ㄑㄧㄥ ㄕㄣ	qīng shēn
12345	情事	精熟	第7級		4	0	[['情事', ['25773']]]	ㄑㄧㄥˊ ㄕˋ	qíng shì
12346	請示	精熟	第7級		6	1	[['請示', ['25817']]]	ㄑㄧㄥˇ ㄕˋ	qǐng shì
12347	青史	精熟	第7級		2	0	[['青史', ['25571']]]	ㄑㄧㄥ ㄕˇ	qīng shǐ
12348	清算	精熟	第7級		3	1	[['清算', ['25652']]]	ㄑㄧㄥ ㄙㄨㄢˋ	qīng suàn
12349	青苔	精熟	第7級		3	5	[['青苔', ['25551']]]	ㄑㄧㄥ ㄊㄞˊ	qīng tái
12350	青天	精熟	第7級		4	0	[]	ㄑㄧㄥ ㄊㄧㄢ	qīng tiān
12351	晴天霹靂	精熟	第7級		2	1	[['晴天霹靂', ['25795']]]	ㄑㄧㄥˊ ㄊㄧㄢ ㄆㄧ ㄌㄧˋ	qíng tiān pī lì
12352	傾吐	精熟	第7級		4	1	[['傾吐', ['25728']]]	ㄑㄧㄥ ㄊㄨˇ	qīng tǔ
12353	輕信	精熟	第7級		2	0	[['輕信', ['25695']]]	ㄑㄧㄥ ㄒㄧㄣˋ	qīng xìn
12354	傾心	精熟	第7級		3	0	[['傾心', ['25735']]]	ㄑㄧㄥ ㄒㄧㄣ	qīng xīn
12355	清秀	精熟	第7級		4	1	[['清秀', ['25626']]]	ㄑㄧㄥ ㄒㄧㄡˋ	qīng xiù
12356	傾軋	精熟	第7級		3	0	[['傾軋', ['25741']]]	ㄑㄧㄥ ㄧㄚˋ	qīng yà
12357	輕言	精熟	第7級		3	1	[['輕言', ['25714']]]	ㄑㄧㄥ ㄧㄢˊ	qīng yán
12358	情意	精熟	第7級		7	3	[['情意', ['25783']]]	ㄑㄧㄥˊ ㄧˋ	qíng yì
12359	請益	精熟	第7級		2	1	[['請益', ['25821']]]	ㄑㄧㄥˇ ㄧˋ	qǐng yì
12360	清一色	精熟	第7級		3	1	[['清一色', ['25653']]]	ㄑㄧㄥ ㄧˊ ㄙㄜˋ	qīng yí sè
12361	輕盈	精熟	第7級		7	2	[['輕盈', ['25716']]]	ㄑㄧㄥ ㄧㄥˊ	qīng yíng
12362	情慾/情欲	精熟	第7級		8	1	[['情慾', ['25790']]]	ㄑㄧㄥˊ ㄩˋ	qíng yù
12363	請願	精熟	第7級		5	1	[['請願', ['25824']]]	ㄑㄧㄥˇ ㄩㄢˋ	qǐng yuàn
12364	傾注	精熟	第7級		3	1	[]	ㄑㄧㄥ ㄓㄨˋ	qīng zhù
12365	輕撫	精熟	第7級		3	1	[]	ㄑㄧㄥㄈㄨˇ	qīngfǔ
12366	窮鄉僻壤	精熟	第7級		2	3	[['窮鄉僻壤', ['26193']]]	ㄑㄩㄥˊ ㄒㄧㄤ ㄆㄧˋ ㄖㄤˇ	qióng xiāng pì rǎng
12367	求教	精熟	第7級		3	1	[['求教', ['24992']]]	ㄑㄧㄡˊ ㄐㄧㄠˋ	qiú jiào
12368	丘陵	精熟	第7級		4	6	[['丘陵', ['24947']]]	ㄑㄧㄡ ㄌㄧㄥˊ	qiū líng
12369	求取	精熟	第7級		4	2	[['求取', ['24998']]]	ㄑㄧㄡˊ ㄑㄩˇ	qiú qǔ
12370	求饒	精熟	第7級		4	1	[['求饒', ['25015']]]	ㄑㄧㄡˊ ㄖㄠˊ	qiú ráo
12371	求醫	精熟	第7級		3	2	[['求醫', ['25021']]]	ㄑㄧㄡˊ ㄧ	qiú yī
12372	蚯蚓	精熟	第7級		4	12	[['蚯蚓', ['24952']]]	ㄑㄧㄡ ㄧㄣˇ	qiū yǐn
12373	求診	精熟	第7級		3	4	[['求診', ['25007']]]	ㄑㄧㄡˊ ㄓㄣˇ	qiú zhěn
12374	求證	精熟	第7級		4	1	[['求證', ['25008']]]	ㄑㄧㄡˊ ㄓㄥˋ	qiú zhèng
12375	求之不得	精熟	第7級		2	1	[['求之不得', ['25004']]]	ㄑㄧㄡˊ ㄓ ㄅㄨˋ ㄉㄜˊ	qiú zhī bù dé
12376	驅車	精熟	第7級		4	1	[['驅車', ['25895']]]	ㄑㄩ ㄔㄜ	qū chē
12377	屈從	精熟	第7級		3	0	[]	ㄑㄩ ㄘㄨㄥˊ	qū cóng
12378	驅趕	精熟	第7級		4	6	[['驅趕', ['25892']]]	ㄑㄩ ㄍㄢˇ	qū gǎn
12379	取暖	精熟	第7級		4	4	[]	ㄑㄩˇ ㄋㄨㄢˇ	qǔ nuǎn
12380	屈辱	精熟	第7級		7	1	[['屈辱', ['25861']]]	ㄑㄩ ㄖㄨˋ	qū rù
12381	驅散	精熟	第7級		3	1	[['驅散', ['25899']]]	ㄑㄩ ㄙㄢˋ	qū sàn
12382	趣事	精熟	第7級		3	1	[['趣事', ['25969']]]	ㄑㄩˋ ㄕˋ	qù shì
12383	屈膝	精熟	第7級		3	0	[['屈膝', ['25858']]]	ㄑㄩ ㄒㄧ	qū xī
12384	去向	精熟	第7級		3	0	[['去向', ['25958']]]	ㄑㄩˋ ㄒㄧㄤˋ	qù xiàng
12385	取樣	精熟	第7級		3	2	[['取樣', ['25944']]]	ㄑㄩˇ ㄧㄤˋ	qǔ yàng
12386	曲2	精熟	第7級		21	10	[['曲', ['25839', '25916']]]	ㄑㄩ	qū/
12387	拳打腳踢	精熟	第7級		3	0	[]	ㄑㄩㄢˊ ㄉㄚˇ ㄐㄧㄠˇ ㄊㄧ	quán dǎ jiǎo tī
12388	勸導	精熟	第7級		3	3	[['勸導', ['26141']]]	ㄑㄩㄢˋ ㄉㄠˇ	quàn dǎo
12389	權貴	精熟	第7級		6	0	[['權貴', ['26115']]]	ㄑㄩㄢˊ ㄍㄨㄟˋ	quán guì
12390	權衡	精熟	第7級		3	1	[['權衡', ['26116']]]	ㄑㄩㄢˊ ㄏㄥˊ	quán héng
12391	拳擊	精熟	第7級		4	3	[['拳擊', ['26094']]]	ㄑㄩㄢˊ ㄐㄧˊ	quán jí
12392	全軍覆沒	精熟	第7級		4	1	[['全軍覆沒', ['26055']]]	ㄑㄩㄢˊ ㄐㄩㄣ ㄈㄨˋ ㄇㄛˋ	quán jūn fù mò
12393	全力以赴	精熟	第7級		6	7	[['全力以赴', ['26048']]]	ㄑㄩㄢˊ ㄌㄧˋ ㄧˇ ㄈㄨˋ	quán lì yǐ fù
12394	全貌	精熟	第7級		4	1	[]	ㄑㄩㄢˊ ㄇㄠˋ	quán mào
12395	蜷曲	精熟	第7級		2	1	[['蜷曲', ['26102']]]	ㄑㄩㄢˊ ㄑㄩ	quán qū
12396	全盛	精熟	第7級		3	3	[['全盛', ['26071']]]	ㄑㄩㄢˊ ㄕㄥˋ	quán shèng
12397	蜷縮	精熟	第7級		3	1	[['蜷縮', ['26103']]]	ㄑㄩㄢˊ ㄙㄨㄛ	quán suō
12398	圈套	精熟	第7級		5	1	[['圈套', ['26026']]]	ㄑㄩㄢ ㄊㄠˋ	quān tào
12399	權位	精熟	第7級		3	1	[['權位', ['26127']]]	ㄑㄩㄢˊ ㄨㄟˋ	quán wèi
12400	泉湧	精熟	第7級		3	1	[['泉湧', ['26109']]]	ㄑㄩㄢˊ ㄩㄥˇ	quán yǒng
12401	泉源	精熟	第7級		5	3	[['泉源', ['26108']]]	ㄑㄩㄢˊ ㄩㄢˊ	quán yuán
12402	卻步	精熟	第7級		2	1	[['卻步', ['25999']]]	ㄑㄩㄝˋ ㄅㄨˋ	què bù
12403	缺憾	精熟	第7級		4	3	[['缺憾', ['25981']]]	ㄑㄩㄝ ㄏㄢˋ	quē hàn
12404	怯懦	精熟	第7級		3	0	[['怯懦', ['25993']]]	ㄑㄩㄝˋ ㄋㄨㄛˋ	què nuò
12405	雀躍	精熟	第7級		6	1	[['雀躍', ['26004']]]	ㄑㄩㄝˋ ㄩㄝˋ	què yuè
12406	確鑿	精熟	第7級		4	1	[['確鑿', ['26018']]]	ㄑㄩㄝˋ ㄗㄠˊ	què záo
12407	群聚	精熟	第7級		3	4	[['群聚', ['26168']]]	ㄑㄩㄣˊ ㄐㄩˋ	qún jù
12408	趨前	精熟	第7級		3	0	[]	ㄑㄩㄑㄧㄢˊ	qūqián
12409	繞道	精熟	第7級		4	2	[['繞道', ['35983']]]	ㄖㄠˋ ㄉㄠˋ	rào dào
12410	饒富	精熟	第7級		2	1	[]	ㄖㄠˊ ㄈㄨˋ	ráo fù
12411	饒恕	精熟	第7級		3	1	[['饒恕', ['35974']]]	ㄖㄠˊ ㄕㄨˋ	ráo shù
12412	繞行	精熟	第7級		3	2	[['繞行', ['35988']]]	ㄖㄠˋ ㄒㄧㄥˊ	rào xíng
12413	熱誠	精熟	第7級		6	3	[['熱誠', ['35956']]]	ㄖㄜˋ ㄔㄥˊ	rè chéng
12414	惹禍	精熟	第7級		3	1	[['惹禍', ['35914']]]	ㄖㄜˇ ㄏㄨㄛˋ	rě huò
12415	熱淚	精熟	第7級		3	1	[['熱淚', ['35930']]]	ㄖㄜˋ ㄌㄟˋ	rè lèi
12416	熱淚盈眶	精熟	第7級		3	2	[['熱淚盈眶', ['35931']]]	ㄖㄜˋ ㄌㄟˋ ㄧㄥˊ ㄎㄨㄤ	rè lèi yíng kuāng
12417	熱戀	精熟	第7級		3	1	[['熱戀', ['35935']]]	ㄖㄜˋ ㄌㄧㄢˋ	rè liàn
12418	熱絡	精熟	第7級		4	4	[['熱絡', ['35937']]]	ㄖㄜˋ ㄌㄨㄛˋ	rè luò
12419	惹惱	精熟	第7級		3	1	[]	ㄖㄜˇ ㄋㄠˇ	rě nǎo
12420	熱騰騰	精熟	第7級		5	7	[['熱騰騰', ['35927']]]	ㄖㄜˋ ㄊㄥˊ ㄊㄥˊ	rè téng téng
12421	人本	精熟	第7級		5	2	[]	ㄖㄣˊ ㄅㄣˇ	rén běn
12422	人稱	精熟	第7級		3	1	[['人稱', ['36146']]]	ㄖㄣˊ ㄔㄥ	rén chēng
12423	人和	精熟	第7級		4	2	[['人和', ['36100']]]	ㄖㄣˊ ㄏㄜˊ	rén hé
12424	人跡	精熟	第7級		3	1	[['人跡', ['36104']]]	ㄖㄣˊ ㄐㄧ	rén jī
12425	人來人往	精熟	第7級		2	1	[]	ㄖㄣˊ ㄌㄞˊ ㄖㄣˊ ㄨㄤˇ	rén lái rén wǎng
12426	人面	精熟	第7級		3	6	[]	ㄖㄣˊ ㄇㄧㄢˋ	rén miàn
12427	認命	精熟	第7級		4	6	[['認命', ['36242']]]	ㄖㄣˋ ㄇㄧㄥˋ	rèn mìng
12428	人品	精熟	第7級		5	2	[['人品', ['36056']]]	ㄖㄣˊ ㄆㄧㄣˇ	rén pǐn
12429	忍氣吞聲	精熟	第7級		3	0	[['忍氣吞聲', ['36222']]]	ㄖㄣˇ ㄑㄧˋ ㄊㄨㄣ ㄕㄥ	rěn qì tūn shēng
12430	人像	精熟	第7級		3	1	[['人像', ['36133']]]	ㄖㄣˊ ㄒㄧㄤˋ	rén xiàng
12431	人心惶惶	精熟	第7級		2	3	[['人心惶惶', ['36132']]]	ㄖㄣˊ ㄒㄧㄣ ㄏㄨㄤˊ ㄏㄨㄤˊ	rén xīn huáng huáng
12432	人煙	精熟	第7級		5	3	[['人煙', ['36179']]]	ㄖㄣˊ ㄧㄢ	rén yān
12433	人云亦云	精熟	第7級		3	1	[['人云亦云', ['36197']]]	ㄖㄣˊ ㄩㄣˊ ㄧˋ ㄩㄣˊ	rén yún yì yún
12434	認證	精熟	第7級		4	38	[['認證', ['36254']]]	ㄖㄣˋ ㄓㄥˋ	rèn zhèng
12435	人種	精熟	第7級		7	4	[['人種', ['36144']]]	ㄖㄣˊ ㄓㄨㄥˇ	rén zhǒng
12436	日復一日	精熟	第7級		6	3	[['日復一日', ['35863']]]	ㄖˋ ㄈㄨˋ ㄧˊ ㄖˋ	rì fù yí rì
12437	日積月累	精熟	第7級		3	3	[['日積月累', ['35876']]]	ㄖˋ ㄐㄧ ㄩㄝˋ ㄌㄟˇ	rì jī yuè lěi
12438	日曆	精熟	第7級		4	1	[['日曆', ['35868']]]	ㄖˋ ㄌㄧˋ	rì lì
12439	日前	精熟	第7級		4	4	[['日前', ['35885']]]	ㄖˋ ㄑㄧㄢˊ	rì qián
12440	日曬	精熟	第7級		3	9	[]	ㄖˋ ㄕㄞˋ	rì shài
12441	日新月異	精熟	第7級		3	3	[['日新月異', ['35889']]]	ㄖˋ ㄒㄧㄣ ㄩㄝˋ ㄧˋ	rì xīn yuè yì
12442	日誌	精熟	第7級		6	3	[['日誌', ['35891']]]	ㄖˋ ㄓˋ	rì zhì
12443	容光煥發	精熟	第7級		3	2	[['容光煥發', ['36559']]]	ㄖㄨㄥˊ ㄍㄨㄤ ㄏㄨㄢˋ ㄈㄚ	róng guāng huàn fā
12444	溶化	精熟	第7級		2	3	[['溶化', ['36573']]]	ㄖㄨㄥˊ ㄏㄨㄚˋ	róng huà
12445	榮華富貴	精熟	第7級		4	1	[['榮華富貴', ['36597']]]	ㄖㄨㄥˊ ㄏㄨㄚˊ ㄈㄨˋ ㄍㄨㄟˋ	róng huá fù guì
12446	融會貫通	精熟	第7級		3	1	[['融會貫通', ['36615']]]	ㄖㄨㄥˊ ㄏㄨㄟˋ ㄍㄨㄢˋ ㄊㄨㄥ	róng huì guàn tōng
12447	榮獲	精熟	第7級		5	5	[['榮獲', ['36598']]]	ㄖㄨㄥˊ ㄏㄨㄛˋ	róng huò
12448	溶解	精熟	第7級		3	15	[['溶解', ['36575']]]	ㄖㄨㄥˊ ㄐㄧㄝˇ	róng jiě
12449	絨毛	精熟	第7級		3	3	[['絨毛', ['36552']]]	ㄖㄨㄥˊ ㄇㄠˊ	róng máo
12450	容顏	精熟	第7級		3	2	[['容顏', ['36570']]]	ㄖㄨㄥˊ ㄧㄢˊ	róng yán
12451	蹂躪	精熟	第7級		4	1	[['蹂躪', ['36008']]]	ㄖㄡˊ ㄌㄧㄣˋ	róu lìn
12452	柔情	精熟	第7級		5	2	[['柔情', ['35996']]]	ㄖㄡˊ ㄑㄧㄥˊ	róu qíng
12453	柔弱	精熟	第7級		4	2	[['柔弱', ['36001']]]	ㄖㄡˊ ㄖㄨㄛˋ	róu ruò
12454	柔順	精熟	第7級		4	1	[['柔順', ['35999']]]	ㄖㄡˊ ㄕㄨㄣˋ	róu shùn
12455	肉眼	精熟	第7級		6	9	[['肉眼', ['36029']]]	ㄖㄡˋ ㄧㄢˇ	ròu yǎn
12456	汝	精熟	第7級		13	6	[['汝', ['36391']]]	ㄖㄨˇ	rǔ
12457	如常	精熟	第7級		3	1	[['如常', ['36342']]]	ㄖㄨˊ ㄔㄤˊ	rú cháng
12458	如出一轍	精熟	第7級		4	1	[['如出一轍', ['36343']]]	ㄖㄨˊ ㄔㄨ ㄧ ㄔㄜˋ	rú chū yī chè
12459	蠕動	精熟	第7級		7	4	[['蠕動', ['36389']]]	ㄖㄨˊ ㄉㄨㄥˋ	rú dòng
12460	如法炮製	精熟	第7級		3	1	[['如法炮製', ['36315']]]	ㄖㄨˊ ㄈㄚˇ ㄆㄠˊ ㄓˋ	rú fǎ páo zhì
12461	如火如荼	精熟	第7級		3	1	[['如火如荼', ['36330']]]	ㄖㄨˊ ㄏㄨㄛˇ ㄖㄨˊ ㄊㄨˊ	rú huǒ rú tú
12462	辱罵	精熟	第7級		5	1	[['辱罵', ['36463']]]	ㄖㄨˋ ㄇㄚˋ	rù mà
12463	入迷	精熟	第7級		3	2	[['入迷', ['36417']]]	ㄖㄨˋ ㄇㄧˊ	rù mí
12464	如日中天	精熟	第7級		2	0	[['如日中天', ['36350']]]	ㄖㄨˊ ㄖˋ ㄓㄨㄥ ㄊㄧㄢ	rú rì zhōng tiān
12465	如實	精熟	第7級		4	3	[]	ㄖㄨˊ ㄕˊ	rú shí
12466	如釋重負	精熟	第7級		4	1	[['如釋重負', ['36346']]]	ㄖㄨˊ ㄕˋ ㄓㄨㄥˋ ㄈㄨˋ	rú shì zhòng fù
12467	入手	精熟	第7級		3	1	[['入手', ['36449']]]	ㄖㄨˋ ㄕㄡˇ	rù shǒu
12468	如數家珍	精熟	第7級		2	2	[['如數家珍', ['36347']]]	ㄖㄨˊ ㄕㄨˇ ㄐㄧㄚ ㄓㄣ	rú shǔ jiā zhēn
12469	入微	精熟	第7級		3	0	[]	ㄖㄨˋ ㄨㄟˊ	rù wéi
12470	入伍	精熟	第7級		4	0	[['入伍', ['36458']]]	ㄖㄨˋ ㄨˇ	rù wǔ
